,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.107981016448449,0,0.0963141236967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440080653618348,0,0.448976646954609,0,0.15949476104585,0,0,0,0,-0.145399520901225,0,0,0,0,-0.162104245226462,0,8.67361737988404e-19,0,-0.754558971386129,0,0,0,0,0.0761538435064638,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.246145210778022,0,0,0,0,0,0,0,0.0465217596772579,0,-0.0219977360601913,0.346796511904983,0,-0.0671434412085678,0,0,0.0449657211464888,0,0,0,-0.0564698732841781,0,0.0289937512714408,0,-0.0741535823564485,-0.0505498112850588,0,0,0,0,0,0,0,-0.131964682568258,0,0,0,0.111220272299685,0,0,0,0,0.378750926446911,0,0,0.0402922979536468,0,0
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0
X601288.CH.EQUITY,0,0.570556685240071,0,0,0,0,0,-0.0495369654606918,0,0,0,0.154473257065861,0.0502323040552699,0,0.116651218142512,0,0,0,0,0,0,0.137424277929231,0,0,0,0,0,0.0302821288018242,0,0,0,-0.0850358406974468,0,0,0,0,0,0,0,0,0,0.0533245853979106,0,0,-0.0769180732963063,0,0,0,-0.0253931485079703,0,0
X601988.CH.EQUITY,0,0,0,0.527527896808509,0,0,0,0,0,0.14376968917543,0,0,0,0,0,0,0.343250340584177,0,0,0.229568446349645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.577996331892303,0,0,0,0,0,0,0,0.063567265438264,0,0,0,0.0235751952001521,0,0
X600036.CH.EQUITY,0,0.0650595356297286,0,0.0455466919861207,0,0,0.0149087249413148,0.0617411485474961,0,0,0,0,0,0,0,0,0,0,0,0.0401141801916273,0.188547919519072,0,0.0316205411471273,0,0,0,0,0,0,0,0,0.105842920949366,0,0,0,0,0,0,0,0,0,0,0,0.159063476282158,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118036892192815,0,0,0,0,0,0.225708570338413,0,0,0,0,0,0,0.0391783813998176,0,0,0,0.056192110859866,0.0408244007681726,0,0,0,0,0.044500803768977,0,0,0,0,0,0.131385747865348,0,0.101724265559637,0.241460362418794,0,0,0.0545199297449463,0,0.0448969254499939,0,0
X601628.CH.EQUITY,0,0.0571034325517585,0,0,0,0.358091095287854,0,0,0,0,-0.15404261676338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156977023748412,0,0.11067261185009,0,0.0713290302411143,0,0.230886943940051,0,0.0680696111642781,0.161902920597418,0,0,-0.0794932097715525,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144698244873636,-0.136838191343677,0,-0.00287396331092285,0,0,-0.331398129670634,0,0.714955856086585,0.0789020013714527,0.47401592371762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105960458030998,0,0,0,0.212407566926986,0.119896386562675,0,0
X601658.CH.Equity,0,0,0,0.220058476238963,0.00116486569964268,0,0,0,0,0,-0.0304992158083196,0,0,0,0,0,0,0,0.272183068223002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909554960211565,0,0.239973386776922,0,0,0,0,0,-0.0406805296768172,0,0,0.108522197149492,0,0,0
