,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600999.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0,0.227931769968716,0,0,0,0.356598967259291,0,0.00488819034839674,0,0.0153770401818412,0,0,0,0,0,0,0,0,0,0,0,0,0.260276848651663,0.0270607798375954,0,0,0,0,0,0,0.0885916015461157,0,0.0710570627035122,0,0,0,0,0,0,0,0,0,0,0,0,-0.100455853046574,0,0.0231239298202355,0
X601318.CH.EQUITY,0,0,0,0.0791728745680498,0,0,0,0,0.176638947082163,0,0.00527189161946751,0,0.0880368650393753,0.117944643341155,0,0,0,0,0,0.309209222933181,0,0.0607117163024391,0,0,0,0.114561626385394,0,0,0,0,0,0.0504129023706733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661233313042813,0
X600036.CH.EQUITY,-0.0103292966413009,0,0,0,0,0.228907659519733,0,0,0,-0.0630918675853958,0,-0.0532036070160038,0.188146684047871,0,0,0,0.140838900836803,0,0.160297044251971,0,0,0,0,0,0,0,0.401883872921494,0,0,0,0,0,0,0,0,0,0,0,-0.084888262988062,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.514042097827079,0.0974070252264911,0,0,0,0,0,0,0.134956465742693,0,0.165168720380954,0,0,0,0,0,0.0100743200966985,0.117354068864568,0.0601281228598517,0,0,0,0,0,0,0,0,0,0.186333540371431,0,0,0,0.0471269609580905,0,0,0,0,0,0.0644743877732159,-0.090148880003034,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0805236100127042,0,0,0,0,0,0.504734015896043,0,-0.0556663790964714,0,0,0,0,0,0,0.0215814713521033,0,0.0581336346624028,0,0,0,0.0420212257969877,0,0.191699396334641,0,0,0,0.0710013435040914,0,0,0.0472435006220501,0.111997345113807,0,0,-0.0832681612050111,0,0,0,0,0,0,0,0,0,0,0,0.0322944366980924,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0510851313358943,0,0,0,0,0.104290692071626,0,0,-0.0651506665874548,0,0.0674046282034624,0,0,0,0,0,0,0,0.0130280744347485,0,0,0,0,0,0,0,0,0,0.0642136785166032,0,0,0,0,0.0512480009909004,0.109774379286743,0.2367705044158,0.0236590315875007,0,0.205216771443396,0,0,0,0,0.294975493483208,0,0,0
X601628.CH.EQUITY,0,0,-0.0542822573834753,0,0,0,0,0,0,0.23629350033472,0,0,0,0,0.0877095274456136,0,-0.0115529668853454,0,0,0,-0.0646515522255266,0,0.15762857453796,-0.0579080039923328,0,0,0,0,0,-0.0260942837324442,-0.00544883558130833,0,0,0.017981350896386,0,0,0,0.357641759485595,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359636318232113
X601988.CH.EQUITY,0.171743399786728,0,0,0,0.422850807070976,0,0,0,-0.0399295274593616,0,0,0.075166735895851,-0.0883570605627045,0,0,0,0,0.107402915453816,0,0.0363216197614523,0,0,0,0,0.0151255901418442,0,0,0,0,0,0,0,-0.118684776884006,0,0,0,0,0,0,0.134966441301874,0,0,0,0,-0.000413630916907691,0.163485029942413,0,0,0,0,0
X5.HK.EQUITY,0,0.260439169136189,0,0.0526062814894289,0,0,0,0,0,-0.035367595197947,0.0270587723371283,0.0657188305003132,0,0,0,0,0,0,0,0,0,0,0.292399884891588,0,0,0,0,0.0978254261521865,0,0.0138697423083826,0,0,0,0,0,0,0,0,0.205126364150607,0,0,0,0,0,0,0,0.0998454437681133,0,0,0,-0.0556739470132532
X388.HK.EQUITY,0,0,-0.147494131240124,0,0.0452021876211374,0,-0.111391940688238,0,-0.145966158218119,0,0,0,0,0,0,0,0,0,0,0,0,0.110230149604574,0,0,0,0,0,0,0,0,0,0,-0.209252173058798,0,0,0,0,0.181797681554132,0,0,0,0.141550035922998,0,0.228352787860587,0,0,0,0.167462541688061,0,0,0
