,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.134458473846488,0,0,0,0,0,0,0,0,0,0.220444582698289,0,0,0,0.392855443218663,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.11840956488752,0,0.458638735617351,0,0,0,0,0,0,0,-0.0146676884373263,-0.110120495534374
X601318.CH.EQUITY,0,0,0,0,0,0,0.0215980835238639,0,0.176797854666661,0,0,1.73472347597681e-18,0,0,0,0,0.0311229650862911,0,0.0705901027135261,0.0498057524160976,0.00627405408979986,0,0,0,0,0.142728374018548,0,0.0613189844059553,0,0,0,0,0,0,0,0.20112242383668,0,0,0,0.0958775472704034,0.122986226926648,0,0,0.129018743720701,0,0,-0.0546404295929601,0,0,0
X601939.CH.EQUITY,0.262248549849146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667607152385349,0,0,-0.204575717624152,0,0,0,0,0,0,0,0,0,0,0,-0.0165128957733961,0.50422487486879,0,0,0,0,0.109182891353245,0,0,0,0,-0.00385084359405174
X601288.CH.EQUITY,0,0,0,0,-0.0998339712400263,0,0,0,0.133431935882092,0,0.264857084533193,0.362202849282789,0,0,0,-0.0788005413555174,0,0,0,0,-0.0906854890975155,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0127847476018495,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.125102389065155,0.380324344795633,0,0,0,0,0.179663650729238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380045462212588,0.00131877908506331,-0.138128704949427,0,0,0,0,0,0,0,0,0,0.0920175648360788,0,0,0.219065914536282,0,0,0,0,0,-0.140369492437988,0,0.0963319181803911,0
X601988.CH.EQUITY,0,0,0,0,0.240900860957322,0,0.0430651917734658,0,0.094793878142945,0,0.0863811340384948,0.121645965239222,0,0,0,0,0,0.0174572088204651,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.233390692133349,0,0.191832769465799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577444506243577
X1299.HK.EQUITY,0,0,0,0,0.28671189706058,0,0,0,0,0,0,0,0,0,0,0,0,0.126973330747831,0,0.0637074112267527,0,0,0,0,0,0.0645055569780207,0,0.121482001226871,0,0.0944514970318901,0,0,0,0,0,0,0,0.308902500376218,0,0,0,0,0,0,-0.206349284883871,0,0,0,0,0
X600036.CH.EQUITY,0,0.30744872904037,0,0,0,0,-0.0608518118814422,0,0,0.411082440516082,0,0,0,0,0,0.0555138398968369,0,0,0,0,0.292080563165404,0,0,0,0,0,0,0,0.148409865583831,0,0,0,0,-0.180657815950913,0,0,-0.158718998641586,0,0,0,0,0,0,0,0.230484534357585,0,-0.00798225929973437,0,0,0
X601628.CH.EQUITY,0,0.20157589776197,0.0310282205077511,0.0888181441371804,0,0,0,0,0,0,0,0,0,0,0,0,0.225186224385244,0,0,0,0,0,0,0,0.026227671301814,0,0,0,0,0,0,0,0,0,0.257915550718401,0.00537623550985151,0,0,0,0,0,0.0332638574604897,0,0.0835578019083802,0.0810405898990199,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.76009887723629,0,0,0,0,0,0,0,0,0,0,0,0,0.149736187716794,0,0,0,0,0,0.0405143583733477,0,0,0,0,0,0,0.020550114911692,0,0,0,0,-0.00374532144987521,0,0,0.0178075588870585,0,0,0,0,-0.188300260637283,-0.023131322771329,0,-0.061138209187851
