,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.134271717455635,0,0.11099617512923,0,0.07030793119145,0,0,0.33550998713558,0.0501888163848499,0,0,0,0,0,0,0,0,0,0.123146583352447,0,-0.0723859692875211,0,0,0,0,0,0,0,0,0.196597474668105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.399144230091483,0,0,0,0.136783668366525,0,-0.123932530608523,0,0,0.0484248126375332,0,0,0.393646251319152,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051080869872668,-0.00327296842474748,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.0023775113757631,0,0,0,0,3.46944695195361e-18,0,0,0.081692042095689,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.235072127083548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200776981335754,0,0,0,0,0,0.153601411919959,0,0,0.0799683024346344,0,0,0.175380426918362,0.18552591483332,0,0,0,0
X601288.CH.EQUITY,0.34349239939063,0.071611799980843,0,0,0.38078684622576,0,0,-0.0185763310721906,0,0,0.0803795888137722,0,0,0,0,0.107128370880773,0,0,0,0,0,0,0.000126703947744257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.55111512312578e-17,0,0,0,0,0
X601988.CH.EQUITY,0,0.00248837185822319,0,0.365279025730836,0,0,0,0.0283369441868899,0,0,0.232117771497718,0.0799923493833928,0,0.112011314372358,0,0,0,0,0,0.16975838691421,0,0,0,0,0,0,0.0338685064720179,-0.0384233633890585,0,0,0,0,0.0290730501042053,0,0,-0.0315761530896476,0,0,0,0,0.0434234467501154,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0395474082878935,0,0,0,0.0227313467163249,0,0,0,0,0.42723831117412,0,0,0,0,0,0,0,0,0,0.0210276903810257,0,0,0,0,0.116207663366464,0,0,0,0,0,0,0,0,0,0.0571355440116682,0,0,0,0.0479176984869497,0,0,0,0,0,0,0,0,0.248278649042403,0
X1299.HK.EQUITY,0,0,0,0,0,0.0214181014022966,0,0,0,0,0,0,-3.46944695195361e-18,0,0.025590011755219,0.234727189047509,0,0.15971148120336,0,0,0,0.132311799544603,0,0,0,0.170664414216649,0,0,0.0914227285720734,0,0,0,0,0,0,0,0,0,0,0,0.0804597408503556,0,0,0,0,0,0,0,0.196547633257514,0,0
X5.HK.EQUITY,0,-0.161990768767608,0,-0.108772554525933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289970663846765,0,1.24040853176432,0,-0.80146571258325,0,0,0,0.502683007754059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387029032841282,0,0,0,0,0,0,0,-2.77555756156289e-17,-0.107704512046065
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,-0.0259877907446626,0,0,0,0.351685541796408,0,0,0,0,0,0,0,0,0.113133383001692,0,0,0,0.156132952715351,0,0,0,0.0797969741479939,0,0,0,0,0,0,0.01047475316256,0,0,-0.0521658587062935,0,0,0,0.14681100817944,0,0,0,0,0,0,0.0231872197806698,-0.0643201487324093
X601658.CH.Equity,0,0,0,0.354106387213043,0,0,0,0.0840462241091513,0,0,0,0,0,0,0,-0.200796474983345,0,0,0,0,0,0,0,0,0,0,0.0278130044573625,0,0.859508052268689,0,0,0,0,0,0,0,0,0,0,0,0,-0.295701485392576,0,0,0,0,0.136736049771153,0,0,0,0
