,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.375948709260035,0,0,0.0552143991798478,0,0,0,0,0,0,0,0,0.0356364933602978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0420517695883218,0,0,0.182121782208326,0,0,0,0.0637953785066734,0,0,0,0,0,0,0,0,0.195014499801526,0.0305098215483269,0.0192180852957377,0.0126483535237791
X601318.CH.EQUITY,0,0,0,0,0.113214297482309,0,0,0.0525876631696387,0.116687655215585,0,0.0120000496674356,0,0.105139691697867,0,0,0,0,0.0291127256867701,0.233469276657188,0,0.244693374962982,0,0,0,0,0,0,-0.0443281479104492,0,0.153621011722621,0,0,0,0,0,0,0,0.0597964365309165,0,0,0,0,0,0.00299243349483433,0,0,0,0,0.0523559964597988,0,0
X601939.CH.EQUITY,0,0,0,0.257984932343219,0,-0.0155249204398909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702338192515125,0,0.753788456483881,0.0234122036557498,-0.26676431910964,-0.177054875062638,0,0,0.0195145903034015,0,0.133556290322088,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,-0.0975116861663631,0,0,0,0,0,0,0,0,0,-0.0581133515336667
X601288.CH.EQUITY,0.179933317311501,0,0,0,0.0558155296509885,0,0.36357607672329,-0.0613621494188389,0,0,0,0,0,0,0,0.0416573244023309,0,-1.38777878078145e-17,0,0,0,0.0805368165170084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197256476066815,0,0,0,0,0,0,-0.0964649678019841
X601628.CH.EQUITY,0.0244682613777883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250159944416394,0,0,0,0,0.00987054199670853,0.19503217323961,-0.128305663923507,0,0,0,0,0.00638303161062073,0.0852658323586228,0,0.48868926842099,0,0.110939667279229,0,-0.0456414771432436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.173306352872948,0,0,0.100824656002552,0,0.0680499423000864,0.0816229181522708,0,0,0,0,0.267422729692106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258284403942414,0,0,0,0.0362570892397858,0.0885643677869095,0,0,0,0,0,0,0.105387028726176,0,0,0,0,0,0,0,0.0273826763654562,0,-0.0484653959654544,0,0
X601988.CH.EQUITY,0.323767796341101,0,0.00564816343105814,-4.33680868994202e-19,0,0.41459781357406,0,0,0,0,0,0,0.020021249582399,0,0,0,0,0,0,0.0161315994821778,0,0,0,0,0,0,0,-0.0311369442042236,0,0.100218926025558,0,0,-0.0317341932015328,0,0,0,0,0,0,0,0,-0.0920287666572507,0,0,0,-0.146875401093496,0,0,0,0.39812734136841,0.060756524067495
X1299.HK.EQUITY,0,0,0,-0.014911462515912,0,0.0240591282575866,0,0,0,0.301466565527173,0,0,0,0,0,0,0.095539401195503,0,0,-0.0296825517495728,0,0,0,0,0,0.114608306952779,0,0.0570092968268934,0,0,0.0106428134519518,0,0,0,0,0,0,0,0,0,0.136119717409079,0,0.119452536613761,0,-0.0720762133641045,0,0,0,0,3.3881317890172e-21,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837745867601484,0,0,0,0,0.153243424271156,0,0,0,0,0.641850824648702,0.0638442709714154,0,0,0,0,0.0133802667069212,0.0704266389179954,0,0,0,0,0,0,0,0,0.14178196503322,0.0646169871120752,-0.156505111013686,0,0.119932130786619,0,0.0895010990265053,0,0.211216783714377,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0494579608413513,0,0,0,0,0,0,0,0,-0.0272536172406212,0,0,-0.128688858904591,0,0,0,0.452306693208131,0.291504466290711,0,0,0,0,0,0,0.17700714299541,0.306522048556469,0,0,0,0,0.20785495629366,0,0,0.0110442439881026,0,1.73472347597681e-18,-3.35473405813184e-05,-0.43129196445316,0,0.0246517332891122,0,0,0,0
X601658.CH.Equity,0.194413837021318,0,0.0706031894367377,0,0,-8.67361737988404e-19,0.0443141681621842,0,0,0,0,0.0195456819960975,0.0546710532133593,0,0,0,0,0,0.3563517496354,0,0,0,0,0,0,0,0,0.00408541880352768,0,0,0,0,0,0,0,0,0,0,0.00616441170427813,0,0,-0.146191085851941,0,0,0,0,0.0193803142109395,0,0.0984301598791528,0,-0.0475716416968954
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.111567340949478,0,0.0584155051868618,0,0,0,0,0.0528913171583374,0,0,0,0,0,0.0805986595619421,0,0,0,0.0175850452690075,0.19378137983124,0,0,0,0.0458798416298438,1.73472347597681e-18,0,0.0979170574564641,0,0,0,0,0,0,0,0,0.258710049226575,0.0179234199915228,0,0,0,0.0341200619936909,0
X000001.CH.EQUITY,0,0,0.0109824615968758,0,0,0.537940983315232,0,0,0,0.0248467485354511,0,0,0,0,0,0.0705119422938636,0,0,0,0,0,0,0,0,0.0899152005324519,0,0.209247703042351,0,0,-0.227859908953548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570729276702743,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549572811057708,0,0,-0.120028467316317,0.204754301870377,0,0,0.176906971266856,0,0,0,0,0,-0.0343498452860708,0,0,0,0,0,0.0204355846358803,0.0603495859227167,0,0.0747838379975984,0,0.0408108897032883,0,-0.00816281406581355,-1.73472347597681e-18,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0901114750440142,-0.282625423167913,0.268280189390946,0,0,0.10843395062278,0,0,0.112922594387067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321246284777187,0,0,0,0,0,0,0,0,0,-0.322628387242428,0,0,0,0.217980065210788,0,0,0,0,0,0,0,0,0,0.0262239974018042
X601328.CH.EQUITY,0,0.114485292217889,0,0.0134992193423382,0,0,0.0821677153134883,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.321145614196073,0,0,0,0.0660815034248811,0,0,0,0,0,0,0,0.196580236305212,0,0,0,0,0,0.0417941328370899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0113779091357275,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.602208681356924,0.07124398273309,-0.0149565433503031,0,-4.33680868994202e-19,0,0,-0.127554420100018,0,0,0,0,0,0,0.0193193303595776,0,0,0,0,0,0.0418351637077507,0,0,0,0,0.19062795113466,0,0,0,0,0,0.00894140334465301,0,0,0,-0.0271006879106499,0,0
X601601.CH.EQUITY,0,0.395378713249717,0,0.122160294514494,0.178777417646456,0,0,0,0,-0.11093343372893,0,0.144928000535949,0,0,0,0,0,0,0,0,0.334737839324251,0,0,0,0,0,0,0,0,-0.1808630648343,0.0677680252516934,0,0,0,0.0275928410478812,0,0,0.0319733710531142,0,-0.0488516299860618,-0.104330110498071,0,0.000717569114293053,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.177458649650778,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0460888594702255,0,0,0,0.371543357686524,0,0,0,0,0,0.0208407070090166,0,0,0,0,0,0,0.0223690714269724,0,0.0159118853239243,0,0,0,0,0,0,0,0,0,0,0,0.0253992982541206,0,0.00781538876472247,0.0281526370490348,0,0,0,0.0184820747807748,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0611002139544467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731941936062773,0,0,0,0,0,0,0,-0.406430296009556,0.208485500511687,0,0,0,0,0,0,0,0,0,0.188189244213434,0.0186548108674002,0.163089103962691,0,0,0.177999659566318,0,0,0,-0.159106494149999
