,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.103243916995152,0,0.0916719135406703,0,0,0,-0.0368393333184126,0,0,0,0.393202826204905,0,0,0,-0.0974587178943257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380420317629258,0,0,0,0.113780167532608,0,0,0,0.151613066483857,0,0,0,0,0.0684474404349077,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.101024813738628,0,0,0.167834114928906,0,0.0601192323753776,0,0,-0.0549047127582279,0.0136872245558075,0.21621355239696,0,0,0,-0.101810314665467,0,0,-0.0648925733479189,0,0,0,0,0,0,0,0,0,0,0,0.14819528224454,0,0,0,0,0.363543112656848,-0.276914073387554,0,0.304465896595245,0,0.208147080455447,0,0,0,0,0,0
X601939.CH.EQUITY,0.328032601899359,0,0,0.257956285918843,0,0.134062257706933,0,0,0,0,0,-6.93889390390723e-18,0,0,0.11904881236242,0,0,0,0,0,0,0,0.0773375168452625,0,0,-0.0652495834935196,0,0,0,0,0,-0.025109299706262,0,0,0,0,0,0,-0.0996056606700476,0,0.367154302273443,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.231139055347773,0,0.255958036225433,0,0.143146496687403,0.326823622086895,0,0,0,-0.155173269308601,0,0,0,0,-0.0416177546290626,0,0,0,0.109335663677406,0,-0.009290857303462,0,0,0,-0.181071867122703,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0341218941753272,0,0.117205757863989,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0393895181894348,0.229638086241299,0,0.166446586285442,0,-0.310997837419128,0,0,0,0,0.0808668527567024,0,0,0,3.46944695195361e-18,0,-0.0433441742927092,0,0,0.420037194416828,0,0,0,0.416988638320817,0,0,0,0,0,0,0.0624938912423356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160698646925365,-0.111556540627213,0,0
X601988.CH.EQUITY,0.227086767479861,0.0888869825860763,0.281169072647154,0,0,0,0,0,0.153657285220371,0,0,0.219367902900317,0,-0.168612106465924,0,0,0,0,0,-0.0978945459062025,0,0,0,0,0.113959221386537,0,0.121123195717248,0,0,0,0,0,0,0.0609836563668572,0,0,0,0,-2.16840434497101e-19,0.0187000599636079,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0579162736918647,-0.0804849672293607,0,0.14187073835762,0,-0.0423606071205025,0.0272310260551012,0,0.352543853559519,0,0.226223517954344,0,0,0,0,0,0,0.0547197366871664,0,0,0,0,0,0,0,0,-0.00737744743529475,0.039589998406762,0,0,0.0535686842342118,0,0,0.0713216733590064,0,0,0,0.121304122767828,0,0,0,0,0,0,0.0597563228618699,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0412645827118435,0,0,0,0,0,0,-0.0813398035482301,0,0.174671587578635,0,0,0.301345926106057,0,0,0.15408773846608,0,0,-6.93889390390723e-18,0,0.124258904562773,0,0,0,0,0,0.00483042184320994,0,0,0,0,0,0.112754711661808,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.125973546911239,0.261432854462586,0,0,0.0706735377686639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399118387813332,0,-0.147832299224927,0,0,0,0,0.23301068340012,0,0,0.0396322749897715,-0.258300676853423,0,0,0,0,0,0,0,-0.040302798919737,0,0,0,0.0151392664764591,0,0,0,0,0.0821232593326913,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.065465510016801,0,0,0,0,0,0,0.0615224841533337,0,-0.0143417022019496,-0.135715228133441,0,0,0.0139977748564318,0,0,0,0.279024858704433,0,0,0,0,0,0,0.02759059045005,0,0,0,0,0,0.497131119406757,0,0,-0.266000231015204,0,0,0,0,0,0.0465060448071694,0,-0.0410968260571935,0,-0.280847995876963,0
