,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.347806094420872,0.082188148763886,0,0,0,0.128451524356871,0,0,0,0,0,0,0.263222927291158,0,0,0,-0.0310716006130504,0,0,0,0,0.0367111752838532,0,0,0,0.076382952198167,0,0,0,0,0,0,0,0.0132195769923822,0,0,0,0,0,0,0,0,0,0,0.0199975222099101,0.0358293685746941,0,0
X601939.CH.EQUITY,0.0415050383921946,0,0,0.0546079711850769,0,0,0,0,0,0,0,0.0473891997285507,0,0.193013594671019,0,0.405980285636633,0,0,0,0,0,0,0,0,0,0,0,0,0.000820954623645093,0,0,0,0,0.106885292055899,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.136900896478458,0,0,0,0
X601318.CH.EQUITY,0.0486136538135002,0,0,0,0,0,0.164205039749672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120749396216597,0,0,0,0,0,0,0,0,0.131921166047403,0,0.076147991578191,0.0272632991382138,0,0,0,0,0.119788971942488,0.033948696188245,0.259302155934028,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376378415959327,0,0,0,0.402457676124662,0,0,0,0,0,0.0635408214923621,0,0,0,0,0.00341767184171341,0.0712983719497247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360332550748967,0,0,0,0,0,0,0,0,0,0,0,0.000175682128457169,0,0,0,0,0,0,0.0232475227239591,0
X601988.CH.EQUITY,0,0,0,0.226756815428084,0,0,0,0,0,0,0.0919149202072447,0,0,0.18776323036122,0,0,0,0,0,0,0.104228990380517,0,0,0,0,0.0231949925470143,0,0,0,0.0954686987693844,0,0,0,0,0.10826313459,0,0,0.0936820514784254,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.131313989562046,0,0,0,0,0,0,0,0,0.270797048903046,0,0,0,0,0,0,0.296794015845639,0,0,0,0,0.0664162362856442,0.708840632867611,-0.370673673004007,0,0,0,0,0.136754202698158,0,0,0,0,-0.0552381800516239,0,0.0195338665403565,0,0,0,0.431634455979936,0,0,0,0,0,0,-0.185950954119076,-0.198256715046652
X600036.CH.EQUITY,0.133663682355313,0,0.0815823072193101,0,0,0,0,0.0289210684031454,0,0,0,0.0815634749375826,0,-1.38777878078145e-17,0,0.0724723454321033,0,0,0,0,0,0.18892251702439,0,0,0.0159428664848916,0,0,0,0,0,0.0612343599782343,0,0,0,0,0.170239568763099,0,0,0,0,0,0,0,0,0,0,0.00581178441039481,0,0,0.0214533672775042,0
X1299.HK.EQUITY,0,0,0,0,0,0.145630534372274,0.174106427999853,0,0.00300899149495995,0,0,0,0,0,0,0,0.279503557925798,0,0,0.266607401693149,0,0,0.217169863736118,0,0,0,0,0,0,0.143531372857229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0811135163652267,0,0,0,0,0,0,0.0187969989113246,0,0,0,0.260316029522922,0,0,0,0,0,0,0,0,0.24809211654812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520554082819873,0,0,0.0383836684600007,0,0,0.0940128589824149,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0678286939260217,0,0,0,0,0,0.0825345499750502,0,0,0,-0.132050360674058,0,0,0,0,0,0,0,0,0,0,0,0.102801960221824,0,0,0,0,0.13537989648254,0,-0.347361082936679,0,0,-0.0805505888677308,0,0.236019303641881,-0.213338770349805,-0.111324468564489,0,0,0,1.33170220141552,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.300911765322369,0,-0.0147720855852798,0,0,0,0,0,0,0,0.242405027335365,0,0,0.060535096603811,0,0,0,0,0,0,0,0,0,0,0.0245253140909125,0,0.0760782624266142,0,0,0,0,0.0406264564607476,0,0.0785970589141911,0,0,0,0,0,0.0434222827831333,0,0,0.157741367464059,0,0.0655758551507926,0,0,0
