,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0649056145961069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096606163409604,0,0.519208172650401,0.0251179224271075,0.590712917717699,0,0,-0.182121849187773,0,0.184435255994348,0,-0.162789860351952,0,0,-0.145707123238199,0,0,0,0,0,-0.017982839021664,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.270201848574182,0,0,0,-0.0847808987118747,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193725814520979,0,0.00979953991197512,0.0390629363588117,0,0,0,0.227438750949757,0,0.158723418861193,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.833407328745022,0,0,0,0,0,0.0132642790755369,0.000561072052033088,0,-0.0492535800518072,0,0,0.0457352061254311,0,0.140730978266996,0,0,0,0.00892680986971612,0,0,0,5.42101086242752e-20,0,0,0.0239569138466945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671670095306221,0,0.00895210264495827,3.46944695195361e-18,0
X601288.CH.EQUITY,0,0,0.926252762411233,0,-0.0879999935799985,0,0,0,0,0,0,0,0,0,0,0,0.0236841811474279,0,0.0668877825773501,0,0.0508037444343226,0,0,-0.080090359614339,0,0.0366573392770421,0,0,0,0,0,0,0.0452607418990094,0,0,0,0,0,0.00740891793946345,0,-0.0787026831515174,0,0,0,0,0,0,0,0,0.00765783791218766,0
X601628.CH.EQUITY,0.0132704597992137,0,0,-3.46944695195361e-18,0,0,0,0,0,0.247155801607116,0,0.216760059720118,0,0,0,0,0,0,0,0.136464656030213,0,0,0,0,0,-0.121198276244682,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.433070503811511,0,0,0,0,0,0,0,0,0.305626747709294,0,0,0,0.0130111214016757
X600036.CH.EQUITY,0,0,0.131043961026819,0.197273805832356,0,0,0,0,0.0662328503662178,-0.0102271402545024,0,0,0,0,0,0.145410795005833,0,0.107982193466678,0,0.00816641191560553,0,0,0,0,0,0,0,0,0.150402964322755,0.139062947058115,0,0,0.0358754276667508,0,0,0,0,0,0,0,0,0,0,0,0.060151243621311,0,-0.0359977099925224,0,0,0,0
X601988.CH.EQUITY,0,0,3.46944695195361e-18,0.00285328087171088,-0.136555222154955,0.0796401930393166,0,0.0512686149046175,0,0,0,-0.0218215870434373,0,0,0,0,-0.000934139800348684,0,0,0,-0.0439027281908314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108654302082802,0,0,0,0,0,0,0,1.05182785864752,0,0
X1299.HK.EQUITY,0,0,0,0,0.112468244222997,0,0,0,0.00956142820744146,0.085463907682796,0,0,0.0740843330817978,0,0,0,0,0,-0.0426478556370895,0,0,0,0,0.168817828102382,-0.159897979980114,0,0.0448766609789359,0,0,0,0.278336654667506,0.209790693540621,0,0,0,0,0,0,0,0.0219944278972625,0,0.150441288127865,0,0,0,0,0.0998485476917026,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.288180547641196,0,0,0,0,0,0,0.191748323346943,0.531888973527842,-0.0325536049502934,0,0,0,0,0,0,0,-0.00452264719849076,0,0,0.0490981636685998,0,-0.0840869393963695,0,0,0.075634146043344,0.122066642722595,0,-0.108021796997499,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.262466223535477,0,0,0,0,0,0,0,0,0,0,0,0.0342773879920296,-0.210582397795451,0,0,0,0,0,0.411324413720356,0,0,0,0.15348429760333,0,0,0,0,0,0,-0.0134778853208997,0,0,0,0,0,0,0,0,-0.263889466826176,0,0.183752738541075,0,0,0,0,0.0471310737804784
