,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.113965917212705,0,0.0509574066018599,0,0,0,-0.0758178449391139,0,0,0,0.497568904430813,0,0,0,-0.0741546238299598,0,0,0,0,0,0,0,0,0,0,0,0,0.0562863234357543,0,0,0,1.38777878078145e-17,0,0,0,0.0889402188980956,0,0,0,0,0,0.218407782091435,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.152002902906936,0,0,0.148957203461716,0,0.0982874411305281,0,0.0847746356443141,-0.106858295017121,0.122018211433332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918040239211352,0,0,0,-0.20091328073733,0,0.146485306461153,0.138307737435849,0.0908115194196831,0,0,0,0,0.317188231592776,0,0
X601939.CH.EQUITY,0.292856661187307,0,0,0.312094954495482,0,0.132036751593753,0,-0.0433616726293422,0,0,0,0,0,0,0.104714655234551,0.0721956658134633,0,0,0,-0.0180313873469415,0,0.053825352642615,0,0,0,-0.0990235798992286,0,0,0,0,0,0,0,0,0,0,-0.104294732491601,0,0,0.348209646958083,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.33294563641662,0,0.251648383948132,0,0.0571013603001577,0.221541766338433,0,0,0.0392409442259369,0,0,0,0,0.011713838873277,-0.0400567300977969,-0.0816614409367675,0.0464939802196283,0,0,0,0,0,-0.0988415026546029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113404570698099,0,0,0,0,0,0,0,0,0,0.185218365882782,0
X5.HK.EQUITY,0,-0.0759388054110184,6.93889390390723e-18,0.320026573872136,0,0.0144290899869947,0,-0.287182551468213,0,0,0,0,0.120986132293449,0,0,0,0,0,0,0,0.541900340631509,0,0,0,0,0.320952118541258,0,0,0,0,0,0,0,0.0190786015106686,0,0,0,0,0,0,0,0,0,0,0,0,0.217041955244349,0,0,-0.101367110905923,0
X601988.CH.EQUITY,0.181044939835849,0,0.245184632096401,0.0438436858292203,0,0,0,0,0.0945310225836703,0,0.134105513606827,0,0,-0.218079730482354,0,0,0,0,0,0,0,0,0.0663637036862141,0.191311939660999,0,0,0,0.0409446943025102,0,-0.0579431971894874,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.113566817233501,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.11149981668525,-0.0533534934783617,0,0.260227153195321,0,-0.0428377177141114,0.0110452813802269,0,0.350647272268012,0,0.249437269501702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774576398884761,0,0,0,0,0.0851836272660617,0,0,0.130935924044705,0,0.0388493337963712,0,0,0,0,0,0,0,0,1.76699312134598e-05,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0395892334583078,0,0,0,0.136116440328711,0,0,0,-0.134062552509545,0,0,0,0.313482005605532,0,0.231584763881363,0,0,0,0,0,0,0.151457217119053,0,0.0240606689702243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561492099941902,0,0,0,0
X601628.CH.EQUITY,0.213683446168744,0.204876928890459,0,0,0,0,0,0,0,0.0260867576617244,0.114759953258449,0,0,0,0,0,0,0.0211347163566513,0,0,-0.0230651731498011,0,0,0,0,0,0,0.0477231897684576,0,-0.061146366249279,0,0,0,0,0,0,-0.321097496002602,0,0,0,0.0405190513787715,0,0.228637776559553,0,0,-0.136309418991451,0.0583661586114827,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440355632223421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0396765769725253,0,0,0,0.472918150842127,0,0,0,0,0,0,0,0,0.212321668605621,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0302756190125949,0,0,0,0,0,0,0,0,0,0,0,0,0.00401812105479566,0,0,0.195322645586654,0,0.00647659118365384,0,0,0,0
X601328.CH.EQUITY,0.032782710988774,0.0414550081669167,0.0332559459224529,0,0,0.0674783485204739,0,0,0,0,0,0,0.253844254023281,0,0,0,0,0,0,0,0,0.194794230006044,-0.136354075913381,0.0813176655599369,0,0.0917652599146413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814475787995842,0,0.121023618224929,0.0835728327966533,0,0,0,0,0,-0.0501342887125919
X600000.CH.EQUITY,0,0,0,0,0,0.0569242555714995,0.178489653501988,0,0,0,0,0.351713033058065,0,0,0.0575832813313909,0,0,0,0,0,-0.0603246893399131,0,0,0.0265127266166195,0,0,0,0,0.132960269312197,0,-0.0526364270717817,0,0,0,0.0446550302264497,0,0,0,0,0,0,0,0,0,0,0,0,0.0283691056400794,0.197664083412423,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.144436046454916,0,0,0,0,0,0,0,0,0,0.142288422764177,0,0,0.0777864955813239,0,0,0,0,0,0,0,0,0,0,0.26170985265937,0,0,0,0,0.257593163665081,0.0050065400900632,0,0,0,0,0.0352831884127588,0,0.0525594244303285,0.164028774658142,0,0.0475146603785272,-0.0727141155846645,0,0,0,0
X000001.CH.EQUITY,0,0.0484058886358809,0.0849185571148306,0,0,0,0.0721089734190567,0,0,0,0.165013770799498,0,0,0,0,0.0767978190379945,0,0,0.00201702205730301,0,0.135574341754592,0,0,0,0,0,0.164576423616952,0,0,0,0,0,-0.183448640403545,0,0,0.0868453444642632,-0.159599947532754,0,0.0471484511350994,0,0,0,0,0,3.46944695195361e-18,0,0,0.284224098572109,0,0,0
