,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.183019220447565,0,0.354028762209612,0.0405245377517672,0.0914381609481495,0,0,0,0,0,0,0,0.0377424091339904,0,0,0,0.353993672188581,0,0,0,-0.0493337119409136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333090409397907,0,0.0545584652429101,0,0.0223044738157971,0.0433778545582334,0,0,2.16840434497101e-19,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00573846745441453,0.137678770314352,0,0,0.0350533641419609,0.0631578233386035,0,0,0,0,0,0.252178049032191,0,0.0865761805232671,0.179171319712777,0,0,0,0,0,0.0201712231411981,0,0,0.134701800658462,0,0,0,0,0.0400736502187569,0,0,0,0,0,0,0,0,0.194072622985655,0,0,0,0,0,0
X601939.CH.EQUITY,0.233196687924075,0,0,0,0.176583142505208,0,0,0,0,0,-0.0186168723320999,0.119886546354641,0,0.0621777648420022,0,0,0,0.0662217044239897,0,0.076389111270492,0,0,0,0,0.252547734300427,0,0.214459348407879,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519771503086209,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.116354579973365,0,0,0,0.0628503803219977,0.164726896038703,0.111536255071707,0,0,0,0,0.17398347094084,0.117214226487143,0,0,0,0,0,0,0,0,0,0,0,0.290600916503387,0,0,0,0.00870095036559775,0,0,0,0,0,0,0,0,0,0,0.130523654365408,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.193312534500617,0,0.0484991443552426,0,0,0.0437125741370455,-0.112042760946199,0.297862517337133,0.0298005983449823,0,0,0.0464460384738876,0,-0.0162570629979431,0,0.0816380018397468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167075370347594,0,0,0,0,0,-0.134232267257828
X601628.CH.EQUITY,0.0869680903910478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136445289717788,-0.0306279177411466,0,0,0,0.207399637187129,0,0,0,-0.0894350329884696,0,-0.0168880326474271,0,-3.46944695195361e-18,0,0.221161027759005,0,0,0.564274306495077,0,0,0,0,0,-0.0343854353122303,0.0664388660873823,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0315143233495688,0,0,0,0,-0.0781055403226037,0,0,0.0931979664399666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246843115979713,0,0,0,0,0,0,0,0,0,0,0.0729163477130617,0,0.293142737150284,0.260273179895655,0.17434052866865,0,0,0,0,0,0,0.288194826755721,0.0873964624826478
X601988.CH.EQUITY,0,0.118088746243119,0.0494994026448472,0.289648828258509,0.182421467059549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286486855582444,0,0,0,0,0,0,0,0,0.138486721046746,0,0,0.128389440515529,-0.0441866543022229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0207996134884925,0,0,0,-8.10235378954367e-06,0,0,0,0,0,0,0,0,0,0,0.0979955019752141,0.0108172049869582,0.101172348216047,0,0,0,0.0557343189055958,0.232620505230534,0,0,0,0,0,0,0,0,0,0,0.331316694946119,0,0,1.73472347597681e-18,0,0.174202528104895,0,0,0,0.00242428380741214,0,0,0
X601166.CH.EQUITY,0,0,0.0761381502433415,0.169973423403169,0,0,0,0,0,0,0,0.0960569833399302,0,0.00244271532791402,0,0,0.0600209121888875,0,0,0,0,0,0,0,0,0.183627439872607,0,0,0.367256272640227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229472381282643,0,0,0,-0.0553914942618452,0,0,0
