,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.517439196858915,0,0,0,0.126463116215744,0,0,0.0509462596447514,0.0506402410369505,0,0,0,0.168695588136371,0,0.0364466218979814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255531147846528,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0182449370559792,0.129215563603375,0.216144091683712,0,0,0.0456496818963369,0,0,0,0,0.32620924719627,0,0.0888638209460817,0,0.0644159102490271,0,0,0,0,0.0222078498054993,0,0,0,0,0,-0.0647721498050435,0,0,0,0,0,0,0,0.0897633766891216,0,0,0,0,0.00492989015726974,0,0,0,0.00742232666256514,0
X601939.CH.EQUITY,0.5193049244676,0,0,0.184816454090884,0.161206429669158,0.036714323885419,0,0,0,0,0,0,0,0,-0.0183730546479111,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.138995005407105,0.183896538637534,0,0,-0.214811552455873,0,0,0,0,0,0.00983103423774387,0,0,0,0,0,0,0,0,0,0,0.0488352390710885,-0.0409253620153354
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.36507781064724,0.12213855204234,0,0.850396948510028,0,0,0,0,0,0,0,0,-0.0803415390210055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11570157712084,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0316612891433672,0,0,0,0.183247625132755,0,0.288030128088532,0,0.0979798632556219,0,0,0,0,0,0,0,0,0.0327390423305057,-0.0655326966465528,0,0,0,0,0,0.0153212923021513,0,0,-0.146313914433966,0,0,0,0,0,0,0,0,0.149514575402466,0,0.27646687391576,0,0,0,0,0,0,0,-0.124767919211287,0.0867850118868923,0
X601988.CH.EQUITY,0,0,0,0,0.310008053361492,0,0,0,0.20027500743109,0,0,0,0,0,0,0.0146819644446793,0,0.0970061186731482,0,0,0,0,0,0,0.0550861971004101,0,0,0,0,0,0,-0.176022682173306,0.12593670160761,0,0,0,0,0,0,0,0.0282344694751245,0,0,0,0,0,0,0,0,-0.161743350500878
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107283368933841,0,-0.0372223495440835,-0.0520421138788374,-0.0151057258956526,0,0.0979860568974063,-0.105200304872191,0,0,0,0,0,0.522122429540701,-0.0384511971079737,0,0.0788171290481367,0,0,0.133367916465256,0,0,0,0,0,0.0199700728844412,0,0,0,0.0348466156349952,0,0,0.240472670276663,0,0,0,0,0.0995857339734743,0
X1299.HK.EQUITY,0,0,0,0,0.228682155447636,0,0,0,0,0,0,0,0,0,0,0,0,0.137715115352117,0,0,0.0325313031509098,0,0,0,0,0,0.0342073647135809,0,0.0328424505937355,0,0.0235639097736434,0,0.279278043258931,0,0,0,0,0.172985071937817,0,0,0,0,0,-0.224609750352224,-0.0541656512202193,0.0768603500987545,0,0,0,0
X601628.CH.EQUITY,0,0,0,7.89282738355504e-05,-0.0307583757546732,0,0.0048764627071751,0,0,0,0,0.139749257965924,0,0,-0.0377785802945711,0,0.324094532678022,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.00693427198851103,0,0,0,0,0.049619746561696,0,0.198757504460501,0,0,0,0,0.243636491764943,0,0.0884537426016487,0.0747225433456692,0,0,0,0,0
X601328.CH.EQUITY,0.0770182502550517,0,0.412205432770542,0,0,0,0,0,0,0,0,0,0.42582950869981,0,0,0,0,0,0,0,0.0114915171855029,0.19812707360253,0,0,0,0,0,0,0,0,-0.00511173525048011,0,0,0,0,0,0,0,0,0,-0.089206709152833,0,0,0.198057558934665,0,0,0,0,0.0122172567255175,-8.67361737988404e-19
