,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.237816745922272,0,0,0.0875617163341751,0,0.239728991297644,0,0,0,0,-1.38777878078145e-17,0.128696461748126,0,0,0,0,0,0,0,0,0,0,0,0,0.0383067988371367,0,0,0,0,0,0.0939651441279344,0,0,0.0234609063620342,0,0,0,0,0,0,0,0,0,0.107450136827422,0,0,0,0
X601318.CH.EQUITY,0.168342997908793,0,0,0,0,0,0,0,0.275302529928051,0,0,0,0,0,0,0,0.250980955737593,0,0.057620669936589,0,0,0.0969851643502519,0,0,0,0,0,0.0377724857655856,0,0,-0.0870697417695352,0,0,0,0,0.0942086100419515,0,0,0,-0.0182610909664152,0,0.0535546666249268,0,0.0189545256171508,0,0,0,0.0566898156423325,0,0.0600377327496286,0
X601939.CH.EQUITY,0.0609741407553482,0,0,0.271796522190299,0,0.0510819860966316,0,0,0,0,0,0,0,0.429007953097791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445668681682614,0,0,0.0667687136082621,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352283491748224,0,0.0262695036451548,0,0,0.488079053099971,0,0,0,0,0,0,0,0,0.0301174396833123,0,0,0,0,0,0,-0.0290288292444408,0.0174540131391994,0,0,0,0,-0.000287339922633841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101463217467919,0,0.00345516262802358,0
X5.HK.EQUITY,0,0,-0.104624601649413,0,0,0,0,0.137018025731665,0,0,0,0,0.0425636928912474,0,0,0,0,0,0,0,0,0,0.334183782922845,0,0,0,0,0.0509599434457779,0.338367686040498,0,0,0.274675955094186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00525175024798216,-0.18117658638643
X601988.CH.EQUITY,0.372406211814579,0,0.000238469879669948,0,0,0,0,0,0,0,0.0954442399971854,0,0,0,0,0,0,0,0.0246246466883907,0,0,0,0,-1.73472347597681e-18,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.158494957868398,0,0,0,0,0,0,0,0,0,0,0,0.302608804156487,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601614669711033,0,0,0,0.470458943381239,0,0,0,0.122785221932019,0,0.10654649008828,0,-2.77555756156289e-17,0,0,0,0,0,0.269411869843915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0
X601658.CH.Equity,0,0,0,0,0,0,-0.30458010023225,0,0,0,0,0,0.205438401011804,0,0,-0.241387280770403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602080686678639,-0.0975482049055617,0,0,0,0,0,-0.0271265828848977,0,0,0.753576389520792,0,0,0,0,0,0.623835580926852,-0.0864256424091554,0,0,0
X601166.CH.EQUITY,0,0,0.101700177784334,0,0,0,0.456149036892379,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0336513320483019,0,-0.00438167811441776,0,0,0.387117216109577,0,0,0,0,0,-0.0515028948295969,0,0,0,0,0.0693213014101914,0,0,0,0,0,0.0987315894042843,-0.101153274763831,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66583643176922,0,0,0,0,0,0,0,0,0,0.154711346238805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941448464832729,0,0,0.0411814320909276,0,0,0,0,0.0084022190438609,0,0
X000002.CH.EQUITY,0,0,0,0.0561509955375492,0.0427438785662085,0,0,0,0,0.042975464509902,0,0,0,0,0,0,0,0.00568083254771734,0,0,0,0,0,0,0,0,0.0475737687613408,0,0,0.034674757800033,0.522575683244983,0,0,0,0,0,0,0,0.143752242836631,0,0,0,-0.0737358368199511,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0559363867196149,0.375003943985522,0,0,0,0,0.151007759178401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.110905318959558,0.178320335177535,0,0,0.0481130700023061,0
X388.HK.EQUITY,0,0,0,0,0.0689592149466233,0,0,0.0952137446174347,0,0,0,0,0,0,0,0.127948229341291,0,0,0,0,0,0.0585257114137047,0.298799167799925,0,0,0,0.0204802615311437,0.0150235985801525,0,0,0.0232897811977298,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.069947555884257,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0694472291484939,0,-0.132595957161484,0,0,0,0,0.066859121029275,0,0,0,0.225990426985887,0,0,0,0.13141068656511,0,0,0,0,0,0,0,0,0.0788698736981573,0,0.147966781438853,0,-0.0334441309605467,0,0.0866421672413469,0,0,0,0,0,0.0905686757985007,0,0,0,0,0,0.238392132544237,0
X000001.CH.EQUITY,0,0.05547637997231,0.0142506135679181,0,0,0,0.104307907538178,0,0,0,0.213112446700469,0,0,0,0.0754756564619084,0,0,0,0,0.0891937691394838,0,0,0,0,0.207849452792225,0,0,0,0,0,0,0,0,0,0,0.176323315744081,0,0,0.0263814383904152,0,0,0,0,0,0,0,0,0,0.0888715247365776,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.153921011435944,0.268066473957319,0,0.309297048039848,0,0,0,0.0564070027650615,0,0,0,0,0.0701542704756285,0,0,0,0,0,0,0.0209952767712678,0,0,0,0,0,0,0,0,0,0,0,0.219022196603338,0,0,0.0977962343003424,-0.0544770122541576,1.73472347597681e-18,0,0,8.67361737988404e-19,0,-0.0492611542279516,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0989854495991065,0,0,0,0,0,0,0.0333057679637015,0.0721786711678799,0,0,0,0,0,0,0.592798368943693,0,0,0,0,0.0279378587103049,0,0,0,0,0,0,0,-0.122275359949623,0,0,0,0,0,0,0,0.165081644046885,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210922107520951,0,0,0,-0.0772231433763002,0,0,0,0,0,0,0.179295483657301,0,0,0,0,0,0,0,-0.102377322036454,0,0,0.0840708577215029,0,0,0.610555556973831,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.0629973879259907,0,0,0,0,0.181447480148826,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682033369336143,0,0,0.054176045561555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219734931733526,0.137872824450795,0,0.57625733960294,0,6.93889390390723e-18,0,0,0,0,0,0,0.000946801760306936,0,0.145252197649736,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.055734663438611,0.0270408581428167,0.0879694987455571,0,0,0.364081196774002,0,0,0,0,0,0,0.111952578406066,0,0,0.0307728268785447,0,0,0.123154357085708,0,0.00160839557979457,0,0,0,0,0.0617291648110286,0,0,0,0,0.0173741757323988,0,0,0.0207467480237313,0,0,0.0956362382271617,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.042461425302437,0.65177366757445,0,0,0,0,0,0,0,0,0.0145001844868374,0,0,0,0,0,0,0,0.0620157354248074,0,0,0,0,0,0.21380179645724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
