,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.191141844404941,0,0.204926936361472,0,0,0,0,0,0,0,0,0,0,0.100712577220246,0,0,-0.15012632621527,0,0,0,0,0,-0.279459406635072,0,0,0,-0.0775014095738929,-0.160097097218202,0.880295079329415,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.110738640461916,0,0.176506318687256,0.0118801323570068,0,0,0.0616622282671346,0,0.0667877682701158,0,0,0,0.064385675931813,0.0742409650615185,0,0,0,0,0.0847310679811519,0,0,0,0,0,0,0,0,0,0,0.0170930836153641,0,0,0.0187538592785987,0.0599073291510355,0.299819772102457,0,0,0,0.120230926440057,0,0,0,0,0
X601939.CH.EQUITY,0.197812157162763,-0.0672040655660917,0,0,0.119112340847427,0,0,0,0,0.206573385091608,0,0,0,0,0,0,0,0.119179258542939,0,0,0,0,0,0,0,0,0,0,0,0.0670209505973055,0,0,0,-0.338797174071041,-0.17337469987276,0,0,0,0,0.12839268168617,0.488160982617643,0,0.112447425541623,0.0479137626904164,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.485312584179452,0.161684726535467,0.0419209089358612,0.474567381654805,0,0,0,0.0333337653823462,0.389937430818186,0,0,0,0,0,0,0,0,-0.297960452764727,0,0,0,0,0,0,0,-0.650594722013434,0,0,0,0,0,0,0,-0.132582301018218,0.344528681592947,0,0,0,0,0.240627079489522,-1.73472347597681e-18,0,-0.156412502088737
X5.HK.EQUITY,-0.0641068000296515,-0.0737127081694754,0,0,0,0,0,0,0,0,0,0,0,0,0.528365610386668,0,0,0.00873245305897349,0.406506723134215,0,0,0,0,0.0645766509176717,0.175593609493236,0,0,0,-0.0796416757576202,-0.11257622771775,-0.088895161545223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238006630607363,0,0,-0.105821073341086,0,0
X601988.CH.EQUITY,-0.371803176482941,0,0,-0.0244199163582619,0.484803951985073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768463902513056,0,0,-0.0718950451758629,0,0,0,0,-0.555339632721445,0,0,0,0,0,0,0,0,0.117558467418359,-0.0489795000485857,0,0,0.138373998081868,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.104567216425179,0.462279522254355,-0.0432897389498537,0,0,3.46944695195361e-18,0,-0.0997352028437141,0,0.490291167480399,0,0.140107370571404,0,0,0,0,0,0,0,-0.0876722502207048,0,0,0,0,0.284314167902445,0,0,0.0822510139752802,0,0,0.0836499168070514,0,0,-0.310541090025171,0,0,0,0,0,0,0,0.227513970067274,0,0,0.124789884715271,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.109226416438371,0.014362946834522,0,0,0.134752482654422,0,0,-0.0736048752422022,-1.73472347597681e-18,0,0.0271272842007799,0.138953489742598,0,0,0.0606707224788406,0,0,0,0,0,0,0.165525613915819,0,0,6.93889390390723e-18,0,0,0.145065200506797,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0538586847573601,0.0321217438308062,0.0318639048722598,0,0,0,0,0,0,0.120803507575915,0,0.380404819242569,0,0,0,0,0,0,0.0189151370159131,0,0,0,0,0,0,0,0,0,0,-0.0534354296330788,0,0,0,0,0.156013731245159,0.193092094994747,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.578009775476266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849174583801381,0,0.125503953070011,0.283022368979538,0,0,0,0,0,0,0,0,0,0,0,-0.068576315087738,0,0,0,0,-0.12914106382994,0,0,0.0224188294256961,0,0,-0.0131972331026325,0
