,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.266094677010823,0.114364308086546,0,0.247976733324488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192871289437717,0,0,-3.46944695195361e-18,0,0.01313283801686,0,0.0201716011204515,0,0.0989084104034598,0,0,0,0.0927351768044054,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.104977288070344,0,0,0,0,0.18172292879218,0,0,0,0.0338453657806781,0,0.212153757829448,0.0505823351808138,0.139850546146774,0,0,0,0.136071427975613,0,0.0206282267904175,0,0,0,0,0,0,0,0,0,0.0838268109860028,0,0,0,0.0503811047768617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.157771754520159,0,0,0,0,0,0,0.108946309637511,0,0,0.051005304604537,0,0,0,0,0,0.00681016136867248,0,0,0.0668894294910762,0.220386026247882,0,0.0599146952416183,0,0,0,0,0,0,0,0,0,0,-0.133118084352217,0.0510512339432938,0,0,-0.0709544121211313,0,0,0,0,0,0.234417946503527,0,-0.0408610990726678
X601939.CH.EQUITY,0.664552774152108,0.0152576169107564,0,0,0,0,0,0,0.204080767589808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969409398418352,0,-0.0616682889102974,0,0,0,0,0,0.14603337422982,0,0,0.0323611494166661,0,0,0,0,0,0,0,0,0,0.119985341631329,0,0
X601288.CH.EQUITY,0,0,0,0.0954647711224137,0,0,0.375347619623352,0,0,0,0,0,0.0715151998966344,0,0,0,0,0,0,0,0,0,0,0,0.0214601466680449,0,0,0.0728348190375687,0,0,0,0.164531824819939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112096803880763,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.121809954591679,0.267693666804526,0,0,0,0.147290818632954,0,0,0,0,0,0.219008059937771,-0.194519631571411,0,0,0,-1.0842021724855e-19,0,0.0512957917510472,0,0,-6.93889390390723e-18,0,0.0527728106550473,0,0,0,0,0,0,6.93889390390723e-18,0.172552834519478,0,0,0.0200310028121542,0,0,0,0,0.183806067004013,0,0,-0.0208209574417361
X601988.CH.EQUITY,0.257823668853271,0,0,0,0.35699957395395,0,0,0.0655526734200923,-0.0187147359064247,0,0,0.0307018444284706,-0.118823555935246,0,0.00508901817471617,0,0,0,0.162331557355907,0,0,0,0,0,0,0,0,0,0,0,0,-0.174982700330808,0,0.0770564694600887,0,0,0,0,-0.0977322567500093,0.0977229129508109,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.133619997033315,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137419069694782,0,0,0,0.216325599688379,0,0.0299788433207683,0,0,0.0369018311436501,0,0.0840045090031361,0,0,0,-0.0289083215743595,0,0,0,0.0834917536652623,0.309962323163768,0.00450876176914131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324726467810425
X5.HK.EQUITY,0,0.170267394692153,0,0.0816837042982836,0,0,0,0,0,-0.0774701713116432,0.0696933850872854,0.0735187962762524,0,0,0,0,0,0,0,0,0,0,0,0.242883905565694,0,0,0.149454375939666,0,0,0,0,0,0,0,0,0,0,0,0.232337557095716,0,0,0,0,0,0.113479449769703,0,0,0,0,0,-0.0515831074684183
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0816523693815559,0,0,0,0,0,0.105584653749407,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.152611726914339,0,-0.281114442725792,0.29403785182575,-0.107292261621342,0,0.0687210412034162,0,0,0,0,0.076736725439076,0,0.187667373689249,0,0.0253217716343721,0,0,0,-0.385218061423999
X601166.CH.EQUITY,0,0,0.00545314448541138,0.0535369003378206,0,0,0,0,0,-0.100718262915377,0,0,0.46201733954321,0,0,0,0,0,0,-0.0100078921298699,0,0,0,0,0,0,0,0.186807060469864,-0.0795342463710298,0,0.0493543044069064,0.0450370151301582,0.118922354893009,0,0,0,0,0.0432712764441503,-0.146652176545229,0,0,0,0,0,0.12105169589241,0,0,0,0,0,0
