,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.341398334990111,0,0.297504936297274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023464416428119,0,0,0,0,0,0,0.110518249371542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317597991018451,0,0.0997215552623638,0,-0.123924360658563
X601939.CH.EQUITY,0.396936435897176,0,0,0.23894081243819,0,0,-0.125946332332288,0,0,0,0.0138791760383776,0,0.130009675825655,0,-0.0907398684586413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00218963683980087,0,0,0,0,0,0,0,0,0,0.20312261579956,0,0,0.0374804368596176
X601318.CH.EQUITY,0,0,0,0,0.22957680672354,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.167092315923731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251254044182743,0,0,0,0,0.185564214470555,0,0.00281261594985458,0,0,0.0295937023285807,0,0.119901762236313,0
X601288.CH.EQUITY,0.380267935362104,0.115404808979934,0,0,0.180848195342452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141886955309769,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0511339724770314,0,0,0,0.0689837589487644,0,0,0,0.073802965883975,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.375495590452146,0,0,0,0,0,0.249663244426164,0,0,0,0,0,0.335629917076664,0.0848992114613875,0,0,0,0,0,0,0,0,0,0,0.0025862517644122,0,0,0,0,0,0,0,0,-0.349939547206002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.443076071624001,0,-6.93889390390723e-18,0,0.0781796365912732,0,0,0,0,0,0,0,0.0520381891143153,0,0,0,0,0,0.0319039045077295,0,0,0.077963408351129,0,0,0,0,0.0159831835593604,0,-6.93889390390723e-18,0.0107805737237563,0,0,0,0,0,0,0,0.239050825669785,0,0.00748289610368493
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0704489810208663,0,0,0.0632719826137602,0.126606506937479,0,0,0,0,0,0,0,0,0,0.0220074915353474,0,0,0,0.154948508141426,0,0,0,0,0,0,0,0,0.217842859719274,0,0,0,0,0,0,0.0858973350536824,0,0,0,0.129368874453538,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.128324904044198,0,0,0,0,0,0,0,0,0,0,-0.0122006836211433,0,0,0,0,0,0,0,-0.376635846220798,0.745302789034465,0,0,1.38777878078145e-17,0,0.50050049165635,0,0,0,0,0,0,0,0,0,0.381343595531294,0,0,0,0,-0.0932552394851812,0,0,0,0,0,0,-0.0599154841465104
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916364936961457,0,0,0,0,0.0065654560169417,0,0,0.0580011748092243,0,0.263368282546241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909080961183774,0.201418363861629,0,0,-4.33680868994202e-19,0,0.141332158571678,0.0342881578523966,0,-0.0690193235000388
X601658.CH.Equity,0,0,0,0.0933273840003546,0.0693815536052254,0,0,0,0,0,0,0,0.138280813054702,0,0,0,0,0,0,0,0,0.0726494860413728,0,0,-6.93889390390723e-18,0,0.184755494268746,0.181026874711894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315819106857541,0,0,0
