,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0146134751659587,0,0,0,0,0,0,-0.174487995896494,0,0,0,0,0,0,0,0,0,-0.198008009956034,0.708255788021993,0,0.742253572557292,0,0,0.045528205426257,0,-0.0982759478941573,0,-0.115765333004113,0,0.00331354195859976,0,-0.334375711392309,0,0,-0.0624722755002127,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.155643918004713,0,0,0,0,0.0858417525463626,0,0,0,0,0,0,0,0,0.260970131258389,0,0,0,0,0,0,0,0.0992420974895973,0,0.0440386360295186,0,0,0,0,0,0,-8.67361737988404e-19,0,0.244481244055337,0,0,0,0,0,0,0.0157677537741345,0.0143498378086543,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.812584266847085,0,0.0607800910428325,0,1.73472347597681e-18,0,0,0,0,0.0321329893143744,0,0,0,0.0213803225530021,0,0,0,0,0,0.0100961534141002,0.00682730015517389,0,0,0,0,0,0,0,0.0413776500859343,0,0,0,0,0,0,0.00988638483007655,0,0,0,-0.0155222522514695,0.0249142509083998,0,0,0,0,0.0558446523678005,0,0
X601288.CH.EQUITY,0,0,0.878754358947839,0,0,0,-0.0653815018044641,0,0,0,0,0,0,0.0152657306185646,0.0403359804213527,0,0.0322588194961282,0,0.118205023187817,0,0,0,0,0,0,0.0308183642715469,-0.122230213094736,0,0,0,0,0.00526556570197809,0,0,0,0,0,-0.0988943967939756,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0819740452042629,0,0,0,0,0,0,0,0,0,0,0,1.22554261292808,0,0,0,0,0,0,-0.230128518569903,-0.0414557635871947,0,0,0,0,0.0506561125927794,0,0,0,-0.11856619085231,0,0,-0.0906578973231444,0.00128634760263788,0,0,-0.156787737507695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122048481260124
X600036.CH.EQUITY,0,0,0.358923330132535,0,0,0,0,0.0579917869967292,0,0,0,0,0,0,0,0,0,0,0,0.0212789919246381,0,0,0,0,0,0.0466849000254838,0,0,0,0.0944847923665277,0,0,0.430871041900534,0,-0.0354617456475696,0,0,0,0,0,0,0,0,-0.0637058427103322,0.120949014172047,0.074252982236892,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0305253948024127,0,-0.0963042727754385,0.0265244258086084,0.737554482342903,0,0,0,0,0,0,0,0,0,0,0.113087765233945,0,0,0,0,0,0,0,-0.0748632078654536,0,0,0,-0.101037741642247,0,0.0357540941543829,0,0.272439600059482,0,0,0,0,0.222666945402713,-0.0972786653719651,0.00360861208173492,0,0,0.103756388501019,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.259889769989048,0,0,0,0,0,0,0,0.00757228863340001,0,0,0,0,0,0,-0.220842698858612,0,0.0591337617074967,0.0523333256923373,0,0,0.0567827176795324,0.262337238512381,0,0,0.0754773695231834,0,0,0,0,0,0,0,0,0,0,0,0.453105096408852,0,0,0.00689410398912929,0.0342986222374958,-0.083348433198667
X5.HK.EQUITY,0,0,0,0,0,0,-0.220416735381041,0,0,0,0.0716842199477325,0,3.46944695195361e-18,0,0,0,0.397130983610487,0,0,0,0,0.0818228949318266,0,0,0.507276119429864,0,0.0243172168390828,0.19039024289436,0.014757207282733,0,0,0,0,0,0,0,0,0,0,-0.252334730045012,0,0,0.117472157073236,-0.0262391688595662,0.0408734811285561,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.227302704058364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109887428295971,0.243148405611396,0,-0.175659280357672,0,0,0,0,0,-0.130754903399748,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.415180185191265,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.278389628005892,0,0,-0.0889317871305938,0,0,0,0.0787505563469152,0,0,0,0,-0.122909567054539,0,0.0451827563989234,0.0701632861278672,0,0,0,0,0,0,0.494702615271447,0,0.122827662945388,0,0,0,0,0,0,0.260117008760237,0,0,0,0,0,0,-0.307780769747832,0.0185209927041864,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.120087170962936,0,0,0,0.0322837071083161,0,0,0.0557994968627271,0,0.211190566782001,0,0,0,0,0,0,0,0,0,0,0,0,0.0234421028086075,0,0,0,-0.0304625328372274,0.542428082602706,-0.0739392669261222,0.0414233526392285,0,0,0,0.0169799423927113,0,0,0,0.0299900832632511,0,0,-1.38777878078145e-17,0,0,0,0
X601166.CH.EQUITY,0,0,0.00532972966488088,0,0.582945770559736,0,0,0,0,0.0391089905332876,0,0,0,0,0.103402275035835,0,0.0820267691711202,0,0,0,0,0,0.0286840291406002,0,0,0,0.0319096716369082,0,0,0,0,0,0.0624937946856365,0,0,0,0,0,0.0305660630328672,0,0,0,0,-0.0263872415283374,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.125145856901855,0,0,0.174791369526893,0.0396528269140867,0,0,0,0,0,0,0.0583129809223565,0,0,0.0345039608834178,0,0,0,0,0,0,0,0.259244225239797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748946999946198,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0176748218210139,-1.38777878078145e-17,0.0500343932208099,0,0,0,0.052928546519526,0,0,0,0,0.491491319308437,0.172355945028519,0,0,0,0,0,0,0,0,0,0,0,0,0.00514728935064806,0,0,0.0613207749844194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
