,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.513436429816389,0,0.157695896131968,0.0968611438798309,0,0,0,0,0,0,0,0,0,0,0,0.0563105544299155,0,0,0.0143604658964304,-0.00346919909381812,0,0,0,0,0,0,0,0,0,0,0,0.0526898007231959,0.113579528513645,0,0,0,0,0,0.00984980737923892,0,0,0,2.16840434497101e-19,0.13591184351664,0,0,0,-0.156126293825992,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.149295992311888,0,0.0704420192409886,0,0,0.0364743086564035,0,0,0,0.0117621701995628,0.101728922831077,0,0.19796017749732,0,0,0,0,-4.33680868994202e-19,0,0.0584003852136326,0,0,0.0643858213616404,0,0,0,0,0.118947059144626,0,0,0,0,0,0,0,0,0,0.0145085264668605,0,0,0,0,0,0.0705483830922946,0
X601939.CH.EQUITY,0.117585219728157,0,0,0.37084123288417,0,0,0,0,0,0,0.152455507054538,0,0,0,0.0228404901381542,0,0,0,0,0.127515443569008,0,0,0,0,0.14872033706753,0.257852328489418,-0.0521147069471915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0844248983882674,0,0,0,0,0,0,0,0,0,0.0606508922864425,0.0568774077298512
X601288.CH.EQUITY,0.161401594565627,0,0.109477758166854,0,0,0.0431215875484032,-0.0401426102630317,0.290183163500361,0.0198864697409075,0,0,0,0,0,-0.0280434948413874,0.13563863159889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494849961788754,0,0,0,0,0,0,0,0,0.205092788128926,0,0,0,0,0.0898463354920453,0,0
X600036.CH.EQUITY,0,0.143850774442324,0,0,0,0.0709957002119185,0,0.127876168104177,0,0,0,0,0,0.184726508729383,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.317587771752187,0.0520793917067218,0,0.0226334688270495,0,0,0,1.73472347597681e-18,0,0,0,0,0.0794364499328856,0,0,0,0,0,0,0,0,0,0,0.0191791720720907,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0530089120694415,0,0,0,0,0,0,-0.0225080656783062,0.149757933117503,0,0,0,0,0,0.141321633881653,0,0,0,0,-0.0539194493022691,0,0,0.00265872657830208,0.175680914738824,0,0,0,0,0.553879155126433,0,0,-0.0268322834118189,0.129248691240866,0,0,0,0,0,0,0,0,0,0.0884653006696282,-0.0403758384302611
X1299.HK.EQUITY,0,0,-0.149832628635971,0,0,0,0,0,0,0.16288003227322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671584455926226,0,0,0,0,0,0,0,0.0472868496707022,0,0,0,0.135263920279068,0,0.216614327319686,0.142145033013109,0.123482498886244,0.114391191881532,0.0137229617990207,0.00526110229700073,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.140140100637729,0.0376976590721162,0.0293282642041844,0.124924733890575,0.359761933110786,0,0,0,0,0,0,0,0,0,0,0.171985318243979,-0.0187252747193167,0,0,0,0,-0.0123772620421789,0,0,0,0,0,0.0790555667319798,0,0,0,0,-0.138776016536915,0,0,0.258582592280465,0,0,-0.0570509251821499,0,0,-0.0260024506768356,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.000679369591329181,0.00361528072580108,0,0,0,0,0,0,0,0,0,0,0.0931230198496094,0.0276998961474,0,0,0,0,0,0,0,0.0999098136998109,0.00743510980367521,0,0,0.0422519697918699,0,0,0,0,0,0,0,0,0,0,0,0.44768177156838,0,0,0.241928083907996,0,0.165170250801385,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.167563063713014,0,0,0,0.171674245091822,0,0,0,0,-0.00889059541106288,0,0,0,0,0,0,0,0,0,0,0,0.342452281286937,0,0,0.0377751286718776,0,0,0,0,0,0.0467202666847941,0,0,0,0,0,0,0.246011141196303,0,0.0485447518360107,0,0,0.177610813274891,0,0,0,0,0,0.0863179326395642,0,0
