,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.28873992273896,0.0981862439210522,0.0807675085789634,0,0,0.268891885970907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143691677900465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946477961347587,0,0,0,0,0,0,0,0,0,0,0,-0.0506790330962447,0,0,0
X601318.CH.EQUITY,0,0,0.224828388619782,0,0,0,0,0,0.174918442752044,0,0,0,0,0,0.0895298341548458,0,0,0,0.0982939827475574,0,0.128147117270298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632305792448811,0,0,0.0110488369650711,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0100232124902654,-0.155466061789537
X601939.CH.EQUITY,0.415595211603494,0.261042689833543,0,0,0,0,0,0.39081051642219,0,0,0,0,0,0,0,0,0.0352620620020238,0,0,0,0,-0.0908420725063173,0,0,0,0,0,0.130857029862691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142685518847106,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0837201149139427,0,0.472617540389509,0,0,-0.0913945257124074,0.141987085261704,0,0,0,0,0,0,0,0,0,0,0.0120389611187952,0.0335679393414397,0,0,0,0.059365614154494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513343920492806,0,0,0,0.0769996885068152,0,0,0,0.0641658922577918
X600036.CH.EQUITY,0,0.117201098894806,0,0,0,0,0.233183795285929,0,0,0,-0.0203751747357323,-0.0462279102863803,0.0968800128097776,0,0,0.122474374132021,0,0,0,0,0,0,0,0,0.467677911853477,0,0.125897766897883,0.104601755283394,0,0,0,0,0,0,0.00621085686208827,0,0,0,0,0,0,0,0,0,-0.0328638885874896,0,0,0,0,0,-0.102940405788626,0.0496148763833497,0
X601628.CH.EQUITY,0.0381007375302439,0,0,0.0070930396699934,-0.0285668195179472,0,0,0,0,0,0,0.0653080194039374,0,0,0,-0.213643994016063,0,0,0,0,0,0.012689055093065,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.711317825379661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133213383703137,0.0113690086368307,0,0.243556587542888,0
X1299.HK.EQUITY,0,0,0,-0.0178694291629963,0,0,0,0,0,0,0.0736278500923763,-0.0525035652939597,0,0,0,0,0,0,0,0.0315245337232409,0,0,0.153436936042516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108633386097156,0.122889957153649,0.16239392426593,0,0.147810515683962,0,0,0,0,0,0,0.269223228139599,0,0,0
X601988.CH.EQUITY,0,0,0.100128311178083,0.482174242597292,0.0822843402724015,0,0,0,2.71050543121376e-20,-0.00276904815469707,0,0,0.214017077719756,0,0,0,0.0721110524030382,0,0,0,0,0,0.0399015268788749,0,0,0,0,0,0,0,0.0219661109861786,0,0,0,0,0,0.0299707772258051,0,0,0,0,0,0.0368929484093609,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917707946821352,0,0,0,0,0,0,0,0,0,0,0.000485610688589981,-0.107504370958664,0,0,0,0,0,0,0.145961242254258,0,0.167809134299419,0,0,0.120088218177315,0,0,0,0,-0.0447325715573316,0,0.103927229128995,0,0,0,0,0,0.331790134921081,0,0,0,0.203140739624136,0,0.05264916479641,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0485735213254459,0.0332941560581669,0,0,0,0,0,0.0826086724083583,0.0755636804340409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144428858291891,0.411281360068527,0.0190705109638114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359177442827434,0.0641484506095583
