,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.114102811811061,0,0,0,0,0,-0.00170652837365597,0,0,0,0,0,0,0,0,0,0,0,0.134502801316144,0,0.376274808810145,-0.121031163785275,0,0.066887104744121,0,0,0,0,0.232329047791722,0,0,0,0,0,0,-0.231394545651641,-0.0317553724471822,0,0,0,0,0,0,0,0,-0.132398027585613,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.141522391212782,0,0,0,0,0,0,0,0.0738616254371886,0,0,0,0,0.281024679193898,0,0,0,0,0,0,0,0,0,0.118192529087022,0,0,0,0,0,0,0.26049412538093,0,0,0,0,0,0,0,0,0.0420144138474614,0,0,0,0,-0.020836278257538,0.119632736128328,0
X601939.CH.EQUITY,0,0,0,0.802617447197041,3.46944695195361e-18,0.0376044839469409,0.0468620922813019,0,0,0,0,0,0.0347171548854308,0,0,0,0,0,0,0,0,0,0.0141997401288619,0,0,0,0,0,0.00569484683875411,0,0,0,0.0725542677102116,0,0,0,0,0,0,0,0,0,-0.0017448496535337,0,0,0,0,0,0.0111080009543076,0.0459608585573727,0,0.0103488338638595,0
X601288.CH.EQUITY,0,0,0.913447024212843,0,0,-0.0661697659854728,0,0,0,0,0,0,0,0,0,0,0,0.114832505156483,0,0,0,0,0,0,0,0,-0.0147676993776089,0.0594946794632031,0,0,0,0,0,0,0,0,0,0,0,-0.104124740567057,0,0,0,0,0,0,0,0,0,0,-0.0486440241976851,0,0
X601988.CH.EQUITY,0,0,0,0,0,-0.058003574121429,0,0,0,0,0,0,1.08568352962937,0,0,0,0,0,0,-0.260835991188651,-0.221635543969603,0,0,0.124082790264781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847815391441691,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.764699753527964,0,0,0.0580060330743869,0,0,0,0,0,0,0,0.135233480836296,0,0,0,0,0,0,0,-0.0610923592424265,0.0148122780216894,0,0,0,0,0,0,-0.00978114526278509,-0.0245837874667603,0,0,0,0.0774669147004429,0,0,0.00847207973702274,0,0,1.73472347597681e-18,0.0609539125103547,0.173393146699145,0.0197943701947589
X600036.CH.EQUITY,0,0,0.346014269457589,0,0,-2.71050543121376e-20,0,0,0,-0.0136279914739231,0,0,0,0,0,0.162296722849944,0,0,0,0.0215445600939047,0,0,0,0,0,0,0,0.158017063157582,0.0750262424997158,0,0,0.245690877096982,0,0,0,0,0,0,0,0,0,0,0,0,0.0331959242856711,0,0,0,0,0,0.0545231831325795,0,0.0253888716478976
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.215491406298166,0,0,0.139461561237978,0,0,0,0,0,0,0,0,0,0,0,-0.229600778289169,0,0,0,0.0695684204219683,0.0612368533767754,0,0.248901985868429,0,0,0.00936133161028442,0,0,0,0,0,0,0,0.130858041404459,0.011522123174847,0,0,0,0.392920705059883,0,0,0.0486094575167469,0.107190908776301,0.0142006565339625,0
X5.HK.EQUITY,0,0,0,0,0,-0.073422629295149,0,0,0,0,0,0,0,0,0,0,0.188953376952995,0,0,0,0,0.144978889031366,0,0,0,0.284121348832468,0,0.244513764306686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098082642205725,-0.0327459816147414,0,0,0,0,0,0,0.115443456022338,-0.0876859764252752,0.22005713864855
X388.HK.EQUITY,0,0,0,0,0,0.458118317573544,0,0,0,0,0,0,0,0,0,0,0,0,-0.433002194173534,0,0,0.123626553520887,0,0,0,0,0.267949230882715,0,0,0,0,0,0,0,0,0.190736862125857,0,0,-0.0514759871745057,0,0,0,-0.214515420953107,0,0,0,0.00486510074454756,0,0,0,-0.0398828717927435,3.46944695195361e-18,0
X601658.CH.Equity,0,0,0,0.221534296395404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243608804254786,0.0939203375438286,0,-0.209758105298291,0,0,0,0,0,-0.0990762731470684,0,0,0,0.0566312359428537,0,0,0,0,0,0,0,0,0,0,0.425146407169779,0,0,0,0,-0.0123358225433467,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.137155895177291,0,0,-0.0253677292834352,0.00525583489568941,0,0,0,0.0522118286911155,0.142215362702446,0,0,0,0,0,0,0,0,0,0.0229895858077129,-0.0133214486293122,0,0,0.108383767377088,0,0,0,0,0.60267140411735,0.0298136232144931,0,0,0,-0.0740979198296637,0,0,0,-0.0091729950399566,0.0310414430736025,0,0,0,0,0,-0.0509513599667118,0,0,0
X601166.CH.EQUITY,0,0.0131589908110705,0.0121175040727115,0,0.530870810178497,0,0,0,0,0,0.0648680046153674,0,0,0,0,0.0881317021095692,0.0558283789568583,0,0,0,0,0,0.0389013443655025,0.0880462523506751,0,0,0.0727782138072674,0,0.0175699832585058,0,0,0.0441126544096609,0,0,0,0,0,0,0,0,0,0,0,-0.0319839810929836,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.134214146655884,0.0278492512774246,0,0,0,0,0,0,0,0,0,0,0.00653925427509438,0,0,0,0,0,0,0.349905378091354,0,0,0,0,0.0144595346994163,0,0,0,0,0,0,0,0,0,0,0,0.0248527285100343,0,0,0,0,0.236607060900527,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0.0152471878230667,0,0,0,0,-3.46944695195361e-18,0,0.342912485326604,0,0,0,0,0,0,0,0,0,0,0,0,0.164955377791444,0,0,0,0,0,0,0,0,0.107965141496295,0,0,0,0.255889783822772,0,0,0,0,0.0726874066056092,0.038004847564494,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.290460684184793,0.128294407506984,0.0238143218858883,0,0.0286403206772916,0,0,0,0,0,0.0996419541188942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119771900435715,0,0,0,0,0,0.255500067179616,0.557751094239208,0,0,0,0,0,0,0,0,-0.163916836731062,0,0,0.0798687017758026,0
