,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.123274874307524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165841911126627,0,0,0.445102693783731,0.523207271212725,0,0,-0.22783440400236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727316593924878,0,0,0,0,0,0,0,-0.0644422868442986,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0689203130991118,0,0,0.0656894582919049,0,0,0,0.183374956472643,0,0.161327380173771,0.256546552369811,0,0,0,0,0,0,0.00977910064911064,0,0,0,0.127719284040989,0,0,0,0,0.0583653817836724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723751435475241,0
X601939.CH.EQUITY,0,0,0,0.772420643229773,0,0,0,0,0,0.00161902540693727,0.099786903290765,0,0,0,0,0,0.10895669758153,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.012658521376032,0.0679395712959141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606532311858749
X601288.CH.EQUITY,0,0,0.986069879671762,0,-0.00752209861254357,0,0,-0.0602257446380913,0,0.0229707256038658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501883766249764,0,0,0,0,0,0,0,0,0,0.0174634069317967,0,-0.0411365030645241,0,0,0,0,0.0664824502902986,0,0,0,0,-0.112797276433089,-0.0120101299545308,0
X601628.CH.EQUITY,0,0.083764971110865,0,0,0,0,0,0,-0.0693343265065213,0.252854670558144,-0.0616705948680405,0.302536392653813,0,0,0,0,0,0,0.337065814453724,0,0,0,0,0,0,0,0,0,-0.0830377695421984,0,0.0175531570389131,0,0,0,0,0,0.151336001847133,0,0,0,0,0,0,0,0,0.148527733130384,0,0,0,0,0,0.0179700138201055,0
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0627103212139601,0,0.013258864074615,0,0,-0.0572089339460556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730933343102014,0,0,0,0,0,-0.0256502144002425,0,0,0,0,0,0,0,0,0,0,0.000463951003251527,-0.134227546976082,0,0.99977642498044,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.148896218722447,0,0,0,0,0,0,0,0,0,0,0,0.301555257597017,0,0,0,0.0466161217338764,0,0,0,0,0,0,0,0.115844586321244,0,0,0,0.0706751385734125,0.182606903376311,0,0,0,0.0245410018616125,0.052497369676884,0,-0.0229395475693761,0,0,0,0.141010184715073,0,0,-0.053220555977268
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0358528707354067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178203623089859,0.35650383288927,-0.0936023796597052,0,0,0,0,0,0,0.0483206410467962,0,0,0,0,0.0201549466245219,0,0,0,0,0.295020627422801,0,0,0,0,0,-0.326978637233412,0.237312262848518,-0.0194463150844432,0.0501230419297563
X388.HK.EQUITY,0,0,0,0,0.207735157564567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117671909328765,0.251743935524727,0,0,0,8.67361737988404e-19,0,0.140241308347092,-0.0159001601965907,0,0,0,0,0.139814860102872,0,0,0,0,0,0,-0.0178883563339463,0,0,0,0,0,0,-0.186597550200477,0,0,-0.00435954240621476,0.294220805328489,0
X601658.CH.Equity,0,0.0320295518163053,0.329288842254023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183038816106655,0.0287807483128616,0.159501014960181,0,0,0,0,0,0,0,0.0941116004569561,0,0.00464103927217188,0,0,0,0,0,0.0138339660659679,0,0.0333039702636313,0.0346978427512591,-0.0880251377176736,0,0,0.0875054282181482,0,0,0.058494827006162,0.039243769702015,0,0.0544866824647699,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0844242290356303,0,0,0,-0.0154313721793249,0.0512539651849779,0,0,0.351651659874931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100229554446571,0,0,0,0,3.46944695195361e-18,0,0,0.087549504051598,0,0,0,0.202500232747216,0,0,-0.0205418860874586,0.125126213558501,0,0,0,0,0,0.184262102959741,0,0,0.0791278252837862
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0230369010666323,0,0,0,0.712811542288296,0,0,0.0409821910179945,0,0,0,-0.0660249728537811,0,0,0,0,0,0,0,-0.0292845213844309,0,0,0,0,-0.000812761584781821,0,0,0.0401538399786721,0,0,0,0,0.0799254597822556,0,0,0.0369662033411216,0,0,0.01282976273551,0,0,0,0,-0.0263738831564053,0,0
X601166.CH.EQUITY,0,0,0.0203854822424605,0,0,0,0.332974808588072,0,0,0,0,0,0,0,0,0,0.144442606515477,0.0183615615683402,0.0827997574796185,0,0,0,0.0618905155055293,0.111091732181586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692180940915619,0,0.210037165111247,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.201928120536715,-0.194148889801583,0,3.46944695195361e-18,0,0.194521137362942,0.0213058549830052,0,0,0.37266047663946,0.143849528670014,0,0,0,0,0,0,0.0414090784646848,0,0,0,-0.125181311977149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121648078308223,0,0,0,0,0,0,0,0,0,0,0,0,0.0741186243567279,0.0339004081193144
X601328.CH.EQUITY,0,0,0,0.255275971747565,0,0,0,0,0,0,0,0.0484054509328661,0,0,0,0,0,0.0666439372263552,0,0,0,0,0.349991389546553,0,0,-0.00269974675392053,0,-0.0602971071013754,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.115660489417953,0,0,0,0,0.111989338507505,0,0,0,0.005740226549469,0,0,0,0
