,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0302580738911405,0,0.38057302205612,0,0,0.107809332803486,0,0.298205779881051,0,0,0.123703963598481,0,0,0,0,0,0,0.0258586250808943,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369050347978273,0,0,0,0,0,0.00449539287830789,0,0,0,0,0,0.468136172025897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03423399085691,0,0,0,0,0,0,0.0717272467059657,0,0,0,0.0348343938979362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,-1.73472347597681e-18,0,0,0.0599340751891111,0,0,0,0,0.00767295351335392,0,0,0.383021076609878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695136067284166,0,0,0.055227748672211,0.159658132125557,0,0,0,0,0,0.14058496765573,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.396822933913505,0,0,0,0.342009323735887,0,0,0,0,0,0.102568489533157,0,0,0,0,0.0496258798231834,0,0.0711250147015671,0,0,0,0,0,0,0,0,0,0,0.00745761836590688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308390764064827
X601988.CH.EQUITY,0,0,0,0.276536863122587,0,0,0,0,0,0,0.000651098064925651,0,0,0,0,0,0,0.136336082877242,0,0.132808940660263,0,0,0,0,0,0,0,0,0,0.000536107400017239,0.0663873105724892,0,0.016112055936767,0,0,0.0462913873186033,0,0,0,0,0,0,0,0,0.164521823253843,0,0.15036570967508,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.314151233535463,0,0,0,0,0,0.16034088239711,0,0,0,0,0,0,0,0,0,0.0382259728491982,0,0,0,0,0,0,0,0,0,0,0,0.21950283442245,0,0,0,0.297297270226638,0,0,0,0,0,0,0,0,0.0733275977655076,-0.0588208041114866,0
X600036.CH.EQUITY,0,0,0.0288535411169438,0,0,0.0498768693934941,0,0,0,0,0,0.328477105378634,0,0,0,0,0,0,0,0,0,0,0,0.0249456208169734,0,0,0.0930781704318483,0,0,0.00154258588938823,0,0,0,0.132105835941903,0,0,0,0,0,0,0.0731716593685296,0,0,0,0,0,0,0,0,0.27174590170564,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0114018551440519,0,0.0174387141425852,0,0,0,0,0,0,0.33901118420416,0,0,0,0,0.102832769440684,0,0.0139629071744966,0.0640966208157961,0,0,0,0.187001619993911,0,0,0,0,0,0,0,0.177260119067558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.132643956844054,0,0,0,0,0,0.123755314200574,0,0,0,0.314896985120244,0.0339584380719686,0,0,0,0,0,0,0,0.0459448480248681,0,0,0,0,0,0,0,0,0.141860684015676,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,-0.203662278168853,0,0,0,0,0,0,0,0.200930744772074,0,0,0,0,0,0,0.211622152007651,0,0.459823178448393,0,0,0,0,0,0,0.00412721586451144,0.0952681446056233,-0.602095238847088,0,-0.0580024414190225,0,0,0.791837711146949,0,0,0,0,-0.00563529008394746,-0.264221314630951
X601328.CH.EQUITY,0,0,0,0.263726520007868,0,0,0,0,0,-0.00284242141314244,0,0,0.0627339409791826,0,0,0,0,0,0,0.32939783432622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102028106222574,6.93889390390723e-18,0.0669036773354775,0,0,0,0,0.0951301080863877,0,0,0,0.138823064354082,0.0117973971600963,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.069468556077112,0,0,0.162779656762272,0,0,0,0,0,0.0745511044886761,0,-0.016413347647228,0,0,0.00113338058739527,0,0,0,0,0,0,0,0,0,0,0.327421333246247,0,0,0,0,0,0,0,0,0,0.0728788371361678,9.25556023913408e-05,0,0,0,0,0,0.251448922082934,0,0,0,0.0939013745840999,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459076976826629,0,0,0.47032198749057,0,0.0574782299445629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810113439110065,0,0,0.0507916321340202,0,0,0.152981198104598,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133136930678045,0,0,0,0,0,-0.0848384571311508,0,0,0,0.0832390001977661,0,0.532747996267171,0,0,0,-3.46944695195361e-18,0,0.157199649048809,0,0.15779167005048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206521847763812,0.272315520113375,0,0,0,0,0,0,0,0.00219836324995785,0,0.241658046788603,0.0659063781259807,0.00602188916339419,0,0,0.116639919211421,0,0,0,0,0
X388.HK.EQUITY,0,0,0.229493528348114,0,0,0,0,0.446145803195588,0,0,0,0,0,0,0,0,0.00224557750855932,0.0372188626219173,0,0,0,0,0,0,0.0105385524967672,0,0.0562297147747574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130910190946794,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.00473051800646823,0.0316464051858213,0,0,0,0,0.0312925355220828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284408143984523,0,0.124648468209437,0.269808994563107,0,0.136290197962303,0.176164507584361,0,0,0,0,0,0,0,0,0,-0.00931157573689351,0.155657411459011
X000001.CH.EQUITY,0,0,0,0,0,-0.0707284481711548,0,0,0,0.0338398504373892,0,0.245193574052659,0.311793005695799,0,0,0.0889895302417086,0,0,0,0,0,0,0,0.0101984157567025,0,0,0.122814030691439,0,0,0,0.20172727584727,0,0,0.128705748595744,-0.0335681018685742,0.0028875150900937,0,0.0169001977225597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.170390029898407,0,0,0,0,0,0,0.0947667298432589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149511233602119,0,0,0,0.268231918909652,0,0.0909764199487528,0,0.101948085749954,0,0,0,0,0
X600016.CH.EQUITY,0,0.116558018609395,0,0,0.288179204601796,0,0,0,0,0,0.251575298581793,0,0,0,0,0,0,0,0.0137325631935057,0,0,0.0937729898986029,0,0,0,0,0,0,0,0,0,0,0.0464374491307943,0,0,0,0,0,0,0,0,0,0,0,0,0.202797526903278,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0.0354673358858968,0,0,0.0297473827713396,0.0249600714213618,0,0,0,0.0596672190452003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267294899180473,0,0,0.505302881385089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0.112051568648444,0,0,0,0,0,0,-0.025940079506916,0,0,0,0,0,0,0,0,0,0,0,0,0.383411226042814,0,0,0.0841929289079159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132700879843259,0.337932011625355,0,0,0,0.0224409621685279,0.0413659488068338,0
X601601.CH.EQUITY,0,0.0324019743692887,0,0.306553646000743,0,0,0.0551225184853975,0.107924128533843,0.0452650706979053,0,0,0,0,0,0,0,0,0.0128566967529313,0,0,0,0,0,0,0,0,0,0,0,0,0.0458878063577989,0,0,0,0,0,0,0,0,0,0,0.0675209917196479,0,0.252570465127912,0,0,0,0,0,0,0,0,0
