,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.205536595618163,0,0.0734795173527797,0,0,0,0,0.282179358734448,0.055974350289251,0,0,0,0,0,0,0,0.168143000423125,0,0,0,0,-0.00416792739912979,0,0,0,0,0,0,0,0.124306967713587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370095669013938,0,0,0,0,0.016387227242287,0,0
X601939.CH.EQUITY,0.458466585241775,0,0,0.0178378048721493,0,0,-0.0321341064159939,0,0,0,0.191789326924965,0,0.228173143961404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861822321432778,0,0,0,0,0,0,0,0,0,0.00018620020473235,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0,0,0,0
X601288.CH.EQUITY,0.424678137060961,0,0.0178090322196801,0,0.209107460746614,0,0,0,0,0,0,0,0.0163087061048316,0,0,0,0,0,0,0.0720763059224444,0.119490612021833,0.0417459691177391,0,0,0,0,0,0,0,0,0.0183615210126548,0,0,0,0,0,0,0,0,0,0.0307623544474597,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0586186533061317,0,0.22867410779962,0,0,0,0,0,0,0.163030986274898,0.223927327881544,0.125212167605976,0.0828266408792286,0,0,0.0248563089417741,0,0,0.0555255583167557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564957051902266,0,0,0,0,0,0,0,0,0,0,-0.0942070797849604,0,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0,0,0,0
X5.HK.EQUITY,0,-0.295290716160487,0,-0.062126928971842,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,1.30391425329001,-0.856276311439082,0.0902646849867507,0,-0.0173823903754959,0.367458704320649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429371825350809,0,0,0,0,0,0,0,0,0.120227317671384,-0.0671146251171882,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.147082164059747,-6.93889390390723e-18,0,0,0,0,0.0896155653116527,0,-6.93889390390723e-18,0.186060017449011,0.116843433812749,0,0,0,0.163600637055333,0,0,0,0.0394886939193496,0,0,0,0,0,0,0,0,0,0,0.0327969465473074,0,0,0,0,0,0,0,0,0,0.0505435087891979,0,0
X601658.CH.Equity,0,0,0,0.286588960569052,0,0,0,0.124934701491344,0,0,0,0,0,0,-0.222785554086415,0,0,0,0,0,0,0,0,0,0,0,0,-0.184400952780295,-0.0271465661550038,0.871221009229657,0,0,0,0,0,0,0,0,0,0,0,-0.113284249635264,0,0,0,0.602854207608112,0.0124759581513747,0,0,-0.151433941945946,0,0,0.202548316201909
