,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.102170764095936,0.405933015452348,0.028412429017081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265384516248224,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.14035651995882,0,0,0,0,0.00781390344128839,-0.0307012958566018,0,0.0711957458050733,0.0748012749479534,0,0.0301071286541357,0,-0.0712251737042648,0,0
X601318.CH.EQUITY,0,0,0.0928956474749315,0.0279311083829317,0,0,0,0,0.114111142508024,0,0,0.0410858003467881,0.0634719634451476,0,0,0,0,0.057654511521182,0,0.196372851226224,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0480843959424593,0,0,0.0609539144377762,0,0,0,0,0,0.145750640727325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822079447156849,-0.0188829598749378
X601939.CH.EQUITY,0,0,0,0,0.0537970629093371,0,-0.0212260780137963,0,0,0,0,0.121578239268959,0.0146543292689902,0,0,0,0,0,0,0,0,-0.0117529464703973,0.668278795229855,0,0,0.144562576866585,0,0,0.074320537135669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.148231357431027,0,0,0,0,0.197048793462781,0,0,0,0,0,0.206120654841185,0,0,0.150778593062215,0,0,0.0232933310480037,0,0,0,0.166333439837013,0,0.228533370487375,0,0,0,0,0.0216207715601734,0,0,0,0,0,0,0,0,0.0078859573258322,0.122392081841221,0.0134552063545797,0,0,0,0,0,0,0,0,0,-0.0881405197295297,0,0
X601288.CH.EQUITY,0.214210035049505,0.088904552932854,0.0287994010481089,0,0,0.0831592454123266,0,0.38780621021397,0,0,0,0.0656420428768543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444770042541081,0,0,0,0,0,0,0,-0.0107840139447015,0,0,0,0,0,0,0,0,0,0,0,0.0990513172798566,0.030632550752454,0,0,-0.0816122496648482,0
X601628.CH.EQUITY,0,0,0,0,0.104684286611732,0,0,0,0,0,0,0,0,0,0,-0.185545869152669,0,0,0.0364258484977661,0,0,0.032786711183446,0,0,-0.0167197494748078,0,0,0,0,0,0,0,0,0.629325058253233,0.0444192592756383,0,0,0,0,0,0,0,0,0,0,0,0,0.0656005665424409,0,0,0,0.209550991517106,0
X1299.HK.EQUITY,0,0,-0.1935949337452,0.0704758853500814,0,0,0,0,0,0,0.199995497248344,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0995158101049617,0,0,0,0,0,0.102385057950937,0,0,0,0,0,0,0.0857844992377948,0.0963980250469,0,0.125532713889735,0.274586323512177,0.0865748195823468,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0.23378117346328,0.70543180976084,0,0,0,0,0,0,0,0.0117856438348187,0,0,0,0.0464587585156062,0.0122668911606916,0,0,0.0661925961752464,0,0,0,0.0925121950622565,0,0,0,0,0,-0.114866921877257,0.0914147536081026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363332020554853,0
X5.HK.EQUITY,0,0,0,0,0,0.0736365972606579,0,0,0,0,0.0437199006693638,0,0,-0.0920052455665008,0,0,0,0,0,0.17041132422572,0,0,0,0.0933855323268834,0,0,0.181713229528041,0,0.012632628154669,0,0,0,0,0,0,0,0,0.0127659708383529,3.46944695195361e-18,0.309416638986405,0,0,0,0.2119543790036,0,0,0,0,0.11652813637107,0,0,0,0
X601166.CH.EQUITY,0,0,0.0565726656472778,0.153828126454964,0,0,-0.00783178334758048,0,0,0,0,0.062196230254655,0.102666975086129,0,0,0.0378640901495721,0,0,0,0,0,0,0,0,0.155689636412675,0,0,0.337536858678223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19
X388.HK.EQUITY,0,0,0,-0.0629249759718544,0,0,0.164606115831131,0,0,0,0,0,0,0,-0.0333813738845158,0,0,0,0,0,-0.109748972840171,0.544732506060987,0,0,0,0,0.0149734074232729,0,0,0,0,0,0,0,0,0,0,0,0.10623286084652,0,0,0.127985835204309,0.088676301656192,0,0,-0.238323299608692,0,0,0,0,0.1649370014344,0,0
X601658.CH.Equity,0,0,0,0,0.212336365069646,0,0,0,-0.246164379596155,0.318850562427438,0,0,0.049199841513197,0,0.0965314555739202,0.0547572971324875,0.455804172687005,0,0,0,0,0.320452958346201,0,0,-0.0469498871470947,0,0,0,0.0336705939560769,0,-0.527833955522088,0,0,0,0,0,0,0,0,0,-0.0401642456191277,0,0,0.0819082788829364,0,0,0,0,0,0,0,0,-0.0377911235814828
X000001.CH.EQUITY,0,0.133526282237847,0,0.287232468785374,8.67361737988404e-19,0,0,0,0,0.406357421970723,0.0640863295396685,0,0,0,0,0,0.236483253159582,0,0,0,0,0,0,0,0.18937418827066,0,0.136880871545658,0,0,6.93889390390723e-18,-0.155168024444117,-0.169607836600595,-0.224974030713852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129378990642185,0,0,0,-0.0193315120435617
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0131726801567145,0,0,0,0,0,0,0,0.411561353487613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154769286217114,0.0193376237371829,0.20868566283118,0.0343227413937802,0.0162463818395127,0,0,0,0.251100692283043,0,0,0.0521832225272862,0,0.0768727000755494,0,0,0,0,0,0
