,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.317881223058286,0,0.207838036307812,0.0445309290849038,0,0,-0.0927623027332408,0,0,0,0,0,0,0,0.038178153924735,0,0,-0.0740524294795631,0,0,0,0,0.0396885062627893,0,0,0,0,0,0,0,0.158271065274787,0,0,0,0,0,0,0,0,0,0.0137621839439211,0.397598373701943,0,-0.044726443498889,0,0,0,-0.079193281138647,-0.0257112439971732,0.0238489181857634
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.010867356313862,0,0,0,0,0,0.169032059288127,0,0,0,0.351701398762274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198508064253426,0,0.0468769930764566,0,0,0,0,0,0,0,0,0,0,0,0.00387388055039752,0,0.173847916391256,0
X601939.CH.EQUITY,0,0,0,0.701620499393488,0,0,0,0,0,0.0685513541018933,0,0.27772614506878,0,-0.034716307630885,0,0.0344583252500348,0,0,0,0,0,0,0.0356998250203386,0,0,0.00223987211928489,0,0,0,0.00329614970402217,0,0,0,0,0,0.0421908998607698,0,0,0,0,0,0,0,-0.0271433527401802,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.161917717102742,0,0.840667091059549,0,0,0,0,-0.0711357294765664,0,0,0,0,0,0,0,0,0.016748107302304,0,0,0,0.0209257385800456,0,0,0,0,0,0,0,0,0,0.0233979070282624,0,0,0,0.0280984519445393,0,0,0,0,0.0284468073127523,0,0,-0.154452743496759,0,0,0,0,0,0,0,-0.0514512637197513,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0898532906297254,0.179822169653305,0,0,0,0,0,0,0,0.0597034117145544,0,0,0,0.0927649175334334,0,0.0360527372159103,0,0,0,0,0,0,0.165793019300726,0,0,0.280120663393639,0,0,0,0,0,0,0,0,0,0,0,0.0215963546689756,0.0557739326612051,0,0,0,0,0
X600036.CH.EQUITY,0.241855138745668,0.0429046199652718,0.222412112594661,0,0,0,0,0,0,0,0,0,0,0,0,0.187765653988845,0,0.0187805928749376,0,0,0,0,0,0,0,0,0,0,0,0.215059207213162,0,0,0,0,0,0,0,0,0,0,0,0.00974392519403631,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.103763340356696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567485548307635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913620039478021,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.111439816633204,0,0,0,0,0,0,0,0,0,0,0,0.275522647485556,0,0,0,0,0,0,0.0302554497151358,0.0587566145701527,-0.092939764373887,0,0,0,0,0,0.0998058178644641,0.0407710959058015,0,0,0,0,0,0.203858713876437,0,0,0,0,0,0,0,0,-0.0909977366274009
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.210061202134634,0,0,0,0,0,-0.0475105745338878,0,0,0,0,0,0,0.0494754244121397,0.306068921211146,0,0,0,0.0872698510498092,0,0,0,-0.137824201022599,0,0,0.0745741791448744,0,0,0.0881801059908364,0,0,0.30435975702807,0.113835817778224,0,0.0115008677062502,0,0,0.0584616308818984,0,0,0.00606979374484973
X388.HK.EQUITY,0,0.00575749216313251,0,0,0.153164683475846,0,0,0.125954833520407,0,0,0,0,0,0,0,0.0308252731101606,0,0,0,0,0.096228177201918,0.385729225648129,0,0,0.120312239073836,0,0,0,0,0,0,0,0,0,0,0,0,0.115495437666102,0.195673375608853,0,0,0,-0.22184034902121,0,0,0,0,0,0,0,0,0.0711974973202577,0
