,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.4688414903436,0.11956220119407,0,0,0,0,0,0,0,0,0,0.0797212637857743,0,0.0625518114883498,0,0,-0.13584762359114,0,0,0,0,0,0,0.0170425269944086,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0733393655507441,0,0,0,0,0,0,0,0,0,0,0,0.0925097003024951,0.174907251420936,0.0181274587050588,0,0,-0.00898302493409344
X601318.CH.EQUITY,0,0,0,0,0.173437126934626,0,0,0,0.0495894312128355,0,0,0,-0.0987660628652464,0,0.0170297455877429,0,0.384136512741565,0.189573326104233,0,0,0,0,0,0,0,0,0,0,0,0,0.0515186725246778,0,0,0,0,0,0.095421884685728,0,0.0674544748614494,0,0,0,0,0,0,0,0,0,0.0576656206527041,0,0,-0.0745722709934731,0
X601939.CH.EQUITY,0.258106866434893,0,0,0,0,0,0,0,0,0,0,0.162578531690175,0,0.365638502385669,0,0,0,0,0.0793495516092828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211935379001505,0.0619504299495192,0,0,0,0.0161613124058918,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.339446655772224,0,0.0228906637095459,0,0.495880103040712,0,0,0,0,0,0,0.00431050437556363,0,0,0.0322682371334711,0,-8.67361737988404e-19,-0.0236340169728409,0,0,0,0,0,0.00962515220484837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104325667481382,0,0,0,0
X601988.CH.EQUITY,0.0902211728329064,0.0577097434332816,0,0,0,0,0,0,0,0,0.239399326341753,0,0,0,0,0,0.119802676285132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102403020486225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875702111544757,0,0,0,0.240166327806542,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.192419820135134,0,0,0,0,0,0,0.284046659606818,0,0,0,0.428371545818096,0,-0.615669175520551,0.251431706148875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324358413266422,-0.143893347417386,0
X600036.CH.EQUITY,-1.73472347597681e-18,0,0,0.0607497906706624,0,0,0,0.0919270341683852,0,0,0,0,0,0,0,0,0.13540555070172,0,0.123025005704983,0,0,0,0,0,0,0,0.0550390185571249,0,0,0,0.190629603971295,0,0.229450124882709,0,0,0,0.0414195517331561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120817310578868,0.0260968509729542,0,0,0,0.0894200196813075,0,0.0835229972686875,0,0,0,0,0,0,0.0710135783657899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308886033183987,0,0,0,0
X601628.CH.EQUITY,1.73472347597681e-18,0,0.109797381378638,4.33680868994202e-19,0.368026891052276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273251397412696,0,0.140067207465306,0,0,0,0,0,0,0,0.149440257967587,0,0,0,0,0,0.0334046871942111,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0294387479855908,0,-0.0833813864354395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963823003585,0,0,-0.186159816393766,0,0,0,0,0,-0.0102623895944159,0,0.637820652269783,-0.211399974821353,0,0,0,0,0.436564649727749,0,-0.316595697693661,0,0,-1.73472347597681e-18,-0.224821243537879
