,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.158523717153101,0,0.0823171950713337,0,0,0,0,0,0,0,0.337037257799351,0.143792629755529,0,0,0,-0.168095870315528,0,0,0,0,0,0,0,0,0,0,0,0.0306984317930945,-3.46944695195361e-18,0,0,0,0,0,0.157351514625345,0,0,0,0,0,0,0,0.137963962151438,-1.73472347597681e-18,0,0.052077979218591,0,0,0,0,0,-0.0137886827709753
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.131755672445387,0,0,0,0.0265370796326408,-0.155987431075541,0.0981304107683253,0,0.0754444665899601,0,0,0,0,0,-0.0417827653284762,0,0,0,0,0,0,0,0,0,0,0.179332597239966,-0.0281784234977581,0,0,0,0,-0.219907394200957,0,0.368527830021038,0.181087083673045,0.117660085894299,0,0,0,0,0.195914385190231,0,0,0,0
X601939.CH.EQUITY,0.250539228993553,0,0,0.232740607247897,0,0.137693926755806,0,-0.0333190556569034,0,0,0,0,0,0,0.0343756635786446,0,0,0,0,0,-0.00631039317903119,0,0.0664880511941116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47611581103979,-0.102210389698957,0,0.0235961508448593,0,0,-0.0427800528856628,0,0,0.0262693333962772,-0.015890922719969,0,0,0
X601288.CH.EQUITY,0.557258242297564,0,0.162319890841387,0,0,0.0451187604861268,0,0,0,0,0,0,0,0,0,0.0126427892512457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11168213978104,0,0,0,0.0437224971906258,0.111050629123083,0,0,0.0301940121648498,0,0,0,0,0,0,0.122752717098095,0,0,0.0218200460622738
X5.HK.EQUITY,0,-0.0322373885049115,0.0999246694097807,0.157879082968549,0,0.132916023040086,0,-0.0315519883790944,0,0,0,0,0.176704418770144,0,0,0,0,0,0,0.667922997561079,0,0,0,0,0,0,0,-0.183505317140204,0,0,0,0,0.0177866339801974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148833063639848,0,0,-0.106602382995736,0,0,-0.0380017918318323
X601988.CH.EQUITY,0.196454588271001,0,0.0848748535173833,0.0214097720628479,0,0,0,0,0.0311635732585109,0,0.0769966393940907,0,0,-0.328859844481748,0,0,0,0,0,0,0,0.509130179419621,0,0.0690040744270903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115676810333253,0,0,0,0,0,0,0,0,0.0300650363202922,0
X600036.CH.EQUITY,0,0.00768703602365234,0,0,0,0,0,0.11200694780982,0,0,0,0,0,0,0.274950032259446,0,0.176200298421532,0.00419328559144491,0,0.088072025511892,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.115652302330762,-0.00266516165365339,0,0,0,0,0,0,0,0,0.0942854697847646,0,0,0,0.129072410383367,0,0,0.0191303302867608,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0306915191439785,0.0391636491620088,0,0,0,0.189286557305441,0,0,0,-0.180973522344262,0,0,0,0.349273843800122,0.283285032901427,0,0,0,0.0356999251919388,0,0,0,0.0838309521215223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061699007021589,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.401205507189019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812570372475459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129030577088369,-0.0100039447371368,0,0,0,0,0,0,0,0.0667928410274634,0,0,0.155905722190871,0.0348637495302474,0,0,0,0.0819140087876596,0.214038834219128
X601658.CH.Equity,0,0,0.0100102845869185,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196429738545372,8.67361737988404e-19,0,-0.00658239050455441,1.73472347597681e-18,0,0.0225953937463584,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0.00891332111554435,0,-0.00189889213956138,0,0,-0.0203960045485685,0,0.0456338206350464,-0.0194018906062635,0,0,0,0.0499623504793353,0,0,0,0,0,0.0151965062926989,0
