,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0871275015983743,0,0.394162673793368,0,0,0.101990084592341,0,0.109064564544806,0,0,0,0,0,0,0.189521586990764,0,0,0,-0.0718699406650287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872240657424487,0,0,0,0,0,0,0,0,0,0,0,0.0661884821546638,0,0,0,0
X601939.CH.EQUITY,0.223596701558746,0,0,0.0349839334381985,0.074336744931869,0,0,0,0,0,0,0.0695353156186684,0,0.334367283917643,0,0.206705594139891,0,0,0,0,0,0,0,-0.0514842649791873,0,-0.0868108964924551,0,0,0,0,0,0.0636814117247308,0,0.0262553354832602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.35644311229563,0.0304016612903355,0,0,0.354616226170603,0,0,0,0,0,0.114638178221442,0,0,0,0,0.0484996755987293,0,0.0511668206704022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012194157509555,0,0,-0.034518229392189
X601988.CH.EQUITY,0,0,0,0.271854778727489,0,0,0,0,0,0,0,0,0,0.0883228126974669,0,0.100880202646225,0,0,0,0,0.268028562574908,0,0,0,0.00321921298782809,0,0,0,0,0,0.0383803610399381,0.0509554294918724,0,0,0.122846052196065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.133896485458725,0,0,0,0,0.299467748424621,0,0.176996752652428,0,0,0,0,0.239324217483598,0,0,-0.223319167661606,0,0,0,0.0920624107397989,0,0,0,0,0,0,0,0,0,0.174826006472707,0,0,0,0,0,0,0,0,0.123844103142069,-0.0781163942654327,0
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184949900748803,0,0,0,0,0,0,0,0,0,0,0,0.207068600310919,0,0.13095204737675,0,0,0,0.0961320290536875,0,0,0,0.0762466685042359,0,0,0,0,0.147016934121739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195269278051006,0,0,0,0,0,0,0.00460906294972755,0,0,0,0,0.0551014807628789,0,0,0,0,0,0,-0.492788323253054,0,0,0,0.286799583096746,0,-0.187607254643769,0,1.33984542975808,0,0,0,0,0,0,0,-0.0523355121578314,-0.0610422294586847
X601328.CH.EQUITY,0,0,0,0.271862523970922,0,0,0,0,0,0,0,0,0,0.314925335158203,0,0,0,0.0654273127390049,0,0,0.094280798723209,0,0,0,0,0,0.100871460091293,0,0,0,0,0,0,0,0.0917068746709153,0,0.103698862287863,0,0,0,0,0,0,0,0.0256714085802393,0,0,0,0,0,0,-0.018407889137062,0
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387610576344001,0.563207303443025,0,0.0936401025532767,0,0,0,0,0,0.128116615280874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121422063776932,0,0,0.314723977553689,0,0,0,0,0,0.00160229464278544,0,0.11950983519852,0,0,0.255505084791952,0,0.0816149352313427,0,0,0,0,0
X000001.CH.EQUITY,0,0.272895904397802,0,0,0,0,0.137428566550069,0,0,0,0,0.102940355956018,0,0,0,0,0,0.0736935284887369,0,0,0,0,0,0.0310268590866012,0,0,0,0,0,0.0259755391725144,0,0,0,0.0893413555180675,0,0,0,0,0,0.117768355474004,0,0,0.107385628539059,0,0,0,0,0,0.0427588638260221,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0676889622737922,0,0,0,0,0.095806280219471,-0.0140027191001689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.00880142842161119,0.513419990098801,0,0.274597632920279,0.00657324201895623,0,0,0,0,0,0,0,0.0161676207698258,0,0,0,0,0,0.060999402322398
X388.HK.EQUITY,0,0,5.42101086242752e-20,0.0353596615073844,0.0871729689444243,0,1.73472347597681e-18,0.064720056792796,0.191258939405751,0,0,0,0,0,0,0.151040231257803,0.0469606845226188,0,0,0,0,0,0.0341343296157534,0,0,0,0,0,0,0,0,0,0,0.0671599334628382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285842052605148,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.308245903704384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216462538562634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368075307612039,0,0.0448855942319299,0,0,0.135782326600154,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0500065145110786,0.174783005599002,0,0,0,0.119807799803367,0,0,0,0.0387353745609501,0,0,0,0,0,0,0,0,0,0,0.495748932370905,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.122442895411119,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.132633443493249,0,0,0.244339253785944,0,0,0,0,0,0.27186836067406,0,0,0,0,0,0,0,0,0.0360654026611512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630660357663262,0,0,0,0,0,0,0,0,0,0.2717047225761,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.166912533396166,0,0,0,0,0.0102317882515812,0,0,0,0,0,0,0,0,0,0,0,0,-0.108797111081484,0.103227514946921,0,0,0,0,0,0,0,0,0.390951505630587,0,-3.46944695195361e-18,0,0.0450285074706863,0,0,0,0,0,0,0,0,0,0.137930786906181,0.190401100848991,0,0,0,0.0571532221140353,0,0,0,0
