,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.239055279983954,0,0,0,0,0,-0.20647769425731,0,0,0,0,0,0,0,0,0,0,0,0.459745296314534,0.455523794924757,0,0,0.111303242348923,0,0,0,0,0,-0.0830379840391883,0,-0.180455105427472,0,0,0,-0.617189106445209,0,0,-0.0895754467135002,0,0.0320225643353826,0,0,0.0317505014598414,0,0,0,0.0078451193181608,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0,0
X601939.CH.EQUITY,0.0145130715545155,0,0,0.281734659046253,0,0,0,4.33680868994202e-19,0,0,0,0.208407959305382,0.197028248253907,0,0,0,0,0,0,0,0,0,0,0.0353677885358649,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119927944111297,0,0,0,0,0,0,0,0,0,0,0.279387723774724,0,0,0,0.0178555382242537,-0.108443945910535
X601288.CH.EQUITY,0,8.67361737988404e-19,0.219293620601173,0,0.400999661033299,0,0,0.0619936264467805,0,0,0.0170036041487301,0,0.140341843793105,0,0.0540088648699195,-0.0150835627058399,0,0,0.059309902933544,0,0,0.0183629266954898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735566280666763,0,0,0,0,0,0.0263634984549733
X601988.CH.EQUITY,0,0,0.339851810405458,0.148260394290404,0,0,0,0,0,0.0468461021648753,0,0.0243108129390556,0,0,0,0,0.1067127563593,0,0.076040063727734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.421222623612702,0,0,0.116637263873111,0,0,0,0,0,0,0,0,0.192987864119158,0
X600036.CH.EQUITY,0,0.00730572631774222,0.0910814825984554,0,0,0,0.0312415193682811,0.0622920174554362,0,0,0,0.10532955019969,0,0,0,0,0,0,0,0.127934035717393,0,0,0,0,0.00975771717932856,0,0,0,0,0,0,0,0,0.390304948052928,0,0,0,0,0,0,0,0,0,0,0,0.0782370509867758,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.419357489118574,0,0,0,0,-0.129422904012767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571343247482086,0.252303709484919,0,0.129224211602498,0,0.000557167219256575,0,-0.0508060657545444,0,0.099509760190031,0,0,0.050978054800954,0,0,0.0148212730303267,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128935369773366,0,0.0560159927311082,-0.0394445183703319,0.0618326730656494,0,0,0,0,0,0.232492919046641,0,0,0,0,0,0.186839940479538,0.100671731757183,0,-0.0368650351644512,0,0,0,0,0,0.321627916770712,0.00394908656697614,0,0,0,0.241453671940583,0.133822670196359,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405341783484203,0,0,0,0,-0.452889316797897,0.65231382447351,0,0,0.121505341362849,0.614409051191443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497946821384052,0,0,0,0,0,0.18186932405226,0,0,0
X601658.CH.Equity,0,0,0,0.0168259151345223,0.0445544039418685,0,0,0,0,0,0,0,0,0,0,0,0,0.221109359753926,0.150955176550593,0,-0.129466545324906,0,-0.00638257744380436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026405132446967,0,0.290866520851635,0,0,0,-0.0258696744673569,0,0,0,0,0,0,0
