,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.149659089509633,0,0,0,0,0,0,0,0,0,0,-0.115500101101947,0,0.486171820145413,0.712267893317236,0.041751068321538,0,0,-0.122886825319077,0,0,-0.0921372024038298,0,0.0844098461137711,0,0,0,0,-0.124083499402532,0,0,-0.341847296344562,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.165165646413426,0,0,0,0,0,0,0,0,0.0831053502635067,0,0,0,0.31275372742137,0,0,0,0,0,0,0,0,0,0.115613342646988,0,0,0,0,0,0,0,0.111175473573299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143111799940846
X601939.CH.EQUITY,0,0,0,0.819845272962186,0.0238792272557776,0.0159148871776109,0,0,0,0,0,0,0,0,0,0.000654167847899335,0,0,0,0.0593579991271716,0,0,0,0,0,0,0,0,0,0,0,0.0164253841109,0.0456742540760548,0,0,0,0.00527956611149036,0,0,0,0,0,0,0,0.0671283179604683,0,0,0,0.0229572881946146,0,0,0
X601288.CH.EQUITY,0,0,0.922616423471003,0,0,0,-0.0678453116773595,0,0,0,0,0,0,0,0,0,0,0.116161994580019,0,0,0,0,0,0,-0.0148090638957268,0,0.0589733279709608,0,0,0,0,0,0,0,0,0,0,-0.104351495248236,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476922274560948,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.106338818215712,0,0,0,0,0,0,1.19742115089082,0,0,0,0,-0.130029894074089,0,0,0,0,0.0490566960866967,0,0,0.0802745352235626,0,8.67361737988404e-19,0,0,0,-0.234983028919581,0,0,-0.268016773541091,0,0,0,0,0,0.0363064876283817,0,0.0875383044606132,0,0,0,0,0,0,0,0.183252421187786
X600036.CH.EQUITY,0,0,0.37690110361714,0,0,0,0,0,0.0159844007009816,-0.0202072146175348,0,0,0,0,0,0.137569862268634,0,0,0.0128963961493813,0,0,0,0,0,0,0,0.14596767870738,0,0,0.0813116231153207,0,0,0.203209996288908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172985468873418,0.0708218638892762,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.774306023418181,0,0,0.0875477460915602,8.67361737988404e-19,0,0,0,0,0,0.133299726197119,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0745410078050448,0,0,0,0,0.00865624369873974,0.00671344020518403,-0.0118727774591999,0,0,-0.0407809354365847,-0.0365358449350356,0,0,0.0602288257645079,0,0,0,0.056843645471946,0,0.070029776817484,0.141904436343144
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00463304223866459,0.0385093007874877,0,0,0,0,0,0,0,0,0.151260094658166,-0.0538441988666948,0,-0.19087386659534,0,0,0.174661655300455,0,0,0.0720011125766249,0.327345624540233,0,0,0.0896406591731281,0,0,0,0,0,0,0,0,0,0,0,0.364470396586099,0,0,0,0.175407709409497,0.1066840544671,0.126613253621767
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382436669971695,0,0,0,0,0,0,0,0,0.467953600253573,0.0815206370992734,0,0.297373081371871,0.00515602476601235,0,0.0121819490319026,0,0,0,0,0,0,0,-0.339822980046391,0,0.121203968370281,0,0,-0.0836441429694622,-0.0698227822827491,0,0,0,0,0.153083797682378,-0.119708555070873
X388.HK.EQUITY,0,0,0,0,0,0,0.200467845748097,0,0,0,0,0,0,0,0,0,0,0,0,-0.187120829515185,0,0,0,0,0.444066931519303,0,0,0.018610471069826,0,0,0,0,0,0,0,0,0,0,0,0,-0.057303932232592,0,0,0,0.261023227694279,0.0321927946237508,0,0,0.0319790927707699,-0.153986338354004,-0.0872515936834546,0.0478973830995993
