,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109364553838613,0,0,0,0,0,0,0,0,0,0,0,0.60655759399526,0.462370579744248,-0.0834545120887918,0,0.0976607263912458,0,0,-0.00144093394721771,0,-0.113851934066777,0,0,-0.246662428602238,0,0,0,-0.434921723895326,0,0,0,0,0,0.0590561765560311,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0681640223465545,0,0,0.299973394953452,0,0,0,0,0.0964149444192405,0,0,0,0,0.210832867600975,0,0,0,0,0,0,0,0,0.0406724582111577,0,0,0,0,0.0325989134373118,0,0,0,0,0,0,0,0,0,-0.0748780447229929,0,0,0,0,0,0,0,0.0133482732014359,0,0,0,0.351554103144167,0,0.0946373795216777
X601288.CH.EQUITY,0,0,0.255823623824059,0,0.353383377601137,0.111025971778253,0,0.0368988475338682,8.67361737988404e-19,0,0.00839217966895809,-0.0190089580415075,0,0.163887270890982,0,0,-0.0188521167214603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696734064688678,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,4.33680868994202e-19,0.177078765335273,0,0,0,0,0,0.538228944462096,0,0,0.0718263705535728,0,0.0749195659167566,0,0,0,0,0,0,0,0.269192519190805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349191636796383,0,0,0.0957565963871688,0,0,0,0,0,0,0,0.107200789239034
X600036.CH.EQUITY,0,0,0.230940888848748,0.10125365521216,0,0,0,0.102959584139318,0.0985922608775421,0,-0.04452980421962,0,0,0,0,0,0,0,0,0.00368587777432231,0,0,0,0,0.0328583345917922,0,0,0,0,0,0,-0.0178077844644414,0,0.255389191669454,0,0,0,0.0279523231798716,0,0,0,-0.0857604028458034,0,0,0,0,0,0.120425744707869,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.254217442135005,0,0,0,0,-0.0639020390054847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.197335148872556,0.0982760644652419,0,0.113566732921731,0,0,0.0614767733504031,0,0,0,0,0.0128754978245053,0,0,0,0.00691779868114403
X1299.HK.EQUITY,0,0,0,0,0,0,0.0778274273610275,0,0,0,0,0,0,0,0,0,0.0334203167595997,0,0,0,0,0.185359538160501,-0.0589913162269365,6.93889390390723e-18,0,0,0,0,0,0.161083782112546,0,0,0,0,0,0,0.0219228918054793,0.0386168511770509,0,0,0,0.173025574630475,0.117238651847862,0,0,0,0,0.444534518190819,0,0,0.0890968582909251,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619782099013222,0,0,0,0,-0.16362570900132,0,0,-0.324554403442538,0.776447276573435,0,0,0,0,0.680852639380295,0,0,0,0,0,0,-0.156095049774678,0,0,0,0,0,0.218206704762501,0.177167489673798,0,0,0,0,0,0.106223446056141,0
X601658.CH.Equity,0,0,0,0,0.00989746307639691,0,0,0,0,0,0,0,0,0,0,0,0,0.212183523073548,0.038573436932066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250024919660159,0,0,0,0,-0.0132542499834968,0,0,0,0
