,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X2388.HK.EQUITY,0,0,0,0,0.0877441076543553,0,0,0.0391199065529491,0,0,0,0,0,0.0382941879610515,0,0,0,0,0.0958180398263525,0,0,0,0,0.0357651076058267,0,0.0931084422204616,0,0.0183118033460596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304493509760902,0,0,0,0,0.0864137980194512
X601601.CH.EQUITY,0.168398069346938,0.174163405220771,0,0,0,0,0.00637700828144489,0,0,0,0,0,0,0,0,0,0,0,0.0749194998714115,0,0,0,0,0,0,0,0,0,0,0,-0.0311658903220907,0,0,0.159906563574478,-0.00379226042717521,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.296129973410868,0,0.0424192803639029,0
X388.HK.EQUITY,0,0,0,0,0,0,0.256484827580917,0,0.259617351872847,0,0,0,0,0.0466633732692717,0,0,0,0.0612480165375746,0,0,0,0,0,0.234449524612331,0,0,0,0,0.130774506004627,0,0,0,0,0,0.058950899265917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682907874274791,0,0,0,0,0,0,0,0.0336858735804919,0.172658584268426,0,6.93889390390723e-18,0,0.497694501012519,0.204280146482079,-0.269554696695714,0,-0.250347478420637,0,0,0.097054213321288,-0.172869324393168,0,0,0,0,0,0.000235006917399953,0,0,0,0,0,0,0.278294437399408
X601998.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.0846999973295607,0,0,0,0.337333240591201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191645830425779,0,0,0,0.303925151790552,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0180831756025945,0,0,0.0335901789882693,0.363578314818047,0.10424072520443,0,0,0,0,0,0,0,0,0.0142448360518743,0.174866664606806,0,0,0,0,0,0,0,0.0451809906557732,0,0,0,0,0,0,0,0,0,0,0.0606670104430731,0,0.121726636039918,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0416993107959557,0,0.0198560652904747,0,0.117990113564214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748771406541691,0,0,0.728712231741326,0,0.0222996813973707,0.0474201942099415,0,0,0,0.0252747637658943,0.000574488163630421,-0.0358469436636694,0.0214650451371221,0.0478625534195887,0,0.0435899288038774,0,0
X688.HK.EQUITY,0,0,0,0,0.0694504185144509,0,0,0.0190616258792068,0,0.236723044637215,0,-0.0548711463294707,0,0,0.0712851707373385,0,0,-0.0711261782252821,0,-5.42101086242752e-20,0,0,0,0,0,0.0778771687552527,0,0,0.282887726724248,0,0,0,0,-0.0490167244483531,0,0,0,0,0,0,0,0,0,-0.0755824801020241,0,0.26665065450516,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.22323459549374,0.114342448010274,0,0,0.141843534955475,0,0,0,0,0.0641502218338833,0,0.0446467256272076,0,0.00594354715261927,0,0.150120937556662,0,0,0,0.060476265000711,0,0,0,0,0,0,0,0,0,0,0.0720023135296005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150242544917524
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17515406811359,0,0,0,0,0,0,0,0,0,0.14010449175516,0.00509150490643145,0.179450227344038,0,0,0,0,0,0.205795942628974,0,0,0,0,0,0,0,0,0,0.238181311596997,0,0,0,0,0.0358965293113765
X601818.CH.EQUITY,0.0746025013577172,0,0.100049596261745,0,0,0,0.0830395993773805,0,0.0508123266564396,0.158609327293202,0,0,0.0605902683790753,0,0,0.0457820133102652,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.17866183099669,0,0,0.106274407829566,0,0,0.0613234972055058,0,0.0780715048117419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0.0102028500674814,0,0.155502213947133,0,-0.0781614444416933,0,0,0,-0.250347167053933,0,0,0.249320665199168,0.662894141416558,0,0,0,0,0.0413505630653352,0,0,0,0,0,0.0380197789079431,0,0,0,0,0.0358892851764141,0,0,0,0,0,0,-0.0828043430796923,0,0,0,0,0.0903214912479099,0,-0.129089011743707,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.108154680728637,0,0,-0.050258380954492,0,0,0,0,0,0,0,0,0.0610901279581743,0,0,0,0,0,0,0.07904111130641,0,0,0,0.13473582783611,0,-0.0435954890489111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0929025807795987
X12.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27896388669651,-0.0935853795586271,0,0,0,0,0.126212773618523,0,0,0.276945946857777,0,0,0.408459677828874,0,-0.276487299683306,-0.159976972649958,0,0,0,0,0,0,0,0,-0.160064220754943,0,0.0626018116598826,0.0985227896189325,0,0,-0.00809059885315159,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.702353815495507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120105574962249,-0.129775063727499,0,0,0,0,0,0,0,-0.158495610578892,0,0.0264147101953745,0.0988884711963631,0,0,0,-0.0522993683080309,0,0.107847813150361,0,0,0.239507200894082,0.213751787722545,-0.0519246800277677
X001979.CH.EQUITY,0,0,0,0.147750749960617,0,0,0,0,0,0,0,0,0,0,0.0206959698700937,0.424890451742094,0,0.0240257023464566,0,0,0,0,0,0,0,0,0,0,0,0.0496275818221938,0,0,0,0,0,0,0,0,0.110528470421607,0,0,0,0,0,0.0499499712834994,0,0,0,0,0,0
X601211.CH.EQUITY,0.0216880648059182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050684542656162,0,0,0,0,-0.0376598391641068,0,0.120290930290939,0,0,0,0,0.0502856962588565,0,0,0.0210001684004787,0.128967796850008,0,0,0,0.156706496084213,0,0.0676887120051942,0,0,0.414237343533816,0.106225011930027,0,-0.00690605659939921
X601336.CH.EQUITY,0,0.0437390210029693,0.0142283456723978,0,0,-2.77555756156289e-17,0,0.117612773069404,0.200401682580719,0,0,0,0,0,0,0,0,0,0.272574953057747,0,0.101544388358883,0,0,0,0.356245521929374,0,0,0,0,0,0,0,0,0,0,0,0,0.0564220937555669,0,0,0,0,0,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,-0.0821609495988407,0,0,0,0,0,0,0,0,0,0,0,0,0.29251384923189,0,0,-0.0322701706724233,0,0,0,0,0,0.1588688280396,0,0.0313631603770291,0,0.0332212596533122,0,0.00451044114374045,0.10582767528285,0,0,0,0,0,0,-0.0760384509829669,0,0.134069565678847,0,0,0,0,0,0,0,0.0518836039799797,0,0,0
X601688.CH.EQUITY,0.109449668358011,0,0,0,0.0167259355113964,0.0810543682083377,0,0,0,0,0,0,0,0,0,0,0,0,0.0125083434153655,0,0,0,0.28052344935191,0,0,0.0271693079783525,0,0,0,0.0482177705170633,0,0,0,0.0151269139532285,0,0,0,0,0,0,0,0,0.123628027631017,0,0,0,0,0.273951739212103,0,0,0
X600048.CH.EQUITY,0.0914924152309537,0,0,0,0,0,0,0,0,0.263663473819141,0,0,0,0,0,0.584730617461915,0,0,0,-0.022373171621407,0,0,0,0,0,0,0,0,0,0,0,0.0209605557135648,0,0,0,0,0,0.0727834484491447,0,0,0,0,0,0.115827570633009,0,0,0,0,0,0,0
X1997.HK.EQUITY,0,0,0,0,0,0,0,-0.275616171139603,0,0,0,-0.0494889024318998,0,0.353148062875692,0.222118342354763,0,0,0,0,0,0,0,0,0.178013639982755,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.02061099867426,0,0,0,0,0,0,0,0,0,-0.113183338256561,0,0,0,0,0.172483600712092,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0800641502624899,0,0,0,0.0256601238558716,0,0.111965395121986,0,0,0,0,0.0214430591267727,0,0,-0.0571422887563436,0,0,0,0,0,0,0.156753335622425,0,0,0,0,0,0,0,0,0,0.159181867474722,0,0,0,0,0.2045619887288,0.149842470637174,0,0
X601229.CH.EQUITY,0.0663096903577008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647091476429419,0.188285927055135,0,0,0,-0.0580419984277693,0.156312623904813,0,0,0,0,0,0.0322357553982231,0,0,0,0.251465137874778,0,0,0,0,0,0.397472041436975,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0.207537764909288,0.15833838401057,0.0381591741091367,0,0,0,0,0,0,0,0,0,0,0.0379879250072767,0,0,6.93889390390723e-18,0.0684657917048232,0,0,0.0176662324996318,0,0,0,0,0,0,0,0.0372374436370256,0,0,0,0,0,0,0,0.0894771964841115,0,0,0,0,0.2459415955096,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.0207277424982092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113884060902734,0.35324622871135,0,0,0,0,0,0,0,0.00258814585011344,0,0,0,0,0,0,0,0,0,0,0.453009494322395,0,0,0,0,0,0.046978819939796,0,0,0,0.0769869250030339
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040289137301129,0,0,0,0,0,0,0,0.266871465746382,0,0,0,0,0.0589911433634267,0,0,0,0,0.0352804867104017,0,0,0.0802586507123427,0,0,0,0.0528756757465866,0,0,0,0,0,0,0.48852202838694,0,0,0,0
X2882.TT.EQUITY,0,0.134394208132396,0,0,0.119019125051136,0,0,-0.592358393289976,0.149417853050238,0,0,0,0,0.447929887568301,-0.296239528351072,0,0,0,0,0.318293706317621,0,0,0,-0.221708346933492,0,0.0623640159416146,0,0.200839086579404,0,-0.189811023743648,0,0,0.113688805988414,0,0,0,0.0261251459067677,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128209816329549
X002142.CH.EQUITY,0,0,2.77555756156289e-17,0,0,0,0,0,0.104179716385024,0,0,0,0,-0.0699434043316271,0.0946190193308098,0,0,0,0,0,0,0,0,0,0.449299642382158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297264273269287,0.00242122210596043,0,0.082463242935448,0,0,0,0,0,0,-0.039263258770219,0,-0.0336706382298684
X17.HK.EQUITY,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.147769244205455,0,-0.0525180200767229,0.0195745206999689,0,0.112234075168273,0,0,0,0,0,0,0.232717389664189,0,0.0338058545070935,0,0,0.0732514728977136,0,0,0,0,-0.171051904388113,0,0,0,0,0.2283713214396,0,0,0,0,0,0,0,0,0,0,0,0.0517007595748265
X000776.CH.EQUITY,0,0,0,0,0,0,0,0.0965190758979973,0,0,0,0,0.0396863847111735,0,0,0,0,0,0,0,0,0,0.683102153085629,0,0,0,0,0,0,0.0617509979265978,0.027168749302812,0,0,0,0,0,0,0,0,0,0,0.0835693654301154,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00979321409670221,0,0,0.0288407306167205,0,0,0,0,0,0,0,0.449110398318545,0,0,0,0,-0.0357320170502674,-0.0530823733021498,0,-0.037731801471077,0,0.25549049013413,0,0.0317391229994508,0,0,0,0.0303868235938608,0,0,0,0.143250300993199,0,0,0.0277207234362809,0.109509711229856,0,0.0346908437435878,0,0
X002736.CH.EQUITY,0,-0.0829464157161173,0,0.049784274979818,0,0,0,-0.0449941050030375,0,0,0,0.163908897204123,0,0.02102945001759,0,0,0.0713003718373991,0,0,0,0,0,0.170374993333581,0,0,0,0,-0.0917211462129369,0.0088534514776664,0,0,0,0.242975280867565,0,0,0,0,0.0693780219942659,0.44654586972586,0,0,0,0,-0.0367129499874985,0,-0.05095835346271,0,0,0,-0.0139280547041105,0
FXI.US.EQUITY,0,0,0,0,0.0157394703138626,0.698519056251807,0,0,0,0,0.00299674930107278,0,0,0,0,0.718032086665153,0,0,-0.0599288921005711,0,-0.595713743986482,0,0,0,0,0,0,-0.0481052380824129,0,0,0,0.273614932142728,0,0,-0.477788467231278,0,0,0,0,-0.250531906185706,0,0,0,-0.163493867123737,0,-8.67361737988404e-19,0,0,0,0,0.0413717384223419
CN2YR,0,0,0,0,0,0,0,0.00728599612809301,0,0,0,0,0,0,0,0,0.0126179001733533,-0.221415181205925,-0.197910861852585,0.201012642420934,0,0,0,0,0,0.111832529490273,0,0,0,0.0308671868666453,0.128025689705316,0,0,0,0,0,0,-0.098915056963281,0,0,0,0.229788442604894,0,-0.126139547905794,0,0,0,0,0,0.365528778526511,0
