,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.563649761415514,0.0480797675059106,0.0303047748647157,0,0.0664859486863199,0,0,0,0,0,0,0.046744984464072,0,0,0,0.0178715235039851,0.0620559011751314,0,0,0,0,0,0.0686151438868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0,0
X601939.CH.EQUITY,0.468127260256251,0,0,0.18344864552268,0,0.111249250975846,0,0,0,0.0171131502663439,0.134320572278714,0,0,0,0,0,0,0,0,0,0,0.000821905600185836,0,0,0,0,0.00118988687376312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444937334496189,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.43689353083919,0,-1.0842021724855e-19,0,0,0,0,0,0,0.176277239773677,0,0,0,0,0,0,0,0.127645542308379,0,0,0,0,0,0,0.0559419396069144,0.04246141757162,0,0,0.0866169000534491,0.117990999113605,0,0,0,0,0,0,0,0,-0.045972999993845,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0932709496048157,0,0,0,0,0,0,0,0,0.247473253573364,0,0,0,0,3.46944695195361e-18,0,0,0,0.470958676216081,0,0,0,0.0982958683444301,-0.288962973760016,0,0,0,0,-0.124845150098724,0.413958574422035,0,0,0,0,0,0,-0.186798600818657,0,-0.306100728427613,0,0,0,0.266041462552081,0
X601988.CH.EQUITY,0,0,0.28408239953579,0,0,0,0,0,0.0103853910627341,0,0,0,0.0795700985962009,0.087147010653005,0,0,0,0.0425430179244023,0,0,0,0,0,0.402036251440002,0,0,0,0,0,0.0072496714406683,0,0,0,0.135718052800993,0,0,0,0,0,0.0556763166830423,0,0,0,0,0,0,0.00153044026977602,0,0,0.0394855300274404,0
X600036.CH.EQUITY,0,0.0990691965182931,0,0,0,0,0,0,0,1.38777878078145e-17,0.100223123297185,0,0.289715407506059,0,0,0,-0.0542904157526151,0.00585000516615101,0.0957637927456106,0,0,0,0,0,0.347998965399228,0,0,0,0,0.0363947875852775,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034120336015932,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.045881377230033,0,0,-0.0904037321370805,0,0,0,0.140260941668159,0,0,0,0,-0.0337523574878356,0,0,0.266480181454238,0,0,0.0509480445101167,0.0650852061984671,0,0,0,0,0.0249140588380572,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0263160212180183,0,0,0.248906660400134,0,0,0,0.138351706772152
X601628.CH.EQUITY,0,0.0134706108337149,0,0.00352694488281166,0,0,0,0,0,0,0,0.0292015170176271,0.194498774217223,0,0,0.0228327909373424,0.0161946103459354,0,0,-0.0455192575795987,0,0,0,3.46944695195361e-18,0,0,0.243946958497115,0,0,0,0,0,0,0.255152180651397,0,0,0,0,0,0,0,0.129753677068219,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.141859667041685,0,0,0,0,0.00961963620228844,0.000938890522090884,0,0,0,0,0.11240112493418,0,0,0,0,0,0,0.0326024274715251,0.101824747522086,0.0188467456932696,0,0.0219040242023991,0,0,0.0784638033070389,0,0,0,0,0.112538791186957,0,0,0,0,0,-0.021795175295553,0,0.164899306899223,0.224809583178654,0,0,0,0,0,0,0,0,0,0
