,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.181195511063559,0.112314830858806,0,0.321838455833296,0,0,0,0.0165761225465632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230572052651481,0,0,0,0.090277982483373,0,0,0,0.105093316934596,0.053834856890937,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037972098882072,0.00227628683035719,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0444655703529852,0,0,0.226032111559377,0,0,0,0.276297953911452,0.0355524389611735,0.0108425199296692,0,0.0436448382615821,0,0,0.185439485263273,0,0,0.015110152647887,0,0,0,0,0,0,0,0,0.0994963718102623,0,0,0,0,0.214385239311152,0.0324117689193627,0,0,0,0,-0.0355660734967638,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.136698686721869,0,0,0,0,0,0,0.0987732282610638,0,0,0.0210467796604289,0,0,0,0,0,0,0,0,0.0442995454475561,0.348049986226155,0,0.135982719794624,0,0,0,0,0,0,0,0,0,-0.121888960264077,0,0,0,0,0,-0.0569935013558255,0,0,0,0,0,0.0847117617147754,-0.08091839922957,0
X601939.CH.EQUITY,0.560164198645397,0.0711530044472989,0,0,0,0,0,0,0.159864511645524,0,0,0,0,0,0,0,0,0,0.0917265017804342,0,0,0,0,0,0,0,0,0.122250037243009,0,0,0,0,0,0,0,0.11518919421191,0,0.0677595167863369,0,0,0,0,0,0,0,0,0,0,0,0.143542846026944,0.0560397018947767,0
X601288.CH.EQUITY,0,0,0,0.176800910645819,0,0,0.449803834971363,0,0,0,0.0159535741430898,0,0.0201870811141631,0,0,0,0,0.0858677919235114,0,0,0,0.00784805173999417,0,0,0.0471319763534611,0,0,0.0456240471146541,0,0,0,0,0.0832595461931944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443915609382098
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0425443241082003,0.383556961877247,0,0,0,0,0.148109967885748,0.00213355890388287,0,0,0,-0.0838372251680716,0.168410292431054,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0566539962449315,0,0.0669857224574274,1.0842021724855e-19,0,0,-0.0540795163582462,0,0,0.239307924210097,0,0,0,0.154140607674044,0,0,0,0.0452570102597336,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.362334212717446,0,0,0.068559663321408,0,0,0,0,0,0,0,0,0,0,0.237179153463724,0,0,-0.0538556174618001,0,0,0.189376949198859,0,0,0,0,0,0,0,-0.187616731965096,0.0348836967067405,0,0,0,0,0,0.0254061047739917,0,0,-0.00857442580953943,0,0,0,0.0204417187620113,0,0.137050743983624,0,0,-0.128179755765334
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.17069556479302,0,0,0,0,-1.73472347597681e-18,0,0,0,0.227446711302637,0,0,0.138372439279816,0,0,0,0,0,0,0,-0.0144908356050824,0,0,-0.187455420832675,1.73472347597681e-18,0.110876963830641,0,0,0,0.354529565309761,0,0,0,0,0,0,0,0,0.093024732374005,-0.0157180662865436,0,0,-0.00238781002631611
X5.HK.EQUITY,0,0.246637231658357,0,0.087280138064683,0,0,0,0,0,-0.0735491180970364,0.0395579832692177,0.0351256530640634,0,0,0,0,0,0,0,0,0,0,0,0.319960458844032,0,0,0.093999936594104,0,0,0,0,0,0,0,0,0,0,0.184246542012464,0,0,0,0,0,0,0.103196476650034,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,-0.0228283244600087,0,0,0,0,0,0,0,0,0.204430578219804,0,0,-0.0323403640987153,0,0,0,-0.144779376604919,0,0,0,0,0,0,0,0,0,-0.335239774581472,0,-0.136037859453674,0,0,0.208335654084806,0.234745421767628,-0.0478453732053152,0,0,0,0,0.259658064475113,0,0,0,0,0.0396699573191447,0
