,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.28198421445642,0.0354784678372495,0,0,0,0.311566962461513,0,0,0,0.079499448759735,0,0,0.0355592351267723,0,0,0,0,0,0,0,0,0.157624333097522,0,0,0.0092682750354466,0,0,0,0,0,0,0,0,0,0,0.120712242738314,0,0,0,0,0,0,0,0,0,0,0,-0.027478559329141,0,0
X601318.CH.EQUITY,0,0,0.297970850475456,0,0,0,0,0,0.079008844422684,0,0,0,0.00308901332842412,0,0,0.204393322495063,0,0,0,0,0.0207648441444649,0,0,0,0,0,0,0,0,0.0818485344489024,0,0,0,0,0,0.0703782735341768,0,0,0,0,0,0.0406224287830412,0,0.0863844082049586,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.400475021279485,0.266291078195352,0,0,0,0,0,0.408963753630543,4.33680868994202e-19,0,0,0,0,0,0,0,0.0278839838597487,0,0,-0.0772475577949552,0,0,0,0,0,0,0,0,-0.00536661743426798,0.0857700447263386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160386247932561,0
X600036.CH.EQUITY,0,0.0828367919021512,0,0,0,0.117278128531381,0,8.67361737988404e-19,0,0,0,-0.0854456674949203,0.120189241273905,0,0.162081824083372,0,0,0.238488633836447,0,0,0,0,0,0,0.298898736593245,0.10788439104541,0,0,0,0.00764040895958633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13439938084539,0.0182480903343148
X601288.CH.EQUITY,0,0,0,0,0,0,0.0162573195527601,0.495872805975999,0,-0.0834481291168939,0,0.0934519064564216,0,0,0,0,0,0.0211319091912901,0,0,0,0,0.0638528949945344,0.12297909544901,0,0,0,0,0,0.0881583956640479,0,0,0.0404736710679262,0,0,0,0,0,0,0,0,0,0,0,0,0.0481646939415942,0,0,0,0.0117726033916582,0,0
X1299.HK.EQUITY,0,0,-0.047601389193054,0,0,0,0,0,0,0.110949368687588,0,0,0,0,0,0,0,0,0,0,0,0.03702871951265,0.133433425424161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136981414394537,0,0.230541683274494,0.1557099589833,0.079562767620877,0,0,0,0,0,0,0.239858074361133,0,0
X601628.CH.EQUITY,0.14565661381241,0,0,-0.00685057763204582,0,0,0,0,0,0,0,0,-0.0272659856137863,0,-0.195181409991506,0,0,0,0,0.142220262630145,0,0,0,0,0,0,-0.110390350905034,0,0,0,0,0,0,0,0.590560137689532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766235001721712
X601988.CH.EQUITY,0,0,0.0582058769900008,0.0217936812187948,0.477959792451926,0,0,0,0,0.0167958216943303,0,0,0.0803294973405839,0,0,0,0.209727361999937,0,0,0,0,0,0,0,0,0,0.035964629024092,0.0137582081082607,0.0615150919307888,0,0,0,0,0,0,0,0.00132470020019668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.204214649802205,0.0399633535398606,0,0,0,0,0,0,-0.00714433896157598,0,0.0140143802914644,0,0,0,0,0,0,0,-0.240775666611546,0,0,0.166366234276721,0,0,0.15187364143051,0.0453363473700041,0,0,0,0,0,0.0548585018094206,0,0,0,0,0,0,0,0,0.0903508587756248,0.190459619406741,0,0,0.0316097828263402,0,0,0,0,0.0712279302905361,-0.139407885046173
X388.HK.EQUITY,0,0,0,-0.081467471105698,0,0.229212542354576,0,0,0,0,0,-0.0435950385499284,0,0,0,-0.0562432918092322,0,0,0,0.502294142699778,0,-0.123041968534752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144798076546812,0,0,0,0,0.0795864910125764,0.0409770618144493,-0.176835817084173,0,0,0,0.165871945289184,0
