,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.123435936877756,0,0.0481556049866231,0,0,0,0,-0.0158407826864291,0,0,0,0,0,0,0,0,0,0,-0.162468964840236,0,0.0347759637337674,0.641904820423858,0,0.495941363162842,0,-0.285980249908888,-0.140030601143657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00786675634460501
X601318.CH.EQUITY,0,0,0,0,0,0.206238417776125,0,0,0,0,0,0,0.0358794149818553,0,0,0,0.0727313513155678,0,0.0298073329702014,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.151870461789455,0,0.139386917063551,0,0,0,0,0.0716951872196827,0.165212620135962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279945036291108
X601939.CH.EQUITY,0,0.0241221291962296,0,0.789346340366201,0,0,0.00710957173300101,0,0,0.0431592339410532,0.071651652828684,0,-0.0589264498747211,0,0,0,0.0688171644927713,0,0,0,0,0.00121508541599174,0,0,0.0407654611919517,0,0,0,0,0,0,0,0,0,0,0,0.11169200078806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301773841932432,0
X601288.CH.EQUITY,0,0,0.956976818089151,0,-0.036671204579308,0,0,-0.101972591418968,0,0.0327380006556545,0,0,0,0,0,0.024755359213482,0,0,0,0,0,0,0,0,0.0811584962883455,0,0,0,0,0,0,0.0410503390271999,0,0,0,0,0,0,0.0213085492732312,0,-0.0836073019871277,0,0,0,0,0.000428385365615949,0,0,0,0,-0.0963823739614979,-0.0123419051415203
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0275931919263567,0.312161771999929,0,0.262023385103679,0,0,0,0,0,0,0.464720213814129,0,0,0,0,0,-0.0698504613927993,0,0,5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129605920695927,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685086988017205,0,0,0,0,-0.0537114498550305,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0715537865327998,0,0,0,0,0.00242202108194544,0,0,0,0,-0.0224805363720703,0,0,0,0,0,0,0,0,0,0,0,-0.13309411253616,0,0.998086966584213,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.269589170231683,0,0,0,0,0,0,0,0,0,0,0,0,0.28954863666235,0,0,0,0.106038979242736,0,0,0,0,0,0.177895684005369,0,0,0,0,0.0223257216108483,0.0315928833069252,0,0,0.0547129992538309,0,0.0381919923986871,0,-0.00213340799976237,0,0,0,0.158959264020445,0,0.0461568664568901
X5.HK.EQUITY,0,-0.0455060189889985,0,0,0,0,0,-0.0312304336166732,0,0,0,0,0,0,0,0,0,0,-0.0152981574306997,0,0,0,0,0,0,0,0.440207307542068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602101213849415,0,0,0,0,0,-0.247251647026152,0.232065101744889,-0.0698351223849161
X388.HK.EQUITY,0,0,0,0,0.218205445058156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129501594566274,0,0.255038922070522,0,0,0,-0.00860100681997581,0.112701300007957,0,0,0,0,0.130575811732329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178539136257189,0,0,0,0.282757713423078
