,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.146074640588389,0,0.0862141179024229,0,0,0,-0.0502410151519046,0,0,0,0.413339256358793,0,0,0,-0.0993185311927282,0,0,0,0,0,0,0,0,0,0,0,0,0.124248267719106,0,0,0,0,0,0,0,0,0.169156879838824,0,0,0,0,0.1215816919407,0,0,0,0.0239806878790026,-0.0454027701606645,0,0,0,0.0457023989745553
X601318.CH.EQUITY,0,0,0,0,0,0.132559394196043,0,0,0.125691998003682,0,0.0901353916578434,0,0.0570545046007138,-0.110114914403577,0.102213513983089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960964888726192,0,0,0,-0.204880250296071,0.169219545198023,0,0.137481731940965,0.12161564919861,0,0,0,0,0,0.280053200126532,0,0
X601939.CH.EQUITY,0.320228727547856,-0.0099178199930126,0,0.205355287967248,0,0.190066552047172,0,0,0,0,0,0,0,0,0.157938171117892,0.0415080859935601,0,0,0,0,0,0,0,0,0.0504206009323416,-0.101611298780973,0,0,0,0,0,-0.0376827496812781,0,0,0,0,0,-0.0779673489278389,0,0.322140754754838,0,0,0,0.00734146988675019,0,0,0,0,0,0.0272310475060017,0,0
X601288.CH.EQUITY,0.425018447627103,0,0.141017830602222,0,0,0.186235104860319,0,0,0.0410528870599565,0,0,0,0,0,0,-0.0883022112919398,0.0469639068381665,0,0,0,0,0,-0.0321040071376506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164770892027158,0,0,0,0,0,0,0,0,0.204647433235111,0,0,0
X5.HK.EQUITY,0,-0.128679403194155,0.0399295508461715,0.296591806883455,0,0,0,-0.253726431178243,0,0,0,0,0.164332374835681,0,0,0,0,0,0,0,0.535797646947859,0,0,0,0,0.281595085937776,0,-0.024196015129723,0,0,0,0,0,0.0245947766242714,0,0,0,0,0,0,0,0,0,0,0,0,0.210467209566956,0,-0.0792510626615674,0,0,0
X601988.CH.EQUITY,0.215775152342906,0.0078247867753386,0.246836420936361,0.0354982625355221,0,0,0,0,0.0793578895642394,0,0.0725943531691529,0,0,-0.267147956563556,0,0,0,0,0,0,0,0,0.0572688251940219,0,0.190418851334728,0,0,0.157293914604772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131256251025672,0,0,0,0,0,0,0,0.0852658538578143
X600036.CH.EQUITY,0,0,0,0,0.111917465023507,-0.0522633311160518,0,0.261113126874098,0,-0.0419590674076752,0.0109480956498384,0,0.345794065698858,0,0.246113840600441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773293806566859,0,0,0,0.0846567225286583,0,0,0.140514915205333,0,0,0.0387972101260909,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0744655292140441,0,0,0,0.233788980472989,0,0,0,-0.162899720489768,0,0,0,0,0,0.443631901889535,0,0.0829677793223776,0,0,0,0,0.239578576104383,0,0.0562103712938902,-0.114255300843615,0,0,0,0,0,0,0,0,0,0,0.0414426287061139,0,0,0,-0.0197848307914982,0,0,0,0,0,0
X601628.CH.EQUITY,0.202034809095176,0.317924561860987,0,0,0.0120048527281657,0.0361485492814452,0,0,0,0.0375583234848017,0,0,0,0,0,0,0,0,0.0705559829165561,0,-0.12105958465009,0,0,0,0,0,0,0.0209955472127323,0,0,0,0,0,0,0,0,0,-0.167915481388541,0,0,0,0.0752769581884937,0.151046558601557,0,0,0,0.104632767708278,0,0,-0.107428980363349,0,0.104877872843248
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437682468222326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
