,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.365988960835549,0,0.0364206243306234,0,0,-0.00884780223430265,0,0,0.0611270097690878,0,0,0,0.109190871386578,0,0.159252719015756,0,0,0,0,0,0,0,0.116376562041677,0,0,0,0,0,0,0.0592594522217577,0,0,0,0,0,0,0,0,0,0,0,0,0.000412255071097237,0,0,0,-0.145987809278305,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.00408499991380197,-0.0140831508321415,0,0,0,0,0,0.168783967953149,0,3.46944695195361e-18,0,0.315880670226841,0,0,0,0,0,0,0,0,0.0123500826369933,0,0,0,0,0,0,0.215233975608635,0,0.0637846488040659,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.156223242010857
X601939.CH.EQUITY,0,0,0,0,0.711990730911022,0,0,0,0,0.0503573429190535,0,0.202367310883046,0,-0.0267827730266131,0.0669034015084047,0,0,0,0.0597524420046304,0,0,0,0,0.0140494499612068,0,0,0,0,0.00134742808890717,0,0,0,0,0,0,0,0,0,0,0,0,0.0553956457184737,0,0,0,0,0.00509414407270055,0,0.00337815334561561,0,0,-0.0540303627464606
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0
X601288.CH.EQUITY,0.170870178957471,0,0.834335030840806,0,0,0,0,-0.0795515003694413,0,0,0,0,0,0,0,0,0.0206520656085733,0,0,0,0.0238727399370663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706605978964095,0,0,0,-0.0119213060393364,0.00952504837459717,-0.17298724047529,0,0,0,0,0,0,0,0,0,-0.00526723927329163,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.142482580020231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105193036928047,0.00190333389032526,0,0,0,0,0,0,-0.00833456964768991,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311203906273745,-0.0594102810781292,0,0,0,-0.0932495539477094,0.908895610010781,0,-0.0903132731905784,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0752137895582756,0,0,0,0,0,0,0,0,0,0,-0.0324951820082032,0.288789107523955,0,0,0,0.137334531482628,0.019655511574727,0,0,-0.130598378547891,0.0693759308012818,0,0,0,0,0,0.113197652668737,0.0395068630704856,0,0,0,-1.73472347597681e-18,0.117484068412962,0.170667555735742,-0.06685705544096,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251886558548204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637577292894059,0.365405152921078,0.0234396818759031,0.112883771739626,0,0,0,0,-0.0650916177546219,0,0,0.084682401213948,0,0,0,0,0.147030103490914,0.323223444969513,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.176692584753718,0,0,0,0.0991552155771565,0,0,0,0,0,0,0,0.0797945250639528,0.0302603719344794,0,0,0,0.100141209973434,0.353197470115754,0.106126747547028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104491023042495,0.204496082470324,0,-0.315066598143923,0,0,0,0,0,0.0401422840652218,0,0,0,0.00174436042416734,0.0513947443005575
X600030.CH.EQUITY,0,0,0,0.0212529569546775,0,0,0,0,0,0,0,0,0,0.418097048670479,0,0,0.0073253439799861,0,0,0.12833799083166,-0.00104846713848721,0,0,0,0,0,0,0,0,0,0,0,0.249002313626496,0.0101829194690598,0,0,0,0,0.197663485203994,0,0,-0.0178422004906784,0,0.0384993977648649,0,0,-0.0877245179389076,0.111683823215106,0,0,0,0
X601658.CH.Equity,0.115976561322667,0.0371751399185044,0.328506204514186,0,0.0111786902199183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19069673344145,0,0,0.181056128780316,0,0,0,0,0.0465574271489751,0,0,0.0108181622642705,0,0,-0.0387386723521886,0,0,0.074244622582074,0,0,0,0.0591364719230369,0,0
X601166.CH.EQUITY,0,0,0,0,0.0475829698324608,0,0.0811738010403891,0,0,0,0,0,0,0,0.00274631450505536,0.0257528694042899,0,0,0,0,0,0.0306935074972788,0,0.0616193562735774,0.482075980431379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356371989204712,0,0.0255525982967487,0,0,0,0.205179797788342,0,0.0296026740473287,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.669385258135958,0,0,0,0.0565372337952202,0,0,-0.0138738267109322,0,-0.075699890221193,0,0.0312912392616306,0,0,0,0,0,0,-0.00245254141529545,0,0,0,0,0,0,0,-0.0197330829370014,0,0.198339352384785,0,0,0,0,0,0,0,0,0,0,-0.0104680346152146,0,0
X000002.CH.EQUITY,0,0,0,-0.244568941864324,0.206376142646628,0,0,0,0.318129238410791,1.73472347597681e-18,0,0,0.0778555666810173,0.362973805925505,0,0,0,0,0,0,0.077604420529618,0,0,0,0,0,0,-0.0457079004988537,0,0,0.0335968641891696,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0528561178903236,0,0,0,0,0.0207864461234506,0,0,0.0776787959555882
X000001.CH.EQUITY,0,0.0550518033844055,0,0,0,0.611395342870253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493952555603615,0,0,0,0,0.155082208377551,0,0.114715941363437,0,0,-0.207670895420717,0.150434803236805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545195148099522,-0.0404904273042776
X601328.CH.EQUITY,0.32420624040248,0,0.010540623336822,0,0,0,0,0,0,0,0,0.00437105867310319,0,0,0,0,0,0,0.108875417646117,0,0,0,0,0,0.00733552086021965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047396333735642,0,0,0,0,0,0.161556741795567,0,0,0,0,0,0,0
