,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.236936334810478,0,0.215753576140833,0,0,0,0,0,0,0,0.0135166637526603,0.256298069582568,0,0,0,0,0.0976942366609375,-0.0786084457952618,0,0,0,0,0,0,0,-0.137908570758862,0,0,0,0,0,0,0,0,0,0.0437949883795149,0,0,0.110530677188617,0,0,0,0,0,0,6.93889390390723e-18,0.0671691193837326,0,-0.0157631480508201,0,0.0439526487540971
X601318.CH.EQUITY,0,0,-0.0539824280269007,0,0,0.0645158249269815,0,0,0.228030975504506,0,0,0,0.138479209850016,0,0,0,0.217900877138888,0,0,0,0,0,0,-0.0117627809048277,-0.00881358544018686,0,-0.10763226971109,0,0,0,-0.154786987712724,0,0,0,0.230289107296801,0,0,0,0,0.140153177595268,0.2801925566485,-0.249629319277033,0,0.250875679143731,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.659600218983923,0,0,0,0,0,0,0,0,0,0.083324337983496,3.46944695195361e-18,0.0332764556597384,0,0,0,0,0,0,0,0,0,0,0,0.00168172220379496,0,0,0,0,0,0.0561494068842525,0,0,0.241401328886626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292763320444241,0,0.0903599312416393,0,0,0.401068788352024,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0263109228572082,0.121776776442674,0,0,0,-0.0481136982173013,0,0,0,0,-0.0445070715379612,0,0,0,0,0,0,0,-0.0460600614469951,0,0,0,0,0,0,0.14196995148482,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.206751351422348,0,0.229828887940104,0,0,0,-0.0515982601121587,0,0,0,0,0.199211889827567,0,0,0,0,0,0,0,0.486213674390636,0,0,0,0,0,0,0,0,0,0.32723514605385,0,0.0234160764239336,0,0,0,0,0,0,0,0,0.0523464689178569,0,0,0,0,0,0.178844655498585,0,-0.0631556703158422,0.0835466715010466,0
X601988.CH.EQUITY,0.184990007880239,0.0381142702199342,0.209927469372856,0,0,0,0,0,0.143279988220252,0,0,0.0170633326757215,0,-0.202495176143725,0,0,0,0,0,0,0.0785804707316052,0,0.154382845696185,0,0,0,0,0,0,0,0,0,0,0.0526792262516765,3.46944695195361e-18,0,0.0295407276272464,0,0,0.194899265282238,0,0,0,0.0829093569891989,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164427448039286,0,0,0.0317934718437223,0,0.127542313377933,0,0.372952537624422,0,0.0321998777565116,0,0,0,0,0,0,0,0,0,0,0,0,0.0847507584673774,0,0.110220071820027,0.0238987462332066,0,0.0527865992277048,0.00918611460340594,-0.0212010282350668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135277725292437,0,0,0,0.120737500096995,0,0,-0.079349705025853,0,0,0,0.23123603215929,0,0,0.0624418154746765,0,0,0.0307378958315517,0,0.0316535295006879,0,0.0585865749252562,0,0,0,0,0.0187211713683367,0.250631561008413,0,0.00377411328600273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.237662621884676,0.139131024747957,0,0,0,0.00570638481901338,0,0,0,0,0,0,0,0,0,0,0.0478936065002765,0,0,0,-0.123487903501859,0,0,0,0,0,0,0.156443714889088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925575293328285,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.172579422603165,-0.448770334091129,0,0,0,-0.109880723861866,0,0,0,0,0,0,0.642713676802329,0,0,0,0,0.182600963162874,0,0,0,0,0,0,0.0268260969990741,0,0,0,0,-0.568193481365442,0,0,0,0,0,0.0174803965235093,0.52654467280181,-0.222443906364694,-0.0467013114439167,0,0,0.0647399669560167
