,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0511896087179494,0.205376015654204,0,0.0415891778289332,0.0286312767543291,0,0,0,0,0,0,0,0,0,0,0.201236025145252,0,0,0,0,0.0223825000548262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624948960692268,0.0025876598795524,0,0.0292580178147316,0,0,0.10209390261566,0,-0.0353189143835396,0
X601318.CH.EQUITY,0,0,0.0977031816848981,0,0.100649612000261,0,0,0,0.120772887640145,0,0.0981788078233287,0,0.0381949090814739,0,0,0,0,0.0680536099064052,0,0.190394721713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436345111170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146882517526969
X601939.CH.EQUITY,0,0,0,0.0764875998667016,0,0,0,0,0,0,0.109033353984607,0,0,0,-3.46944695195361e-18,4.33680868994202e-19,0,0,0,0,0,0,0.640810109649425,0,0.150098585482109,0,0,0,0.0821483229484823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.16568505151806,0.126964561826958,0.0420587809127876,0,0,0.104558842490666,0,0.396657491603033,0,0,0.0450434494696212,1.73472347597681e-18,0,0,0,0,0.000378636698032805,0,0,0,0,0,0,0,0,0,0,0.0590538063197833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287475852881637,0,0,0,0,0.0570754981921422,0,0,0,-0.0927242082710026
X600036.CH.EQUITY,0,0.131503972154421,0,0,0,0,0.200209665974475,0.0223896684171995,0,0,0,0,0.173525405370728,0,0,0.127109379912469,0,0,0,0,0,0,0.175573114463141,0.24581865004813,0,0,0.00129239835519209,0,0,0.0372775038913215,0,0,0,0,0,0,0,0.00461091030154494,0,0.0711903844321015,0.0196388484400431,0,0,0,0,0,0,0,0,0,-0.0669115987167229,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725636149146214,0,0,0,-0.0864323982929251,0,0,0.0729717995203056,0,-0.0850338904329953,0.0317062989220432,0,-0.0697498605427496,0,0,0,0,0,0,0,0,0,0,0.644024736773164,0,0,0,0,0,0,0,0.0755611056357341,0,0,0,0,0.245064796201622,0,0,0,0.136709473761575
X1299.HK.EQUITY,0,0,-0.0956093104884602,0,0.114046809196544,0,0,0,0,0,0,0.192424103079645,0,0,0,0,0,0,0,0,0.138972960428177,0,0,0,0,0,0.164627820712644,0,0,0,0,0,0.0493296638456942,0,0,0,0,0,0,0.0329869245725401,0.132630623280377,0,0.0862653597080472,0,0.048965334437124,0.118284705211311,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663342679121668,0.15839603047563,0,0,0,0,0,-0.00367802995786292,0,0,0,0,0,0,0,0,0,0.084231361248168,0,0,0.237452497762917,0,0,0.00780516453672818,0,-0.0239269014837398,0,0.100486848075712,0,0.132652781740817,-0.0107893241052887,0,0,0,0,0,0,0,0,-0.0188537725677619,0,-0.0324705611938672,-2.71050543121376e-20,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00848755281620727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130297668457579,0,0,0,0,0,0.0852787125419005,0.179403862824621,0,0.0145283376932567,0,0,0,0,0,0,0,0,0,0,0.345805483070554,0,0,0,0,0,0.152206667644014,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850490228755238,0,0.0419113811791016,0.0376635964407982,0,0,0,0,0.0348505000484232,0,0.123162286753548,0,0,0.0439824419141771,0,0,0,0,0,0,0,0.158186888237036,0,0,0,0.391089835614145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X601658.CH.Equity,0,0.108613315955347,0,0.0891556101964657,0,0,0,0,0,0.32424185990593,0,-0.0330407921594417,0,0,0,0,0,0,0,0,-0.0650459079818843,0,0,0,0,0,0,0.286994037296919,0.280948873782692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134863306737748,0,0,-0.175170028570992,0,0,0.0375462499227844,0
X388.HK.EQUITY,0,0,-0.0350097797394382,0,-0.11097284221592,0,0.132704958896773,0,0,0,0,0,0,0,-0.12814978674731,0,0,0,0,0,-0.111817130047893,0.54438500116446,0,0,0,0,0.17888190499759,0,0,0,0,0,-0.0309368379189934,0,0,0,0,0,0.0961720211331401,0,0,0.135062878293167,0.0304474349023047,0,0,0,0,0,0,0,0.123531866114606,0
X000001.CH.EQUITY,0,0.112421265061121,0,0,0.460679216660901,0,0,0,0,0,0,0.0847931135125841,0,0,0,0,0,0,0,0.0540103367476453,0,0,0,0.389478093814257,0,0,0.222341844754284,0,0,0,-0.279186410899356,0,-0.0786202346674821,0,0,0,0,0,0,0,-0.0157060455323609,0,0,0,0,0,0,0,0,-0.134185344062139,0.0834331052608756,0.0167337586234801
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0612225599821227,0,0,0,0,0,0,0.416533431387443,0,0,0.0335831308101195,0,0,0,0,0,0,0,0,0,0,0,0.0441663646449772,0,0.208201857319795,0.0463739120102771,0,0,0,0,0.234934632669297,0,0.0458852444885525,0.0327455685208043,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.0365470622803983,0,0.046904596646278,-0.066425555434558,0.309903261801715,0,0,0,0,0.0715844963512782,0,0.255684181027018,0,0,0,0,0,0.104375908364484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544370481660348,0,0,0,0,0,0.082284456040271,0.015788318767116,0,0,0,0.0656352745732122
X000002.CH.EQUITY,0,-0.0257452409125168,0,0,0.097376127866696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231689193945632,0,0,0,0,0,0.432630497380502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101130050463339,0,0,0,0,0,0,0,0,0.105904800723896
X601328.CH.EQUITY,0,0.0190968046656875,0,0,0.00956974978937272,0,0,0,0,0,0.0149151865258301,0,0,0,0.045475086986507,0,0,0.220558237267284,0,0,0,0,0,0,0.302744299054792,0,0,0,0.0594603245862236,0,0,0,0,0,0,0,0,0.0312203387643614,0,0,0,0,0,0,0,0,0,0,0.00261177591084711,0,0,0
X600000.CH.EQUITY,0,0.0244392593318223,0,0,0.0630438776283954,0,0,0,0,0,0.0908668528789166,0,0,0,0,0,0.483665798905758,0,0,0,0,0,0.0843666798145699,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0723508743146495,0.0515264475076788,0,0.0193235035479559,0,0,0.035190253620914,0.0467304715864397,0,0,0,0.0195050240141118,0,0,0
X601066.CH.EQUITY,0,0,0.0495162058979911,0,0,0,0,0,0,0,0,0,0,0.691916372020777,-0.00437590324727286,0.0107928942945858,0,0,0,0,0,0,0.0335981231843882,0.0226195101273313,0,0,-0.111312081307567,0.027160030649809,0,0,0,0,0,0,0,0,0,0,0.150826175529792,0,0,0.0251317933871152,0,0,0,0,0,-0.104953265621467,0,0,-0.0237766300700711,0.119968193664266
X601319.CH.EQUITY,0,0.0282810491540695,0,0,0.00306741756578247,0,0,0,0,0,0,0,0.0873202247977826,0,0,0,0,0,0,0,-0.0355829003040862,0,0,0,0,0,0,0,0.0246811737335415,0,0,0,0,0,0.381418939070139,0.138474845232117,0,0,0,0,0,0.038428446004403,0,0.0334060363403004,0,0,0.390976310880605,0,0,0,0.0713773271769263,0
X16.HK.EQUITY,0,0,0,0,0,0.123860806812384,0,0,0,-0.0467895920059003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202649046013191,0,0,0,0,0.245096201097058,0,0,0.0928865143423094,0,0,0,0,0,0,0.139192252782896,0.148639738358784,0,0,-0.0881266187032109,-0.531019559251493,0.0619110258393853,0,0.0939641413077671,0,0,0.0630334619352562,0
X300059.CH.EQUITY,0,0.0829033712582912,0,0,0,0.0298319494171994,0,0,0,0,0,0.109918694969716,0,0.326888317339798,0,0,-0.1117575519455,0,0.0128279387878557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436508332789806,-0.0267629601339788,0.384049742510576,0.190047063394041,0,0,0,0,0,0,0.0141419848361363
X601998.CH.EQUITY,0,0,0,0.402770018394459,0,0,0.255785751826245,0.0688893189888547,0,0,0,0,0,0,0,0.152236430439308,0,0,0.0768148571370937,0,0,0,0,0,0,0,0,0.461774784876945,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272786078899718,0,0.0515518206297739,0,0,0,0,0,0,0,0,0
