,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0886545947542959,0,0.415655317441359,0,0,0.0463276848102881,0,0.240232627170255,0,0,0.14716528560444,0,0,0,0,0,0.0265116580556041,0,0.008213638359129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599639563859198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.4012672884414,0,0,0.11579135312239,0,0,0,-0.0716572002147718,0,0.0177264765658208,1.38777878078145e-17,0,0.399913688839217,-0.0390571658655019,0,0,0,0,0,0,0,0,0,0,0,-0.0984559128982029,0,0,0,0,0,0,0.132859281642204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734415488747792,0.0197487506628097
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.453236742129218,0.000555948029291056,0,0,0.405396766710692,0,0,0,0,-0.0200988345028873,0.0435220368696292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404532595399043,0,-0.0522103112764963,0,0,0,0,0,0,0,0.0673761840057492,0,0,0,0,0,0,0,0,0,0,-0.0283948023100804
X601988.CH.EQUITY,0,0,0,0.279245466888902,0,0,0,0,0,0.00145005540457303,0,0,0,0,0,0,0,0.136290531031561,0.135519831104813,0,0,0,0,0,0,0,0,0,0.00148960813805254,0.0667942595252869,0,0,0,0.0119034058601433,0,0,0.0472380459534081,0,0,0,0,0,0,0.165947900622952,0,0,0.147615201325827,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0636054565360196,0,0,0,0.109905923681478,0.271705799810859,0,0,0,0,0,0.619345189060282,0,0,0.0402382533782656,0,0,0.325613272108287,-0.433913172742085,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0901600948770792,0.130435413468959,0,0,0,0,0,0,0,0,0,0.095496019360632,-0.0326628641250547
X600036.CH.EQUITY,0,0,0.0192353476051389,0,0,0,0,0,0,0,0,0.485577655562343,0,0,0,0,0,0,0,0,0,0,0,0.0452714694465772,0,0.145552457163386,0,0,0,0,0,0,0,0,0.0918411922779796,0,0,0,0,0,0,0.0398134110956185,0,0,0,0,0,0,0,0.223512771041983,-0.00716875446785614,0.0242008692488851
X1299.HK.EQUITY,0.000866968925081688,0,0,0,0,0,0.104331352360498,0,-4.33680868994202e-19,0,0,0,0,0,0.107435122784265,0,0,0,0,0,0.228735285069873,0,0,0.0995962144940561,0,0,0,0.103643944082003,0,0,0,0,0,0,0,0,0.178991682972922,0,0,0,0.185067084537623,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0
X601658.CH.Equity,0,0,0,0,0.155399297937895,0,0,0,0,0,0,0,0,0,-0.265976521185162,0,0,0,0,0,0,0,0,0.0683458768094065,0,0,0,0,0,0.569267426521882,0,0,0,0,0.121876798517092,0,0,0,0,0,-0.39693550424931,0.0580719183900248,0,0,0,0,0.7730961855463,0,0,0,-0.0494669617454553,-0.13268117085771
