,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.448778655193247,0,0.102901827341603,0.0674659508696068,0,0.0577391933159273,0,0,0,0,0,0.0414848635958593,0,0,0,0,0.0455454891512287,0.0477224043303934,0,0,0,0,0,0,0.116486200888652,0,0.0133424840426143,0,0,0,0.0177409864746449,0,0,0,0,0,0,0.001656051064804,0,0,0,0,0,0,0,0,0,0,0.0126099529797285,0
X601939.CH.EQUITY,0.253414808837902,0,0,0.368510101925045,0,0.14906059116417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315513606653258,0.0469317899045146,0,0,0,0,0,0.0814241757148131,0,0,0,-0.0124085765102146,-3.46944695195361e-18,0,0.00857180071647509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109459957811832
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0
X601288.CH.EQUITY,0.217295686671801,0.0754416911086788,0,0,-0.0155208977393878,0.0162398566847588,0,0,0,0.156020154992104,0,0,0,0,0,0,0,0.118919916322394,0,0,0,0,0,0,0.00648422693076733,0.270849630019882,0,0.0731267467524634,0,0.0687833405199087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.40370911362277,0,0.208804621853312,0,0,0,0,0,0,0.255157596202323,0,0,-0.44538003003643,0,0,0.000229759229132641,0,0,0,0,0,0,0,0,0.140237142271881,0,-0.202643063873507,0,0.643280919178571,0,0,-0.424211212681019,0,0,0,0,-0.0467149880631315,0,0,-0.432469403449927,0,0,0,0,0.266969386744713,0
X601988.CH.EQUITY,0.0130178083110546,0.271101511737014,0,0,0,0,0,0,0.0265688240375305,0,0,0,0.109293258307738,0,0,0,0,0,0,0,0,0,0.607808406313629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297195423930931,0.049479704299276,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.100056294636952,0,0,-0.11026666130839,0,0,0.169920798441775,0,0,0,0,0,-0.0850896452120838,0,0.282417876213737,0,0,0,0.0140658820733308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524700852095883,0,-0.00369712039176445,0,0,0,0,0,0,0.289446133636342,0,0.123142183782319
X601628.CH.EQUITY,0,0,0.146519949086415,0.0753437537082889,0,6.93889390390723e-18,0,0,0,0,0.0515987979302486,0,0,0,0,0,0.0677676848635603,0.0911373199828735,0,0,0,0,0,0,0,0.0837965234380275,0,0,0,0,0,0,0,0.0316057020609757,0,0.229357770829324,0,0,0,0,0,0,0.129917305147729,0,-0.0402026019968944,0.0855537671484731,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0665046511442414,0,0.000897585803467014,0,0.0468382394611918,0.00578714637049843,0,0,0,0.116058991122056,0,0,0,0,0,0,0,0,0.0128718564557157,0.200605549211357,0,0,0,0,0,0,0,0,0,0.150604128910082,0,-1.73472347597681e-18,0,0,0,0,0.170689594037448,0.267134814046285,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0
X601166.CH.EQUITY,0,0.125282690580896,0.0121496876467487,0,0,0.0517099152174248,0.197095354001047,0,0,0,0,0.119240858482539,0,0,0,0.030840057248209,0,0,0,0,0,0,0.158634364117146,0,0,0,0,0,0,0,0,0,0,0.0481924074361092,0,0,0,0,0,0,0,0,0,0,0,0.10642046424125,0,0,0,0.0419485473184726,0.0276463249243893
X600000.CH.EQUITY,0,0,0,0,0.0714103207824351,0.00251943078075561,0.257011704118437,0.0891799281539359,0,0.100881119119963,0.080473568768486,0,0,0,0,0,0,0,0,0,0,0,0.124047436730492,0,0,0,0,0,0,0,0,0,0,0,0,0.0255045831497915,0,0,0.00166730065981237,0,0,0.0025848511303071,0,0,0,0,0,0,0.0430165401362839,0,0
X11.HK.EQUITY,0,0,0,0,0.126961841802667,0,0,0.0138186014493916,0,0,0,0,0,0,0.312049203856381,0,-0.0608924016960054,0,0.315518182398073,0.216345180435311,0,0,0,0,8.67361737988404e-19,0,-0.459075523255049,0,0.00269355983320598,0,0.0868396974685468,0,0.163823717018765,0,0,0,0,0,0,0,0,0.22502965633067,0,0,-0.0972475294686714,0,-0.0381079117296907,0.0728689138056628,0,0,0
X16.HK.EQUITY,0.0972053454357787,0,0,0,0,0,0,0,-0.0945590732476884,0,0,0,0,0,0,0,0,0,0,0,0,-0.161324481517627,0,0,0,0,0,0,0.148912298738221,0.139262019017741,0.172247137708581,0.213235699159676,0.211648010136225,0,1.0842021724855e-19,0,-0.0568261687749294,0,0,0,0.0348625168094293,0,0,0,0.171845406714731,0,0,0,0,0.0455668501222892,0
X2388.HK.EQUITY,0,0,0,0,0.0599349506318484,0,0,0.0556973896277536,0,0,0,0,0,0,0,0,0,0,0.0249832540616377,0.0673634549310539,0.0425009920818683,0,0,0,0.142620806984842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497075414720601,0,0.00147939605147516,0,0
