,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.106367063606114,0,0.373962541546843,0,0,0.0148010032466769,0,0.154621043170556,0,0,0,0,0,0,0,0,0.152404190266019,0,0,-0.0572110209673584,0,0,0,0,0,0.004899858932024,0,0,0,0,0,0,0,0,0,0,0.100711722636947,0,0,0,0,0,0,0,0,0,0,0.107293557660258,0,0,0
X601939.CH.EQUITY,0.362412897686526,0,0,0,0,0,0,0,0,0,0,0.0383506066153745,0,0.496979215728098,0,0,0,0,0,0,0,-0.0338564177564959,0,0,0,0,-0.0344193850561481,0,0,0,0,0,0,0,0.0631627306640686,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0235127937144379,0,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.373996507632311,0,0,0,0.418086367704812,0,0,0,0,0,0.0424555655160486,0,0,0,0,0,0.0869776633599472,0,0,0,0,0,0,0,0,0,0,0,0,0.0418282048761854,0,0,0,0,0,0,0,0,0,0,0,0,0.00289004330779064,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0373087654288062,0,0.270286221864866,0,0,0,0,0,0,0,0,0,0.021528756125753,0,0,0,0.109929578921909,0,0.273440464591205,0,0,0,0,0,0,0,0,0,0,0.0540101080060488,0,0,0.0960010116771664,0,0,0,0,0,0,0,0,0,0.00883042564215847,0,0.0854051567112399,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.169643192127389,0,0,0,0,0,0,0,0,0.0084322885711186,0,0,0,0,0,0,0,0.42073137236246,0,0.12552875787305,-0.00915347402682617,0,0,0,0,0,0,0.0945355185041309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464916181142253,0.032082816345998,0
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00100135648317132,0.168146395016158,0,0,0,0,0,0,0,0,0,0.212005269598773,0,0,0,0.271419967844474,0.0761380208083659,0,0,0,0,0,0.0802721400521263,0,0,0,0,0.297512854484149,0,0,0,3.46944695195361e-18,0,0,0,0.0201608131951883,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0524605639568427,0,0,0,-0.0306768242817554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361403571753767,-0.538077662790027,0,0,0.358626193295249,0,0,-0.0246700332792825,1.13911098746193,0,0,0,0,0,0,0,-0.0314136693591223
