,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.211099364898201,0,0.0177733091453061,0,0,0.386779507639797,0,0,0,0.020542790875011,0,0,0,0,0,0,0,0,0,0,0,0,0.237406223803365,0,0,0,0.026203930081479,0,0,0,0.101010986183707,0,0.0669001266399359,0,0,0,0,0,0,0,0.0299974767622431,0,0,0,0,0,-0.101458291474496,0,0,0
X601318.CH.EQUITY,0,0,0.128877551228074,0,0,0,0,0,0.168399401246951,0,0,0,0.205252070677542,0,0.09148064204417,0,0.0336483142319293,0,0.0465016368542471,0.00949859376569395,0,0.0584046415516027,0,0,0,0,0,0,0.179073839436815,0,0,0.0480055577224788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152161250590824,0.152087682546518,0,0,0,0,0
X601939.CH.EQUITY,0.54090331169047,0.0948631603128454,0,0,0,0,0,0,0.133725400114202,0,0.13093880391365,0,0,0,0,0,0,0.054285340654306,0.148655019158808,0,0,0,0,0,0,0,0,0,0,0.187740935558533,0,0,0.0375063892550394,0,0,0,0,0,0.0767162597928866,0,0,-0.0863488414922319,0,0,0,0,0,0,0,0,0.0137925584918988,0
X600036.CH.EQUITY,-0.0232515001633194,0,0,0,0,0.212102052799856,0,0,0,-0.127436304481149,0,-0.0356451843762003,0.108747504847806,0,0,0.137319344633841,0,0,0.153034166305511,0,0,0,0,0,0,0.425579687000815,0,0,0,0.0434031712464474,0,0,0,0,0,0,0,0,-0.0679173012022192,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0461881326335006,0,0,0,0,0.552050064310871,0,-0.080537064075176,0,0,0,0,0,0,0,0,0.0358952771386852,0,0,0,0,0.088185271141899,0.104447147693343,0,0,0,0,0.112967687246624,0,0,0.0795666185655572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200931462366104,0.00124377485342456,0.00582731529098277,0.0387363646040718,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0624507632293526,0,0.127789247618801,0,0,-0.0216794435472467,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.212302405909106,0,0,0,0,0,0,0,0,0.0774832897909865,0,0,0,0,0,0.0566569646012221,0,0,0.106968160358469,0,0,0.141712633424829,0,0,0,0.210342656551799,0,-0.170519776828194,0
X601628.CH.EQUITY,0.0549766188316004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538095880311733,0.156738134799472,0,0,0.0058042878379189,0,0,-0.160205911079776,0,0,0,0,0,0,0,0,-0.0353819433698664,0,0,0,-0.0206631931576532,0,0.474151861600291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.031423723745634,0,0,0,0.478962173743933,0,0,0,0,0,0,0.0425452294104184,-0.0479689528073458,0,0,0,0,0.229549113762571,0,0,0,0,0,0,0.0105514751455617,0,0,0,0,0,0,0,-0.104287656878678,0,0,0,0,0,0,0,0,0.116619558439335,0,0.14622920705671,0,-0.0411493936092917,0,0,0,0,0,-0.0675729869630851
X5.HK.EQUITY,0,0.145554503003142,0.00271756545979613,0,0,0,0,0,0,-0.182727242915378,0.0651683225085518,0.0890193296009091,0,0,0,0,0,0,0,0,0,0,0,0.222891522204908,0,0,0.152547991526767,0.0378937421990654,0,0,0.000294889078559916,0,0.132815601609037,0,0,0,0,0,0.254806489283698,0,0,0,0,0,0.218329562429161,0,0,0.0171096383302066,0,0,0,-0.0468370414536562
X388.HK.EQUITY,0,0,0,-0.0696049840569172,0,0,-0.110828664360679,0,-0.210755587544912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835407124287002,0,0,0,0,0,0,0,-0.179208739510999,0,0,0,0,0.216763066151358,0,0,0,0,0.199325056086307,0.219921849309638,0,0,0,0,0.114800000414348,0,0.118891659297617,0
