,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279067865924166,0.0524625894896736,0.0798737187889507,0,0,0,0,0,0,0,0,0,0,0.156895972458151,0,0,-0.115665981184112,0,-0.244437558453409,0,0,0,-0.33638859840048,0,0.117082911714222,0,0.774425643372185,-0.000482145379518212,0,-0.0805519706006079,0,0.197057233084484,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.230859048763341,0,0,0,0,0,0,0.157374102781185,0,0.138317734215321,0,0,0.0346088236358141,0,0,0.0267176896086701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146955663173494,0,0.118425625608209,0,0.2041990545706,0,0,0,0,0,0,0,0,0,0,-0.108138562977464
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0290359372862197,0,0.36279397907922,0,0,0,0,0,0,0,0.086161968214208,0,0,0,0,0,0,0,0,0,0,0,0.10549175124064,0,0,0,-0.322376717566196,-0.302697514884505,0,0,0.200510992600627,0.0631599978963725,0.528457845204422,0,0,0,0,0,0.224213598626623,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.635475329816827,0.306179728635123,0.102003615256751,0.497465161634611,0,0,0,0.218388093462505,0.222449148114385,0,0,0,0,0,0,0,0,-0.340817351192101,0,0,0,0,0,0,0.0777140184804832,-0.709929534375098,0,0,0,0,0,0,-0.370745589539329,0,0.331860166266071,0,0,0,0,0.332881175579837,0,0,0,0
X5.HK.EQUITY,-0.0836932391026626,-0.112469762167278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597073750134166,0,0,0.401432995828367,0,-0.0147669293539668,0,0,0.141423708522337,0.0308546119298389,0,0,0,0,0,0,-0.0587227383092479,0,0,0,0,0,0,-0.144471307576458,0,0,0,0.0785730883373751,0,0,0,0,-0.122274148999663,0,0.0233943048460395,0
X601988.CH.EQUITY,-0.28141839478193,0,0,0,0.347933935910487,0,0,0,0,0,0,0,0,0,0,0,0,0.179135404712721,0,0,0.654140556542848,-0.0183536325909515,0,0,-0.0349897165882064,0,0,0,0,-0.480951841476628,0,0,0,0,0,0,0,0,0.0802696132975647,0,0,0,0,0,0,0.105085254631855,0,0,0,0,0
X600036.CH.EQUITY,0,0.367571650024207,-0.0817438613684333,0,0,0,0,0,0,0.616435761592558,0,0.0752632956055758,0,0,0,0,0.0145429560813359,0,0,0,0,-0.0844433549764932,0,0,0.24710866075682,0,0,0.104214276445901,0,0,0,0.0428776424157815,0,-0.3476289428466,0,0,0,0,0,0,0,0.112088387432469,0.119756814419568,0,-0.0441228057217137,0,0,0,0,0,0.076276440399798
X1299.HK.EQUITY,0,0,0,0,0.168647692504583,0,0,0,0,0,0,-0.125792059913097,0,0,0.0508482672298838,0,0,0,0.0152568352789602,0,0,0.148455088214659,0,0,0,0.157594650405666,0,0,0.0576387257888765,0,0.212474769818901,0,0,0.00127041683099693,0,0,0,-0.0240001896796864,0,0,0,0,-0.123794242252426,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0589848486688954,0.00482304097688539,0.0345416799899868,0,0,0,0,0,0,0.0694251162762687,0,0,0.357854519397423,0,0,0,0,0,0,0.0873121242673042,0,0,0,0,0,0,0,0,0,0,-0.0393663656095003,0,0,0,0.0708502568373276,0.144747397421852,0,0,0,0,0,0,0,0,0.100501848564811,0,0,0,0,-0.079118182264926
X601328.CH.EQUITY,0,0,0,0.00379290025480832,0,0,0.467115238703336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596292598907083,0,0.210981933210878,0.184485268107702,0,0.119432640422376,0,0,0,0,0,0,-0.213985713813175,0,0,0,0,0,-0.061310088123224,0,0,0.109963057868533,0,0,0,0,0,0,-0.244721218915402
X601166.CH.EQUITY,0.0183185333102369,0,0.0302699666528189,0.275534343846608,0,0,-6.93889390390723e-18,0,0,0,0,0.213730383024521,-0.00229022944096073,0,0,0.0295538097003777,0,0,0.0319117132843544,0,0,0.0853583749382883,0,0,0.0391617385408281,0,0,0,0.170562190152505,0,0,0.0874929594004539,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0306017169229634,0
X600000.CH.EQUITY,0,0,0.47021544567026,0,0,0,0.335810426906159,0,0,0,0.21536777359248,0,-8.67361737988404e-19,0,0,0,0,-0.134962319747721,0,0,0,0.0872467764483058,0,0,0,0.111870551928976,0,0,0.0408213998548296,0,-0.0426547853061612,0.01473662788717,0,0,0,0,-0.402537597338807,0.00888355492999052,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0894584110315519,0,0,0,0.363078101594626,0,0,0,0,-0.0754184862168663,0,0,0,0,0.12661886673081,0,-0.0916938438867152,0,0,0,0,0,0,0,0,0,0.36254526520262,0,0,0,0,0,0.124850941315723,0,0,0,0,0,0,-0.0974319016757853,0,0
X601601.CH.EQUITY,0,0,0,-0.141927923659001,0,-0.065884358218755,0.0305366063566545,0,0.704657740693114,0,0,0,0.00886410248460325,0,0,0,0,0,0,0,0,0,0,0.0488803655211483,-0.0765530734583627,0,0.178139067070046,0,-0.0102403927822268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199546043764685,0,0.0889866447302885
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0471750055566229,0,0,-0.0104830274589611,0,0,0,0,0,0,0,0,0,-0.0113341130569068,0,0,0,0,0.242389269571269,0,0,0,0.184614910794313,0.303793343146129,0.177936732887894,0,0,0,-0.136873472794444,0,0,0.339411230593643,0,0,0.105838574384816,0.00178366440201243,0,0,0.0199429772877776,0,0,0,0.0631409789739922,0
X000002.CH.EQUITY,0,0,0,0,0.257124212096832,0,0,0,0,0,0,0,0,0.196089622036584,0,0,-0.233176838398822,0,0,0,0.272653741351008,0,0,0,-0.128527388270909,0,0.300214594517349,0,0,-0.12064186765911,0,0.359985356666651,0,0,0,0,0,0.00400306958026535,0,0,0,0,0.325939550244508,0,0,0,0.0318886006227366,0,0,0,2.16840434497101e-19
X11.HK.EQUITY,0.0652923086170246,0,0,0,0.42571951856504,0,0.121204202979035,0,0,0,0,0,0,0.117555709297472,0,0,0,0,0.152926094512365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189706529996091,0,0.0223388906921028,-0.0103208425134859,0,0,0,0,0,0,0,0,0,0.0218001989936424
X388.HK.EQUITY,0,0,0,0,0.430317058399869,0,0,0,0,0,-0.0734696948531346,0,0,0,0,0,0,0,0,0,0.0691240254291879,0.0895306005800634,0,0.0884291197152004,0.125135922593056,0,0,0,0.104385153524247,0,0,0,-0.00214165217554532,0,0,0.11846567473285,0,0,0,0,0,0,0,0,0,0,0,0,0.0980250697500962,0,0
