,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.239047714423,0,0,0,0,0,-0.206482761066895,0,0,0,0,0,0,0,0,0,0,0,0.459749302431577,0.455523846078606,0,0,0.111302931726445,0,0,0,0,0,-0.0830386192536784,0,-0.180454783250425,0,0,0,-0.617182464389032,0,0,-0.0895786400527873,0,0.0320232831366242,0,0,0.0317574149600374,0,0,0,0.007844076023698,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0
X601939.CH.EQUITY,0.0880306884063227,0,0,0.172233846117389,0.0124767427864459,0,0,0,0,0,0.0113123236153029,0.157159482278688,0.236372219570439,0,0,0,0,0,0,0,0,0,0,0.0203820095263471,0,0,0,-0.0558449154080707,0,0,0,0,0,0,0,0,0,0,0,-0.00785789211415772,0,0,0,0,0,0,0,0.366539892723466,0,0,0,0.0999484090570004
X601288.CH.EQUITY,0,0,0.24415904908129,0,0.388070278478247,0,0,0.0565476535911689,0,0,0.0278783675510098,0,0.130110854696821,0,0.0114387530128423,-0.0259054623157799,0,0,0.0882485969636409,0,0,0.0518581319398079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752026181063867,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.339880947799657,0.148232919475875,0,0,0,0,0,0.0468310666140027,0,0.0243011198590428,0,0,0,0,0.106703600344864,0,0.0760601677860673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.421228860113131,0,0,0.116635004418827,0,0,0,0,0,0,0,0,0.192987347578547
X600036.CH.EQUITY,0,0.00735623595497149,0.0911293969063046,0,0,0,0.0312507815466217,0.0622858301957058,0,0,0,0.105230865002416,0,0,0,0,0,0,0,0.127930860980265,0,0,0,0,0.00971288445033871,0,0,0,0,0,0,0,0,0.390295463535243,0,0,0,0,0,0,0,0,0,0,0,0.0782722828891291,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.419357489118574,0,0,0,0,-0.129422904012767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571343247482086,0.252303709484919,0,0.129224211602498,0,0.000557167219256575,0,-0.0508060657545444,0,0.099509760190031,0,0,0.050978054800954,0,0,0.0148212730303267
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.128935352880362,0,0.0560158580289913,-0.0394443225405907,0.0618343050198233,0,0,0,0,0,0.232491820817251,0,0,0,0,0,0.186842479760413,0.100674751341399,0,-0.0368653353994387,0,0,0,0,0,0.321623583011573,0.00394417461159585,0,0,0,0.241454090365488,0.133823387796933
X5.HK.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405327668268718,0,0,0,0,-0.452901604731131,0.65233165317444,0,0,0.121509581928463,0.614412239020468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497918112493805,0,0,0,0,0,0.181868943142773,0,0
X601658.CH.Equity,0,0,0,0.0168230693623125,0.0445530251392976,0,0,0,0,0,0,0,0,0,0,0,0,0.221113081876187,0.150953097300755,0,-0.129459493763185,0,-0.0063783552872482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264024158578923,0,0.29086209225974,0,0,0,-0.0258757290862789,0,0,0,0,0,0
