,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.10954965826626,6.93889390390723e-18,0.160791454672352,0,0,0,0,0,0,0,0.263493098867523,0,0,0,0,0,0,0,-0.060265572806837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12416121783073,1.73472347597681e-18,0,0,0,0.173586172688087,0,0,0,0,0,0,0,0.0296163564027639,0.159072243097945,0,0.0160589137291664,0,0.0526205133317213
X601318.CH.EQUITY,-0.00628642795377702,0,-0.0900653433196255,0,0,0.0442295315880585,0,0,0.159090356354026,0,0.125827152836939,0,0.192066500994151,-0.038130062600604,0,0.198633398211528,0,0,0,-0.0145120813746475,0,0,-0.0482285281546703,0,0,0,-0.096583921159048,0,0,0,-0.0793946271129599,0,0,0.268302551253669,0,0,0,0,0,0.248781846510177,-0.249161465160385,0,0.259871409241419,0.196878208058746,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.386912964980693,0,0,-6.93889390390723e-18,0,0.0835141193136297,0,-0.103524898636019,0,0,0,-1.38777878078145e-17,0,0,0.142296617301672,-0.0876674521665912,0,0,0,0,0,0,0.126505578988976,0,0.159643431866577,0,0,0,0,0,0,0,0,0,0,0,0,0.134219643231095,0,0,0.335869986080254,0,0,0,0,0,-0.0175352874634629,0,0,0,0,0
X601288.CH.EQUITY,0.351477945828768,0,0.200368580745574,0,0,0.312778990553682,0,0,0,0,0.0108156206131304,0,0,0,0,0,0.152400210843147,0,0,0,0,0,0,0,-0.0302176572317459,0,0,0.0811976303736791,0,0.0751602696362414,0,0,0,-0.14477963963475,0,-0.0618854283687922,0,0,0,0,0.238681311329775,0,0,0,-0.0861231033348031,-0.0961640968335523,0,0.0382609313252822,0,0,0,-0.0139276086105342
X5.HK.EQUITY,0,-0.123482664297524,0.0674292112244125,0.196634486936765,0,0.00486098853854956,0,0,0,0,0,0,0.202450980353978,0,0,0,0,6.93889390390723e-18,0,0,0,0.402653308553525,0,0,0,0,0,0,0,0,0.33323312969738,0,0.0229033328429083,0,0,0,0,0,0,0,0.0316780876466039,0.070377162709811,0,0,0,0,0,0,-0.100958393903963,0,0.0916747245962242,0
X601988.CH.EQUITY,0.0898631418766457,0.0472595409122227,0.137859739588469,0.0425242669393769,0,0,0,0,0.145112588135726,0,0.158485260069296,0.0895752460179096,0,0,0,0,0,0,0,0,0,0.0141518475470887,0,0,0,0,0,0,0,0,0,0,0,0,0.260903781014468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.166860009821897,0,-0.0412871735774794,0.0259138879371985,0,0.334043216025557,0,0.255133750004631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302448446646653,0,0.0591342748498344,0.0429707391434873,0.0907600716357315,0,0,0,0,0,0,0,0.074959326472539,0,0,0,0,0,0,0.0553578965603994,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0337403067675833,0,0,0,0,0,0,-0.0556237978452761,0,0.159722831066391,0.322421401804565,0,0,0,0,0.168993379632432,0,0,3.46944695195361e-18,0,0,0.0870335064507805,0,0,0,0,0.00435167180720323,0,0,0,0,0,0.039982514355823,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.155068834052111,0.201499475065524,0,0,0.0227055981459399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159560498832754,0,-0.123965612573601,0,0,0,0,0,0.249702731463876,0.0236820833277112,0,-0.159011245991408,0,0,0,0,0,0,0,-0.0152570456098349,0,0,0,0,0,0,0,0,0.0791270501308471,0,0,0,0.0207860315817023
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.143104619062587,-0.195484320659392,0,0.115131697134665,0,0,0,-0.392609161217434,0,0,0,0,0,0.379096577250697,0,0,0,0.215069926712609,0,0,0.0470060627158069,0,0,0,0,0.840369396174045,0,0,0,-0.341857474220228,0,0,0,0,0,0.16173411356364,0,0,0,-0.485648569549049,0,0.3375106256177
