,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.117381179349353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211842069864942,0,0.544442831940053,0.550986658140521,0.0551974587877181,0,0,0.0735576992581429,-0.232767154970817,-0.122548472561418,0,0,0,0,-0.022989443526096,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.116977248836116,0,0,0,0,0,0,0.0483713735385852,0.197168327256697,0,0,0,0.0982714378463286,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0704328472171723,0.0161883522073285,0,0,0,0.0503090651333988,0.230996439485469,0,0,0,0,0,0,0,0,0,0,0,0.0294557464955659,0,0,0.0998413654874667
X601939.CH.EQUITY,0,0,0,0.809294890923299,0,0,0,0,0,0,0,0,0,0,0,0,0.0953787448163457,0.0367459509540603,0.0757129162177761,0,0,0,0,0,0,0.008958783632001,0,0,0,0,0.0112439230229465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0422380756915438,0,0.874330804614318,0,-0.0664984637087464,0,0,0,0,0,0,0,0,0,0.0142750793199627,0.032891479190437,0,0.144930208848491,0,0,0,0,0,0,0,0.0349790545141607,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589934885304461,0,-0.123339088481208,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0437435196067249,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0350410646390508,0.132402320109449,-0.0381033595088969,0.152630496074207,0,0,0,0,0,0,0,0,0,0.0144994424594348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275162868214577,0.42412758222095,0,0,0,0,0,0,0,0,0.278425507793387,0,0,0,0,0,0.0822106122904488
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0,-0.149186919004769,0.103006722449073,0,0.0325380115446245,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897136292032748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103259253227291,0,0,0.0118109688464053,0,0,0,-0.0197680461287499,1.050851200565,0.00111649081772255,0,0
X1299.HK.EQUITY,0,0,0,0,0.0808151686495816,0,0,0,0,0.107987697816846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265636952737055,0.0386512957880306,0,0,0,0.104348010355945,0.431014552800964,0.128929909257635,0,0,0,0,0,0,0,0,0,0,0.301708156560127,0,-0.238424762472775,0,0,0,0,0,0.148330766184402,0
X5.HK.EQUITY,0,0,0,0,-0.0119673138627282,0,0,0,0,0,0,0,0,0,0,0,0,-0.156010316437712,0,0,8.67361737988404e-19,0,-3.46944695195361e-18,0,0,0.266660917372384,0.486845519749402,0,-0.0403330517932789,0,0,0,0,0,0,-0.0530941313511854,0,0,0,0.02059437814994,0,0,0,0.0762469825521528,0.0513774998284481,-0.0747944156703343,0,0,0,0,0.0863227463213336,0
X388.HK.EQUITY,0,0,0,0,0.319816590375735,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216605059985515,0,0,0,0,0,0.412337679491643,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.123983449389229,-0.0817740532686826,0.221935691373249,0.0871057422239942,0,0,0,-0.113551269506104,0.0630610768770211
