,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.500090212962032,0,0.17851293594928,0,0,0,0,0,0,0,0,0.0474957963616415,0,0,0,0,0.0259816005736718,0,0,0,0,0,0,0,0,0,0,0,-0.0850276647608252,0,0,0,-0.0152422216562268,0,0,0,0,0.0853684683432096,0,0,0,0.112133288717996,0,0,0,0,0,0,0.0126196231120671,0
X601939.CH.EQUITY,0.153302679191029,0,0,0.609753831310726,0,0.0159435217243526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.133041661057841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720451508394331,0.0116713977622382
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0132847274641821,0,0,0,0,0,0,0,0.0865609993865702,0.290884520224222,0,0,0,0,0,0,0.139409473922333,0,0,0,0,0,0,0,0,0,0.0497657539547595,0,0,0,0.197920711738531,0.0686212841937151,0,0.0130977758409144,0,0,0,0.0185122099629095,0,0.0694953248518702,0,0,0
X601288.CH.EQUITY,0.0331626964833818,0.218611945591938,0.0492676689632588,0,0,0,0,0,0,0.120731218052029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171798466797224,0,0.204060260358277,0,0,0.107075669447466,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.290400318575324,0,0.472376014388558,0,0,0,0,0,0,-0.0770713410927246,0.057412650304247,0.175566091450152,-0.00694661554120236,-0.289480944003723,0,0,0,0,0,0,0.444963269893363,0,0,-0.0249148137771182,0.118262941281887,0,0,0,0,0.0149243983377802,0,0,0,0,0,0,0,0,0,0,-0.501687000402203,0,-0.167661460635306,0,0.115603821499378,0
X601988.CH.EQUITY,0.115595777928747,0.0113532610091761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585063911436598,0.0354533321367326,0,0,0,0,0.0121909661934533,0.147900855356185,0,0,0,0,0,0,0,0,0.0618840800805648,0,0,0,0,0,0,0,0,0,0,0.0873789424205043,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0248282371842,0,0,-0.0228687044457373,0,0,0,0,0,0.072455104398391,0,0,0,0,0,0,0.721580537949344,-0.00801746082059775,0.0269778663982778,0,0,0.0987847614600393,0,0,0,0,0,0,0,0,0,0,-0.00128802249819527,0,0.0667645383399552,0.0579389139937366,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267672734161493,0,0,0,0,0,0,0,0.209479766261284,0,0,0,0,0,0.0571158660122062,0,0,0,0,0,0,0,0,0.0455447293115011,0.114441134618354,-0.0716065459101309,0,0.338068099638405,0.188218146799782,0,0,0,0,0,0,0,0,0,0,-0.0756743778650315,0,1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.217416334255647,1.73472347597681e-18,0,0,0.0305834012112424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504687146785544,0,0,0,0,0,0,0,0,0,0,0,0,0.403608631071101,0,0.233031312752442,0,0,0.0292895832333362,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,-1.73472347597681e-18,0.171098894101529,0,0,0,0,0.115255385104949,0,0,0,0,0,0,0.25894780672964,0,0,0,0,0,0,0,0.226980870117442,0,0,0,0,0.0662405187570096,0,0,0,0,0.00607901646381744,-0.00589584153262496,0,0,0,0,0,0.201641348292035,0,0,0,0,0.00225718564001419,0,0,0,0,0.028576188980179,0,0
