,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.368639008564882,0,0.297495931654121,0.00314986081776211,0,0.17279588792265,0,0.128372123138665,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107702303934507,0,0,0,0,0,0,0,0,0,0,0,0.104500699212912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212770989299666,0,0,0
X601939.CH.EQUITY,0.369688825043785,0,0,0,0,0,0,0,0,0,0,0.0757520912318244,0.307442440474712,0,0,0,0,0.102138286438391,0.0709275359597103,0,0,0,0,0,0,0,-0.106724490071697,-0.0122601906298512,0,0,0,0,0,0,0,0,0.013090286329724,0,0,0,0,0,0,0,0,0,0.0298811991296969,0,0,0.0326353347455149,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421465177491395,0.0478698685591809,0,0,0.332305850290505,0,0,0,0,0,0.1071184155524,0.010752027745626,0,0,0,0,0.0353348417235773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.26472892559724,0,0,0,0,0,0,0,0,0,0.0198555882590811,0,0,0,0,0.165416381310229,0.170952050818082,0,0,0,0,0,0,0,0,0,0,0.0668895526200962,0,0,0.0240326747029237,0,0,0,0,0,0,0,0,0,0.180932821591231,0,0,0.097914698709877,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.17671247357292,0,0,0,0,0,0.00668160290572758,0,0,0,0,0,0,0,0,0,0,0,0.424428703933678,0.145087286904491,0,0,0,0,0,0,0,0,0,0.0695115498418857,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.444930881318255,0.0485512094958261,-0.0581954089063777
X600036.CH.EQUITY,0,0,0,0,-0.0102702647815614,0,0,0.145067762399609,0,0,0,0.480430862382529,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0988991461231042,0.119896978949427,0,0,0,0,0,0,0,0,0.109704750174162,0.149865135023177,0,0.170572345564323,0,0.0515845325016281,0,0,0,0,0,0,0,0,-0.066926299509566,-0.0373688869071118,0.034254135955449
X1299.HK.EQUITY,0.028066391655178,0,0,0,0,0.0399681999514161,0.0707920639427147,0,0.0708927986652463,0,0,0,0,0,0,0,0.347547305999019,0,0,0,0.22278653165113,0,0.193694894675257,0,0,0,0,0.0911661230812928,0,0,0.140281755465443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0
X601658.CH.Equity,0,0,0,-0.138814989149579,0,0,-0.240441280773054,0,0,0,0,0,0,0.00170890112307392,0,0,-0.0454210279773258,0,0,0,0,0,0,0,0,0,0,0,0,0.412701274854988,0,0,0,0,0,0,0,0,-0.391361206948119,0.62497521056452,0.0336847323180417,-0.163292524848195,0,0,0,0,0.685401520570482,0,0,0,0,-0.0791432767969255
X601328.CH.EQUITY,0.182921770759265,0,0,0.30547150079784,0,-0.0155501207692184,0,0,0,-0.0109795517886336,0,0,0.225575023702598,0,0,0,0.0238678895107086,0,0,0.0326676717703326,0,0,0,0,0,0,-0.0177661531254946,0,0,0,0,0,0.139911832619807,0,0.0739545864202316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114561652045552,-0.0254767360067381,-0.0224442561436143
X601166.CH.EQUITY,0,0,0,0,0,0,0.141028444807822,0,0,0,0,0,0.0549140291151871,0,-0.0570811685753668,0,0,0,0.117544116105681,0,0.0944239050666513,0,0,0,0,0,0,0,0.308691917088881,0,0,0,0,0,0,0,0,0.0413254605318415,0,0,0,0,0,0,0.133623151627971,0,0.154981472580683,0,0,0,0.00372483936836384,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235684149774299,0,0,0,0,0.092535065642057,0,0,0,0.237134428625326,0,0,0,0,0,0.0402779887671509,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.008412323639018,0,0.271640579404951,0,0,0,0,0.0252135323945525,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118653188525848,0,0.0427870198406966,0,0,0,0,0.0944659923270647,0,0.535475209488579,0,0,0,0,0,0,0,0,0.244414343368305,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124514355241797,0.322424976006035,0,0,0.0081642196675893,0,0,0,0,0.00379345715909428,0,0.249509656353006,0,0,0.111692508301136,0,0.071372749727947,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0594992977896519,0,0,0,0.0828955272914201,-0.0196391243880705,0,0,0.0152640153693224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245840563462294,0,0.298928930025686,0.586567109753189,0,0,0,0,0,0,0,0,0,0,0,0.0200808519504152,0
X388.HK.EQUITY,0,0,0.237057662403439,0,0,0,0,0.438341514444596,0,0,0.00501697760891201,0,0,0,0,0,0,0,0.0389531636981005,0,0,0,0,0,0.0125798138609804,6.93889390390723e-18,0.0613272395661823,0,0,0,3.46944695195361e-18,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0158431301246358,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.166010135118422,0,0,0,0,0,0,0,0.0402118884182779,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.243833691535855,0.286827216891628,0,0.127731699626711,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222431851827378,0.12737172392099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107209529372561,0,0,0,0,0,0.121488630632289,0,0.149627059459139,0.0564569179274262,0,0.0580661989525414,0,1.73472347597681e-18,0,0.108982651507873,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.179748401362889,0,0,0.208978986400802,0,0,0,0,0,0.230284986477794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549848007742435,0,0,0,0,0,0,0,0,0,0,0,0.334108498275363,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.0797849209120243,0.323458896158764,0,0.205873027118683,0,0.135537911168771,0,0,0,0,0,0,0,0,0,0,0,0,-0.153530752737537,0,0,0.651932281952096,0,0,0,0.103590477963814,0,0,0,0,-0.135323072011699,0,0,0,0,0,0,-0.0441746791322503,0,0,0,0,-0.0808907697994644,0,0,0.0901430107711846,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650472472960393,0,0,-0.107769034625903,0,0,0,0,0,0.448463836549212,0,0,0,0,0,0,0,0.0811584966101201,0,0,0,0,0,0,0,0.296485237800941,0,0.1371341683406,0,0.0531349798738154,0,0.0734816576283852,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0436553463370647,0.033613682304651,0,0,0,0,0.0642182045613367,0,0,0,0,0,0.113302344631016,0,0,0,0,0,0,0,0.204607322376559,0,0,0.431659880214787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.185789009720087,0,0.224238912584409,0,0.01872183186678,0.0169178910306974,0.0298906791838097,0.0521391158141015,0,0,0,0,0,0,0,0,0,0.00280904365000277,0,0,0,0,0,0,0,0,0,0,0,0.109996496424303,0,0,0,0,0,0,0,0,0,0,0.00601035272878047,0,0,0,0.354341060247389,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.0888245408203569,0,0,0,0,0,0,0.0535903704672571,0,0.230277135484306,0.0456006843404458,0,0,0,0,0.0980445787143671,0.183330122897897,0,0,0.0559811034135181,0.0169025399269193,0.0901517310242387,0,0.000544863001393583,0.0532379160371384,0,0,0,0,0,0,0,0,0,0,0.0868144836951953,0,0,0,0,0,0,0,0.00778243073756321,0,0
