,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.066879003254888,0,0,0,0,0,0.0225864114692219,0,0,0,0.18814771775439,0,0,0,0.437106164866662,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136235049926585,0.463887319997067,0,0,0,0,0,0,0,0,0,0.0755490654643185,0.0329858571869882
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0465421566361759,0,0,0,0.0620806195955616,0,0,0,0,0.160549207843071,0.0727324803607102,0.104991703724765,0,0.00889762025359371,0,0,0,0,0.101473067854883,0,0.0743670279202261,0,0,0,0,0,0,0,0.266105720494518,0,0,0,0.129708284111875,0,0.0345350532294686,0,0.109328743492691,0,-0.017236889737149,0,0,0,0,0
X601939.CH.EQUITY,0.30304430353014,0,0,0,0,0,0,0,0,0.0550125806491475,0,0,0,0,0,0,-0.181503197678436,0,0,0.164994080734126,0,0,0.247485977368358,0,0,0,-0.274834835778973,0,0,0,0,0,0,-2.77555756156289e-17,-0.111943841391843,0,0,0,0,0.00810838291419044,0.499724914641044,0,0,-0.0345020651326813,0,0.0513235533084725,0,0,0,0,0.164941701208772
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0519664070825938,0,0.153724564265724,0,0.259771052223295,0,0.0214968616735133,0,0.348608042708831,-0.103897521952578,0,0,0,0,-0.0726786367169001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-4.33680868994202e-19,0,0,0,0.145544416583259,0.395608321052445,0,0,0,0,0,0,0,0.170927449764644,0,0,0,2.16840434497101e-19,0,0,0,0.0897832406809547,0,0,0.0351268780904481,0.0436642413313563,-0.138095062306968,0,0,1.73472347597681e-18,0,0,0,0,0,0.0535360531270326,0,0,0.131044514441718,0,0,0,0,0,-0.186027756619577,0,0,0.123725681558774,0,0
X601988.CH.EQUITY,0,0,0,0,0.25320341279538,0,0,0,0.173407874707255,0,0,0,0,0,0.140298551235892,0,0,0.0583121436486064,0,0,0,0,0,0,0.111352237704385,0,0,0,0,0,-0.151208315538324,0,0,0,0,0,0,0,0,0,0.0158139561758368,0,0,0,0,0,0,0,0,0.12381614946525,0
X1299.HK.EQUITY,0,0,0,0,0.161082707743022,0,0,0,0,0,0,0,0,0.0146878628841055,0,0,0,0.185063997833376,0,0,0,0,0,0,0,0.0673508538700208,0,0.0216140908381547,0,0.113194649191046,-6.93889390390723e-18,0,0.127194334517215,0,0,0,0.386365975761572,0,0,0,0,0,0,0,-0.216702315852554,0,0,0,0,0,-0.0441551137640499
X600036.CH.EQUITY,0,0.0592898083789111,0,0,0,0,0,0,0,0.526322076961364,0,0,0,0,0,0,0.070094386698028,0,0,0,0.241542937942699,0,0,0,0,0,0,0,0.147636921512417,0,0,0,-0.197997926581024,0,0,0,0,-0.166477495843732,-0.00286042339188063,-0.0236012954691024,0,0,0,0,0.192274471077559,-0.0511641207892984,0,0,0,0.0305323225029701,0
X601628.CH.EQUITY,0,0.109675927475805,0.0100679559208837,0.0497678954465564,0,0,0,0,0,0,0,0,0,0,0,-0.0495399532581281,0.179445903541276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134930585260738,0.215819458535493,0,0,0,0,0,0.243502358017798,0,0.0774928545500767,0.13564167106252,0,0,0,0,0,-0.0631528986293225
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.703360099921019,0,0,0,0,0,0,0,0,0,0,0,0,0.132836781509776,0,0,0,0,0,0.035090209089795,0,0,0,0,0,0,0,0,0,0,0,-0.00872586624297682,0,0,0.0204010285584197,0,0,0.00342768595623948,-0.182885982468378,0,0,0,0.0476570376984851,0
X601166.CH.EQUITY,0.16574029063994,0,0,0.215016132347779,0,0,0,0.040480919910328,0.0399079585552374,0,0,0,0,0.26937790924147,0.00569298503281609,0,0,0,0.0297374794646366,0,0,0,0,0,0,0,0,-0.0187075354843545,0,0,0,0,0,0.172828766690506,0,0,0,0,-0.134828993839186,0,0,0,0,0,0,0,0,0,0,0.00644731530428689,0
X601319.CH.EQUITY,0,0,-0.00508136427679417,0,0,0,0,0,0,-0.00634795719471521,0,0,0,0,-0.0376380287983164,0,0,0,-0.16906565669635,0,0,0,0,0,0,0,-0.124432658771878,0,0,-2.16840434497101e-19,0,0,0,0.0163402666405523,0,0.427853216457328,0,0,0,0,0,0,0.289591567049066,0,0,0.240281779532621,0,0,-0.0270130952909803,-0.10327624972687,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0499098038635709,0,0,0,0,0,0.184514087172077,-0.30881465811129,0,0,0.0359551184738545,0,0,0,0,0,0,0,0,0,0.365120224166559,0.154691214759916,0,-0.0956836795365392,0.110603208790882,0,0,0.530811070459946,0,0,0,0,0,0,0,0,0,0,0,-0.088124601708813,0,-0.0525408998663378
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.208739266297344,0.477396068818019,0,0,0,0,0,0.0796910193621504,0,0,0.105032235902604,0.0217316561505812,0,0,0,0,0,0.264718768235293,0,0,0,0,0,0,0,-0.00635476527549829,0,0,-0.247281652781938,0,0,0,0,0,-0.0185741431175949,0,-0.0919909095818799,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115646447217476,0,0,0,0.0278182972639909,0.0274496083589324,0.469742029946949,0.0103247029920098,0,0,0,0,-0.0164181466271608,0.194197520284643,0,0,0.0203916112442521,0.15443766807016,0,0,0,0,0.133800051892433,0
X11.HK.EQUITY,0,0,0,0,0.0689380152987116,0.131072841593398,0,0,0,0,0,0,0,0,0,0,0,0,0.351375288252237,0,0,0,0,0,0,0,0,0,0,0,0.561281649329233,0,0,0,0,0,0,0,-0.187375649906138,0.0946531982652663,0.0254206339129297,0,0.342174805761624,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.149486121595606,0,0,0,0,0,0.0190600701493987,0.147605046878993,0,0,0,0,0.104057216487758,0,0,0,0,0.046358825119247,0,-0.0831825634554158,0,0,0,0,0,0,0,0,0,0.0335906883877655,0,0,0,0,0.382636513929095,0,0,0,0,0,0,0,0,0.109696314266869,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194213764719762,0.111249358796375,0,0.533562788336826,0,0,0,0,0,0,0,0,0.170161718321969,0,0,0,-0.0419310998802877,0.0256230002399921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.495667983894667,0,-0.0771276617095133,0.394874811569281,-0.436705564880379,0,0,0,0,0,-0.0744448195517716,0,0,0,0,0,0.588911975642959,0,0.307694770602484,0,0,0,0,0,0,0.0744177862210506,-0.194120135020175,0,0,-0.171778948138562,0,-0.240474183370185,0.0419403071884071,0,0,-0.200048492637503,0,-0.028178387930681,0,0,0,0,-0.100611982144578,0,0,0,0,-0.11731367967572,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.138718526821819,0,0,0,0,0,0,0,0,0.246554632478556,0,0.0431122648361297,0,0,0,0.352941066965144,0,0,0,0,0,0,0.0291313677908761,0,0,0,0,0,0,0.025682816897555,0,0,-0.112370288998007,-0.316410967034294,0,0.104402610268895,0,0,0,0.219916104627132
X267.HK.EQUITY,0,0,0,0,0,0,-0.150227917881437,0.088842310126697,0,0.0223045508795703,0,0,0,0,0,0,0,0.17093244399504,0,0.0223412057025321,0,0.243926814571837,0,0,-0.358250947398424,0,0,0,0,0,0,0.0126930840056747,0,0,0,0,0,0,0.146239726392488,0.220378353750995,-0.111182475123079,0,0,-0.0311212367286981,0,-0.298255836363344,0.274842563131808,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424666919133245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223377290773553,0,0,0.231800722154048,0.0801268788265896,0,0.357560287727208,0,0,0,0,0.0732898795492331,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0348503940944263,0.113603416976293,0,0,0,0,0.104271860244856,0,0.166190321518707,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.216548958712518,0,0,0,0.0842937121286731,0,0.00501135028054063,0,0,0,0,0,0,0.063252050995061,0.051518716358085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469479978393353,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0614255124306684,0,0.066071368180478,0.081272093271422,0,0,0,0,0,0,0,0,0,0.158655112576363,0,0,0,0.229079005197986,0,0,0,0,0,0,0,0,0,0,0,0.0913755580647469,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0898396224412535,0,0,0.146859912137659,0,0,0,0,0,0,0,0.0969774812639742,0,0,0,0,0,0,0,0,0,0,0,0.0752234863159971,0,0,0,0.119393664397007,0,0,0,0,0,0,0,0.13576909716691,0,0,0,0.0512162332601541,0,0,0.0771364029190034,0,0,0
X2007.HK.EQUITY,0,0.436913234561262,0,0,0.00526671490604784,0,0,0,0,0,0,0,0,0.0187338015372051,0.0590130171272565,0.0864548717643974,0,0,0.073808292628406,0,0,0,0,0.0197510495883962,0,0,0.118612813949985,0.394011432164906,0,0,0,0,0,0,0,0,-0.0751481754653944,0,0,0,0,0,0,-0.0254603494698489,0,0,-0.0662507978463007,0,1.73472347597681e-18,0,0
X1109.HK.EQUITY,0,0,0,0,0.208914005501398,0,0,0.0578710668828695,0,0,0,0,-0.0164128356651469,0,0,0,0,1.38777878078145e-17,0,0.381151857849353,0,0,0.0168642913008487,0,0,0,0,0,0,0,0,0,0.245072829039609,0,0,0,0,0,0.14527698062974,0,0,0,0,0,0,0,0,0,0,-0.326918701158043,0
X1113.HK.EQUITY,0,0.0932921984887004,0,0,0,0,0.00131604013309856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107379668744273,0,0,0,0.189415047326962,0,0,0,0,0,0,0.174667386652462,0,0,0,0,0,0,-0.0904821283985486,0,0,0.17624839180388,0,0,0,-0.263519665624089
