,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.248123372625137,0,0.146927522437877,0.0422921357271484,0.00579037954749196,0,-0.0610240363553807,0,0,0,0,0,0,0,0.0397139810721104,0,0,-0.030585107197949,-1.73472347597681e-18,0,0,0,0,0,0.0175886322559716,0,0,0,0.0691722129883782,0,0,0,0,0,0,0,0,0,0,0,0,0.309890106454922,-0.0243900302050264,0,0,0,0,-0.0499456662543168,-0.026800368287388
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169726371167682,0,0,0,0.344649157411873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202751608225433,0,0.0121934235413677,0,0,0,0,0,0,0,0,0,0,0.0031026111971636,0,0,0.152021126680963
X601939.CH.EQUITY,0,0,0,0.764315646903686,0,0,0,0,0,0,0.0784901183738431,0,0,-0.0248603262468095,0,0.137601058314539,0,0,0,0.0714494429314243,0,0,0.00783780673038499,0,0,0,0,0,0.0533664632975611,0,0,0,0,0,0,0.010845245448969,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.000408505564803412
X601288.CH.EQUITY,0.188186473362138,0,0.862992621870057,0,0,0,0,-0.0587502703506895,0,0,0,0,0,0,0,0,0.0143555149407023,0,0,0,0.0228044424099062,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0289674504240447,0,0,0,0,0.0141423353557235,0.00565308123367612,0,-0.131585092642656,0,0,0.0161238888327417,0,0,0,0,-0.0431595136122496,2.16840434497101e-19
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.219955746934734,0,0,0,0,0,0,0,0,0.277606816543959,0,0,0,0,0,0,0,0,0,-0.012093876190904,0,0,0,0,0,0.124168767033224,0,0,0,0,0,0,0,0,0,0,0.150875472000379,0,0.345158769536615,0,0,0,0
X600036.CH.EQUITY,0.258191657407505,0,0.14876508239242,0.0999314915161858,0,0,0,0,0,-0.0291652308514772,0,0,0,0,0,0.229494801124421,0,0.0215236503106597,0.0178470051323199,0,0,0,0,0,0,0,0,0.220308242373715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594191749239334,0,0,0.0258151639336742,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0877348830037642,0,0,0.162393245511439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839230799782804,0,0,0,0,0,0,0,0,0,-0.00809832420466736,0,0,0,-0.137526119999293,-0.006388202215237,0,0.897336254554918,0,0
X1299.HK.EQUITY,0,0,0,0,0.0882835280733089,0,0,0,0,0.271752003267336,0,0,0,0.0898819484419579,0,0,0,0,0,0,0,0.267451123149269,0,0,0,0,0,0.0516211314403551,0,-0.072661798894943,0.0846803094568701,0,0,0,0,0,0,0,0,0,0,0,0,0.146639456666089,0,0,0,0.0223853748222292,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.233772914412277,0,0,0,0,0,-0.0493211687760962,0,0.0234841296111354,0,0,0,0,0.298489232847041,0,0,0.0303647982722796,0.0800521303193633,0,0,0,0,-0.176970792275826,0,0,0.0666864216668291,0,0,0.112526858524718,0,0,0.306010899162602,0.161429653814894,0.00545214976360929,0,0,0.0626763030969635,0,0,0
X388.HK.EQUITY,0,0.115687877403303,0,0,0.282745476823449,0,0,0.0763565084754017,0,0,0,0.0112498372802925,0,0,0,0,0,0,0,0,0.0411962556656302,0.224522747274424,0,0,0.0778004722665291,0,0,0,0,0,0,0,0,0,0,0,0,0.130267021083869,0,0,0,0,-0.237825351479807,0,0,0.159773432494472,0,0.0164291461428426,0,0,0,0.0150438006835268
