,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.393794773559055,0,0,0,0,0,0,0.0363742530651592,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.279343842355146,0,0,0.0878546891223728,0,0,0,0.017759429414795,0,-0.0901763073686477,0,0,0,0,0,0,0,0.260889827075178,0,0,0,0.020004203022048,-0.150195158050352,0,0,-0.123438067667411
X601939.CH.EQUITY,0.100622601432059,0,0,0.335929417850087,0,0,0,0,0,0,0,0,0,0.171646353787294,-0.0465896866220451,0,0,0,0,0,0,0,0,0,-0.0944647976829837,0.322481710607172,0,0,0,0,-0.0951855899889643,0,0,0,0,0,0,0,-0.0375919606463788,0,0,-0.0369660768727229,0,0,0,0,0,0.145972228044217,0,0.0603875875982306,-0.0209047284361475,0
X601318.CH.EQUITY,0,0,0,0,0.210763032473334,0.101777747966829,0,0,0.0494301441704433,0,0,0,0,0,0,0,0,0,0,0.0805106046201919,0,0,0,0.236759931434704,0,0,0.0358923747605534,0,0,0,0,0,0,0,0.0807643064584984,0,0,0,0,0.0479135544687695,0,0,0,0,0,0,0,0,0,0.10685731510158,0,0
X601288.CH.EQUITY,0,0.654513264540886,0,0,0,0,0,0,0,0,0,0,0.102153024479473,0,0,0,0,0,0,0,0.14856468589212,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0238584913836134,0,0,0.0268713838989139,0,0,0,0,-3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0.0188708909331735,0,0.426875301158845,0,0,0,0,0,0.297038814798383,0,0,0,0,0,0.350260778901283,0,0,0,0.0421163824093504,0.0889219016376948,0,-0.0368725722104086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.477414578524375,0,0,0.0570299788814691,0,0,0,0,0,0,0,0,0,0.288599438211931
X600036.CH.EQUITY,0,0.176855914092634,0,0,0,0,0,0,0.0325500976270857,0,0,0,0.041384535936975,0,0,0,0,0,0.11095874385304,0,0,0,0,0.24294089785168,0,0,0,0,0,0,0,0,0,0.362932222557375,0,0,0,0,0,0,0.0763565360091479,0,0,0,0,0,0.0928082954718247,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.402649400102852,0,0,0,0,0,-0.0774926316646448,0,0,0,0,0,0,0,0,0,0.220249979596295,0.0488561441693675,0,0,0,0,0,0,0,0,0.0195963279144337,0,0,0,0,0,0,0,0,0.0180224454872202,0,0,0,0,0,0,0,0,0,0.204756307328431,0.0896362437207902
X601658.CH.Equity,0,0.148323703760147,0,0,0.00986360715038035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388297073385613,0,0,0,0,0.0131896233136097,0,0,0,0,0,0,0,0,0,0,0,0.188606503912577,0,0.113024602115178,0,-6.93889390390723e-18,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.242513066955368,0.20432129479086,0,0,0,0,0,0,0,0,0,0.0883683733784487,0,0.0156717272421856,0.161783851195458,0,0,0,0,0,0,0,0,-0.0447757313816102,0.00158110596914554,0.0598074700700595,0,0,0,0.010566000068565,0.0820045016312057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116541013507487,1.0842021724855e-19,0
X388.HK.EQUITY,0,0,0.295184207088306,0,0,0,0.100032012626795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108571062182166,0,0,0.0330792063759245,0,0,0,0,0,0,0,0,0,0,0,0,0.0192747334297728,0,0,0,0
