,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0396361690700499,0.54664358719985,0,0,0,0,0,0,0.0134129823790449,0.150980138785813,0,0.0875520672468433,0,0,0,0,0,0,0,0,0,0,0,0.0367676663948783,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0837912603435173,0,0,0,0,0,0,0,-0.0426991073279852,0,0,0,0.000297179690734172
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0221506600402986,0,0,0,0,0,0,0,0.0725427621481961,0.281475289976094,0,0,0,0,0,0,0.174644393937275,0,0,0,0,0,0,0.00461455032539857,0,0.0601402235887846,0,0,0,0,0.241563694574257,0,0,0.00678148525386902,0,0,0,0,0,0.0466649495063667,0,0,0
X601939.CH.EQUITY,0.153622359160296,0,0,0.609786686180542,0,0.0159944003661283,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133559995666805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727003146390367,0.0117969325800693
X601288.CH.EQUITY,0.0485261775714592,0.0433313800264612,0.19481976608483,0,0,0,0,0,0,0.123582874716017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16841033244199,0,0,0.207701876310369,0.116597668950162,0,0,0.010615894394689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.248020173315091,0,0.483851206482425,0,0,0,0,0,0,-0.0960029666355156,0.0061062874248176,0.117895440563863,0,-0.27128714914548,0,0,0,0,0,0,0.434200643409951,0,0,0.178610117374586,-0.0474814254393846,0,0,0,0.12787339864026,0.0418677026080019,0,0,0,0,0,0,0,0,0,0,-0.53388190856594,0,-0.165701337302903,0,0.103925687501894,0
X601988.CH.EQUITY,0.11310778636453,0,0.0129989736228808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584523257158608,0.0340582994114795,0,0,0,0,0.149643697396752,0.0115733699992505,0,0,0,0,0,0,0,0,0.0618244541764299,0,0,0,0,0.00171399808544053,0,0,0,0,0,0.0883567927098806,0
X600036.CH.EQUITY,0,0,0,0,-0.0266736452545606,0,0,0,0.0325068694400655,0,0,0,0,0,0,0,-0.0211480598276291,0.0375948959012555,1.73472347597681e-18,0,0,0,0,0,0.757973659995266,-0.00618524339124788,0,0.0329162387751417,0.103572871955331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065732728139966,0,0.072193142896422,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.255434980773497,0,0,0,0,0,0,0,0.208589742656412,0,0,0,0,0,0.0577507545068876,0,0,0,0,0,0,0,0.0460977054396042,0,-0.0724595929505201,0.115056942227189,0,0.332850562956565,0,0,0.190452465253057,0,0,0,0,0,0,0,0,0,-0.0765732392984973,-4.33680868994202e-19,0,0,0,0,0
X601628.CH.EQUITY,0,0.217635535350198,0,0,0,0,0.0306256934622772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503477887505697,0,0,0,0,0,0,0,0,0,0,0,0,0.406088211808991,0,0,0.234931859135478,0,0.0293271713008846,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.170983335414374,0,0,0,0.115072409642062,0,0,0,0,0,0,0.259993963974046,0,0,0,0,0,0,0,0.227994750641632,0,0,0,0,0,0.0668082690042422,0,0,0,0.00596213985793108,0,0,-0.00594194189791419,0,0,0,0.202498523504167,0,0,0,0,0,0.00227554116714263,0,0,0,0.028787206652648,0,0
X601166.CH.EQUITY,0.202702184527058,0,0.107529340520766,0,0,0,0.13579483352034,-8.67361737988404e-19,0,0.0341762559761909,0,0,0.0256089529327623,0.154835674502085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696324111997028,0,0,0,0,0,0,0,0.122530491192554,0,0,0,0,0,0,0,0.0328468240472739,0.0112299660878798
