,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0181190245527748,-0.0376325908255673,0.213717433331003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200784009956177,0,0,0,0,0,-0.306961771088135,0,0,0,0,0,0.787239578301516,0.212599996942761,-0.175331161733584,0,0,-0.0824842796099578,0,-0.000124002797402753,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.137840581457473,0,0.125934426341891,0,0,0,0,0.0173522679335213,0.0517189534539892,0,0,0,0,0,0,0,0,0,0.0777482590515139,0,0,0,0.0931889162548647,0.0190199267613088,0,0,0,0,0,0,0,0.309450104974891,0,0,0,0,0.0344682529456741,0,0.0215329059985054,0,0,0,0,0,-0.0233826532088557
X601939.CH.EQUITY,0.287225909844961,0,0,0,0,0.0101319506750232,0,0,0,0.0336136551009466,0,0,0,0,0,0,0,0.0696344160100549,0,0.0288963564712388,0,0,0,0.0399744796443277,0,0,0,0,0.143690045788882,0.0942439892120841,0,0,0,-0.129359155150876,0,0,0,0,0.425507875773106,0,0,0.0202261011704632,0,0,0,0,0,0,0,0,0.141280371498122
X601288.CH.EQUITY,0,0,0,0,0,0.110850473504435,0,-0.216790932036366,0.19388022441804,0,0.455741319131895,0,0,0,0.137567763011655,0.0725623767825634,-0.198708715032032,0,0,0,0,0,-0.0345502733003874,0,0,0,-1.73472347597681e-18,0,0,0,-0.687743447391878,0,0,0,0,0,0,0,0,0,0.295286889005726,0,0,0,0,0,0,0.107325230468273,0,0,0
X5.HK.EQUITY,-0.131951863356722,-0.0364041718642473,0,0,0,0,0,0.150878694599075,0,0,0,0,0,0,0.422937547856587,0,0,0,0,0.330141954494616,0.186561073719908,0,0.170711635147873,0,0,0,0.0308416783606683,0,0,0,0,-0.1701721246171,0,0,0,0,0,0,0,0,0,-0.171417191614276,0.208229746242748,0,0,0,-0.0259570681360997,-0.114019263958188,0,0,0
X601988.CH.EQUITY,0.128820870808814,0,0,0.101672286767864,0,0,0,0,0,0,0.231029219415489,0,0,0,0,0,0.170127908038358,0.118220563897682,0,0,0,0.0123098680487826,0,0,0,0,0,0,0,0,0,0,0,-0.0258799965515497,0,0,-0.0591875038474684,0,0.151804240118801,0,0,0,0,0.175285621208492,0.191900044798713,0,0,0,0,0,0.0532113473935256
X600036.CH.EQUITY,0,0.18309079425582,-0.0475652328828662,0,0,0,0,0,-0.253477405385423,0.476471219318583,0,0.35180201815029,0,0,0,0,0,0,0,0,0,0,0.0785067526400753,-0.0888926989452342,0,0,0,0.0724669275654635,0,0.065272057011425,0.102304615729277,0.137603357219538,0,-0.133844424718062,0,0,0,0,0,0,0,0,0.176607080866842,0,0,0,0.0267853572766431,0,0,0,0
X1299.HK.EQUITY,0,0.103358073863516,0,0,0.0735689037619531,0,0,0,0.0986996699109091,0,0,0,0,0.0400461701218611,0,0.176536410599942,0,0,0,0,0,0,0,0,0,0.0837767007879789,-0.0118779714090029,0,0,0,0,0,0.240422439785936,0,0,0,0,0,0,-0.0632100141108963,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0633451037007793,0.0404423549465954,0.0586215729840026,0,0,0,0,0,0,0,0,0,0.338732196547533,0,0,0,0,0,0,0,0,0,0.0521844171635104,0,0,0,0,0,0,0,-0.0546428213370825,0,0,0,0.0788740084281866,0,0.199207472553821,0.0957756603017331,-0.069337067205696,0,0,0,0,0,0,0,0,0,0,-0.110565035684739
X601328.CH.EQUITY,0,0,0.0161478059650008,0,0,0,0.230650373583456,0,0,0,0,0.238372859604406,0,0,0,0,0,0,0,0,0,0,0.27376885100435,0,0,0.139796648467702,0,0,0,0,0,0,0,0,0,0,-0.198186713289641,0,0,0,0,0,-0.0443168696504448,0.108418232135485,0,0,0,0,0,0,-0.241996695407107
