,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.356114768223116,0.0702629254789528,0.0743468815068488,0.0520475292419559,0,0,0,0,0,0.240843834176979,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280343415941122,0.0291173296473753,0,0,0,0,0.00603710514578363,0,0,0,0,0,0,0,0,0,0,0,0,-0.00669920135676368,0,0,0.0416235610328312,0,0,0,0,0.184956221591809,0
X601939.CH.EQUITY,0.406274891475621,0,0,0.164704363344426,0,0,-0.168907619656704,0,0,0,0.014537337506018,0,0,0.195620703027323,-0.0624949663772912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268326454473447,0,-0.0762226893640206,-1.73472347597681e-18
X601318.CH.EQUITY,0,0,0,0,0.214937257617206,0,0,0,0,0,0,0,0,0,0.0306320295441872,0,0,0,0,0,0,0.18563015233329,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.260105584053946,0,0,0,0,0.220642153396673,0,0,0,0,0,0,0.105108921114502,0,0
X601288.CH.EQUITY,0.350475567403824,0,0,0,0.244838650212961,0,0,0,0,0,0,0,0,0.144367919452048,0,0,0,0,0,0.0720789910506813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123291743052202,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00247280700962281,0,0
X601988.CH.EQUITY,0,0,0,0.514294447160039,0,0,0,0,0,0.20059689562869,0,0,0,0,0,0.103994985119374,0,0.12111083101897,0,0,0,0,0,0,0,0,0.0388387246164963,0,0,0,0,0,0,0,0,0,-0.509741245880244,0,0,0,0,0,0,0.158339836603469,-6.93889390390723e-18,0,0,0,0,0,0,0.249446739711437
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0081431697343337,0,0,0,0.388292458653524,0,0,0,0,0,0.0876751759540191,0,8.67361737988404e-19,0,0,0,0.00733564703975734,0,0,0,0,0,0.11813030564726,0.0614191865654678,0,0.0696959260811907,0,0,0,0,0,0,0,0.149848755439473,0,0,0,0,0.0717142517473398,0,0.0245146210879013,0,0,0,0
X1299.HK.EQUITY,0.0910987832933591,0,0,0,0,0,0,0,0.191394854148017,0,0,0,1.73472347597681e-18,0.0784301514268935,0,0,0,0,0,0,0,0,0.00879088354738066,0,0,0,0,0.260355994280082,0,0,0,0.0385076009753528,0,0,0,0.126866787964961,0,0,0,0,0,0,0.0104640309999889,0,0.0237244264571111,0.0840866010097462,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.121191438492797,0,0,-0.115412381153112,0,0,0,0,-0.106909542630323,0.284313331392589,0,0,0,0,0.639724640100053,0,0,0,0,0,0,0,0,0,0.345167349130646,0,0,0,0,0,-0.146166440709146,0,0,0,0,0,0.0161313214141471,0
X601628.CH.EQUITY,0.0372238588783742,0,0.0650575648435248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201279874233029,0,0,0,0.194806403082878,0,0,0,0,0,0.0893070305814348,0,0,0,0,0,0,0,0,0,0,0,0,0.0828544781363927,0,0.0412909948255912,0,0,0,0,0.0398765519262979,0,0,0.0921160185661588,0.0108253745464668
X601658.CH.Equity,0,0,0,0.180052920957118,0.0807293600475964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.295845005886946,0,0,0,0,0,0,0,0,0,0,0.147395057932022,0,0,0,0,0,0,0,0,0,0.320959140806836,0,0,0
