,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.347695406877772,0,0.120076416873793,0.0309619536768604,0,0,-0.0435721597882543,0,0,0,0,0,0,0,0.0413643403996378,0,0,-0.0214676647772645,0,0,0,0,0.024994500150692,0,0,0.0111550178089055,0,0,0.0319563637401749,0,0,0,0,0.0570633092822283,0,0,0,0,0,0,0,0.306391492503984,-0.0291561657123747,0,0,0,0,0,-0.0336434413053707
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0126204522864126,0,0,0,0,0,0,0.123338193091382,0,0,0.383470053267977,0,0,0,0,0,0,0,0,0,0,0.0117297554094434,0,0,0,0,0.227623716204612,0,0.0346579460441136,0,0,0,0,0,0.0181580132123622,0,0,0,0,0,0.0250729339962951,0,0.155567227391688
X601939.CH.EQUITY,0,0,0,0.755660628342576,0,0,0,0,0,0,0.073951329852188,0,0,-0.0326179439779346,0,0,0.138700424039669,0,0,0.0885764820810019,0,0.00922114309664464,0,0,0,0,0,0,0.0457829423698176,0,0,0,0,0,0,0.013224475710013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01232060577177e-05
X601288.CH.EQUITY,0.105622666036124,0,0.894529512160095,0,0,0.0415296045939378,0,-0.0468582101123853,0,0.043620901379201,0,0,0,-0.00103824763931929,0,0.0263821669475174,0,0,0,0,0.0302200521329028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259369410345478,-0.0432327130865087,0,0,-0.126752763330641,0,0,0,0.0047517926619295,0,0,0,0,-0.111925911425388,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.240846769352508,0,0,0,0,0,0,0,0,0.385926727786159,0,0,0.0140356441160411,0,0,-1.38777878078145e-17,0,0,0,-0.0777516528763841,0,0,0,0,0,0.128857743690529,0,0,0,0,0,0,0,0,0,0,0.10321332879976,0,0.268919420946185,0,0,0,0
X600036.CH.EQUITY,0.0734815723307661,0,0.0325518537879684,0.309078639144365,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.164406037194165,3.08487255565364e-05,0,0,0,0,0,0,0.200438994598531,0,0,0,0,0,0,0,0,0,0,0,0.0710833571342228,0,0,0,0,0,0,0.0618680966800325,0,0,0,0,0.00489799672620555,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.0886777749826773,0,0,0,-0.113893199344483,0,0,0.0142241805638944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282212536991356,0,0,0,0,0,0,0,-0.0366134573339627,0,0,0,0,-0.0466899268754933,0,0.981119313189155,0,0,0
X1299.HK.EQUITY,0,0.0443703851562568,0,0,0,0,0,0,0,0.158849897075276,0,0,0,0.177740323300901,0,0,0,0,0,0,0,0,0.324950144156597,0,0,0.0615787949343247,0,0,0,-0.0791597617875875,0.0537737403118385,0,0,0,0,0,0.0575322274240466,0.034315826505006,0,0,0,0,0.170632589985311,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.233546978816089,0,0,0,0,0,-0.139566164933628,0,0.027647471920853,0,0,0,0,0,0.349603117406417,0,0.0393926793930723,0.00680037861280661,0,0,0,0,-0.0229908803653108,0,0,0.259721640649053,0,0,0.100116042919948,0,0,0.111881774029228,0.230821705694349,0.027744608788208,0,0,0,0.311803152810682,0,0
X388.HK.EQUITY,0,0.261361551884005,0,0,0.170893352606756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272427338840719,0,0.0583381045371179,0,0.102255650734027,0,0,0,-0.0691547529446023,0,0,0,0,0,0,0,0,0.27519623183708,0.0575196536738285,0,0,-0.0461196366984086,0,0,-0.224974932003455,0.218207049819149,0,0,0,-0.0610477589213591,0,0.202096330143958
X601658.CH.Equity,0,0.0516007067649914,0.0415083171395236,0.224111875146625,0,0,0,0,0,0,0,0,0,0,0,0,0.138646701710951,0.00928379639370268,0,0.0250439016634884,0,0,0,0,0,0,0,0.0324631127226661,0,0,0,0.19963750125735,0,0,0,0,0.0173932542787722,0,0,0.0858442801700015,-0.0275142008856955,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0101643892683031,0.115468927536051,0,0,0,0.320786040450915,0,0.0145116537147453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780320634873476,0,0,0,0,0,0.178423559662158,0,0,0,-0.059389240514613,0.133490657321745,0,0,0,0.28366579256402,0,0,-0.0123542573453266,0
X601166.CH.EQUITY,0,0,0.0342881219729162,0,0,0.0284679948329108,0.191009563320282,0,0,0,0,0,0,0,0,0,0.0550043311683789,1.73472347597681e-18,0,0,0,0.0589757852592459,0.0662244883662266,0.365165042443193,0,0,0,-8.67361737988404e-19,0,0,0,0.0365270701724428,0,0,0,0,0.0551449832666749,0,0,0,0,0,0,0,0,0,0,0,0.183524849314757,0,0.0102153974597197,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.693407035129318,0,0,0.0657205213774066,0,0,0,-0.0253761546895839,-0.0841178151976577,0,0,0.0452113536927579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163963468866095,0,0,0,0,0.00100184809255302,0,0,0,0,0,0,-0.0550682293758112,0
X000002.CH.EQUITY,0,0,0,0.188226572631635,-0.203678581848826,0,0,0,0.320807892188702,0,0,0,0.107298041236319,0.349195645075336,0,0,0.0229000521279409,0,0,0,0,0,0.131692792855511,0,0,0,0,0,0,-0.120077655557211,0.057633694951531,0,0,0,0,0,0,0,0,0,0,0,0,0.000333892182359556,0,0,0.0423360383771889,0,0,0,-6.93889390390723e-18,0.0692507471663239
X601328.CH.EQUITY,0.311299082935932,0,0,0.0158672970323553,0,0.0153760001451081,0,0,0,0.00198378132375478,0,0.00679099639467966,0,0,0,0,0,0.112222652470947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159940839770248,0,0,0,0,0,0,0.0545634631144823,0,0,0,0,0,0.142867160591924,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.173682426787323,0,0,0,0,0,0,0,0,0,0,0,0.079770609029984,0,0.164435694459651,0,0,0,0,0,0.340535336403391,0,0,0,0,-0.212420294603482,0,0,0,0,0,1.73472347597681e-18,0,0.213166498726309,0,0,0.0318842619215661,0,0.061652397932397,0,0,0,0,0,0,0.0104926682424342,0
X600000.CH.EQUITY,0,0,0,0.106718526151547,0,0.424613930880932,0,0,0,-0.0528852594645356,0,0,0,0,0,0,0,0,0,0,0.0230721725395426,0,0,0,0,0,0,0,0.0723142824680424,0,0,0.0020481995545695,0,0,0,0,0,0,0,0,0,0.625649298918385,0,0,0,0,0,0,0,0.212131958537286,0,0
X601601.CH.EQUITY,0,0.380426431503796,0,0,0.225107503996958,0,0,-0.0360340931423301,0,0,0,0,0,0,0,0,0.0465989548545944,0,0,0.178586711081568,0,0,0,0,0,0.0839107112132698,0,0,0,0,0,0,0,0,0.0652398870615985,0.104847000420172,0,0.0926760729687015,0,0,0,0.0567388606246114,0,0,0,0,0,0,0,0,-0.0391996648439615,0
X601319.CH.EQUITY,0,0,0,0.0981233356619241,0,0,0,0,0,0,0,0,0,0,0.172113803918426,0,0.305288083528679,0,0.0502003559108713,0,0,0,0,0,1.73472347597681e-18,-0.0115201252488846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149623091049025,0,0,0,0.268600382934322,0,0,0,0,-0.0581874125471646
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0155003092260602,0,-0.0668795735900816,0,0,0,0,0,0,0,0,0,-0.0668186319617715,0,0,0,0,0,0,0,0.244848777405282,0,0,0,0,0,0,0,0.0634906432778608,0,0,0.00615970527766138,0,0.409220484808705,0,0,0.17388830519803,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.107653204155857,0,0,0,0,0,0,0,0,0,0,0,-0.113341817865842,0.267641310933321,0,0.107184802430935,0.0039863231141543,0,0.0430250491984446,0,0,0,0,0,0,0,-0.0404692407568151,0,0,0,0,0,0,0.0736944924838107,0.347295314372582,0,0,0,0,-0.109744196695855
