,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.105622912903538,0.479482408390194,0,0,0,-1.73472347597681e-18,0,0,0,0.135513315040354,0,0.1707426742389,0,-0.0114577855625112,0,0.0658872985575687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332214214331919,0,0,0,0,0,-0.0154333293029072,-4.33680868994202e-19,0.0350504225440088
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.074415540554349,0.257721103501685,0,0,0,0,0,0,0.0360219831644353,0.342690788350472,0,0.090030129452451,0.0765375551133696,0,0,0,0,0.0324910668417891,0.0253653637048189,0,0,0,-0.0290891237566285,0,0,0,0,0,0,0,0,0.0789725894042679,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0
X601939.CH.EQUITY,0.180655139216192,0,0,0.463402208187051,0.0374865687412944,0.0913869948474586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173517541359757,0,-0.0243926734064706,0,0,0.0100058146122814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024228066051163,0,0,0.0207140957327264,0.022652447287461
X601288.CH.EQUITY,0,0,0.178236998314952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225853423595308,0,0,0.234950916635272,0,-0.00723759850842875,0,0,0,0,0,0,0,0,0,0,0,0,0.206914187423288,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.241035058487944,0,0.188164183855876,0,0,0,0.315627936588413,0,0,0,0,0,0,0.18393490519142,-0.192604819219312,0,0,0,0,0,0.081693900499885,0,0,-0.05912687437413,0,0,0,0,0.1904962253307,0,0,0,0,0,0,0,0,0,0,0,0,0.184068010790453,-0.0241494811903072,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.148041100807612,0,0,0.121738915318253,0.191520484636733,0.11907005724321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409018315112821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150268424432208,0,0,0.141192717022453,0,-0.0254212716648306,0,0,0.0767558066275795,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286491319213067,0,0,0,0,0,-0.0319130196440671,0,0,0,0,0,0.784680802852097,0,0,0.0492423314978541,0,0,0.0817372138948521,0,0,0,0,0,0,0,0,0,0,0,0.0953515420267137,0.0780736462081511,-0.0254072022099293,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.289214350699397,0,0,0,0,0,0,0,0.040622102340356,0,0,0,0,0.0844602072678423,0,0,0,0,0,0,0,0,0.0650552784958286,0,0.152042047838156,0,0.0106596914856848,0.270495505827493,0.0387434992982266,0.0764249467250727,0,0,0,0,0,0,0,0,-0.0936681470430846,-0.0755652046590257,0,0.0493352005532837,0,0,0,0,0
X601628.CH.EQUITY,0,0.132005871297065,0,0.0610437574303449,0,0,0,0,0,0,0,0,0,0,0,0,0.114798958490012,0,0,0,0,0,0,0,0.140403931436201,0,0,0,0,0,0,0,0,0,0,0,0.332008999052387,0.046523996556908,0,0,0.0884694027455358,0,0.0550123745498644,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.243221118452508,0,0,0,0,0,0.0356915721562417,0,0,0,0,0.342209418424081,0,0,0,0,0,0,0,0,0,0,0.338103741779959,0,0,0,0,0,0,0,-0.00712775007872185,0,0.0259699006806775,0,-0.0117089089831227,-8.67361737988404e-19,0,0,0,0,0,-0.00207440021619997,0.103167149309245,0,0,0,0.112245057507574,0,0,0,0
X601166.CH.EQUITY,0.132741548720294,0,0.123742891473587,0,0,0,0.0917998349753196,0,0,0,0,0.367524311894901,0,0,0,0.0752032548614605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0249160067013446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386498585210661,0
X600000.CH.EQUITY,0,0,0,0,0.0753039949433684,0,0.0857319673148113,0,0,0,0.314421469514208,0,0.0379773816514921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360529133372434,0,0,0,0,0,0,0,0,0,0.159402344885098,0,0
X11.HK.EQUITY,0,0,0,0,0.148014627002552,0.17225536085504,0,-0.0971042551474275,0,0,0,0,0,0,0,0,0.103707077860166,0,0,0,0.122698219118095,0,0,0,0.107610833978098,0.115078459263399,0,-0.186853151250182,0,0.460263627221419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182201505030772,0.264632106245228,0.11498629052205,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0.0111069758731981,-0.49804844915834,0,0,0,0.266618478996021,0,0,0,0,0,0,0,0,0.111019592181242,0,0,0.188360268049079,0,0.053114833184633,0.30706937407093,0,0,0,0,0,0,0.0581811991730862,0.33704255198713,0,0,0.2506676600365,0,0,0,0,-0.292281235472867,0,0,0,0,0,0,0,0.218967794318752
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829949686082128,0,0,-0.261239266201489,0,0,0,0,0,0,0,0,0,0.0250516166282174,0,0,0.333212627045354,0.284699291636244,0,0.177837957649489,0.328552209257966,0,0,0,0,0,0,0,0,0,0,0,0.381850248943042,-0.137099323340289,0,0,0,-0.0136553743456589
X000002.CH.EQUITY,0,0.0251309665310081,0,0,0,0,0,0,0,0,0,-0.00506740190932814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152136573718733,0,0,0,0.622209915321574,0.0288347449346157,0,0,0,0.0924578796340999,0,0,0,0,0,0.0228901884084393,0,0,0.0142721661622404,0,0,0.0772994956962566,0
