,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.282536277319376,0.0432548188846717,0.0108602560368351,0,0,0.431400069488345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102311467896524,0,0,0,0.0488239387925213,0,0,0,0.0184652299341027,0,0,0,0,0,0,0.0747092867421946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.182689367290316,0,0,0,0,0,0.203955536471013,0,0,0,0.0551510400692844,0,0.165326428649128,0,0,0.0969801223241994,0,0.0516795754275129,0,0,0,0,0,0,0,0,0.1165989547509,0,0,0,0,0,0,0.0526326700411162,0,0.023047131336972,0,0,0,0,0,0,0.0662806295424959,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.447063584807114,0.172030493976176,0,0,0,0,0,0.235660838499275,0,0,0,0,0,0,0,0,0.0123609360649374,0,0,0,0,-0.115520922451318,0,0,0,0,0,0,0.143522733158063,0,-0.0413324528039764,0,0.139390297186665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112493883350336,0.126940848106569,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.568193215644984,0,-0.0831787757718328,0,0.0386443394715626,0,0,0,0,0,0,0,0,0,0.0615495954431722,0.105210425891548,0.0758968509098451,0,0,0,0,0.114736607293055,0,0,0,0.055516285555216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532414013265707,0,0,0.00560957048702388,0
X600036.CH.EQUITY,0,0.143191566274484,0,0,0,0.0256517573544533,0,0.00407619294735542,0,0,0,0,0.121058933279213,0,0,0.0292883955209167,0,0,0,0,0,0,0.0944673336256838,0,0,0,0.0767457517941553,0,0,0,0.0252874211292808,0,0,0,0,0,0,0.0585982322667919,0,0,0.0645302201562388,0,0,0,0,0,0,0,0,0.360602997822853,-0.288854559080568,0
X1299.HK.EQUITY,0,0,-0.161859793447867,0,0,0,0,0,0,0.167489628209206,0,0,0,0,0,0,0,0,0,0,0,0,0.0451239700982375,0.169359170802817,0,0,0,0,0,0,0,0,0.173584344083927,0,0,0.096654236520399,0,-5.42101086242752e-20,0.0891873423357006,0,0,0.0553352180496005,0.311758251122309,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0487008895744587,0,0,0,0,0,0,0,0,0,0,0,-0.0287479400058116,0,0,-0.113435660234853,0,0,0,0,0,0.0796343688392044,0,0,0,0,-0.115189721945532,0,0,0,0,0,0,0,0.533963814736271,0,0,0,0.00117725872899613,0,0,0,0,0,0,0,0,0,0,0,0,0.0459297035851307
X601988.CH.EQUITY,0.0400495045651452,0,0.0908153779803563,0.355962004620063,0,0,0,0,0,0,0,0,0.208125720433654,0,0,0,0.150040373308995,0,0.017775082407255,0,0,0,0.0260719275845814,0.0093084596287978,0,0,0,0,0,0.117172605255407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0
X5.HK.EQUITY,0,0.352514108752071,0,0,0,0,0,0,0,0,0,0,0,-0.202952992330069,-0.0801490479612611,0,0,0,0,0,0,0,0,0.269008666222322,0,0.134357758184582,0,0.0484193596954738,0,0,0,0,0.00256538463116119,0,0,0,0,0,0,0,0.216917888738575,0,0.127545097388273,0,0,0,0,0.136510615447605,0,0,0.0234119072651068,-0.0514417655899649
X388.HK.EQUITY,0,0,0,0,-0.0996472159448002,0.265672666773244,0,0,0,0,0,0,0.02774810704934,0,-0.00292451083941377,0,0,0,0,0,-0.130716058159413,0.432420858974781,0,0,0,0,0,0.036846362102524,0,0,0,0,0,0,0,0,0,0,0.0599441834225636,0.121060014867808,0,-0.0884399267105451,0,0.168396352526157,0,-0.350597703961396,0,0.018315488416129,0,0,0.177788908499888,-0.0344336231539863
