,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.30835134365119,0,0,0,0,0.368190018648828,0,0,0,0,0,0,0,0.0349691147199378,0,0,0,0,0,0,0,0.131257239327575,0,0,0.0292604501643418,0,0,0,0,0,0,0,0,0,0,0.105989445300245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.21070220031588,0,0,0,0,0,0.223564213171136,0,0,0,0.0119903334190009,0,0.177684918843893,0,4.33680868994202e-19,0.0837412829653818,0,0,0.0614256057980152,0,0,0,0,0,0,0,0,0,0.0768117214403365,0,0,0,0,0.0686314110272662,0,0.0378567738152355,0,0,0,0,0,0,0.0542113459285775,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.47608883483567,0.142379702000561,0,0,0,0,0,0.244817522197452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179576660450107,0,0,0,0,0,-0.0101933550917258,0,0,0,0,0.120986433196931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146992115819248,0.200911254258914,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.558535183958769,0,-0.0795220689912734,0,0.041127700148026,0,0,0,0,0,0.0182928448144884,0,0,0,0,0.0608088168981253,0.135282988257137,0,0,0,0,0,0,0.112882447642601,0,0.0559331738911288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034005751381373,0,0,0,0.0190676149122151,0
X600036.CH.EQUITY,0,0.115794480788197,0,0,0,0.0795175438908323,0,0.0884128743655789,0,0,0,0,0.107293983272469,0,0,0,0,0.00205669512627194,0,0,0,0,0.0134133596922197,0.0939988394537568,0,0,0,0,0,0,0.0791143290051292,0,0,0,0,0,0,0.040336994687414,0,0,0,0,0,0,0,0,0,0,0,0.345422615597759,-0.216503497871911,0
X1299.HK.EQUITY,0,0,-0.271341091784487,0,0,0,0,0,0,0.173207486922008,0,-1.38777878078145e-17,0,0,0.104770237646011,0,0,0,0,0,0,0,0.0710704082023794,0.0128112664144355,0,0,0,0,0,0,0,0,0.228612942114574,0,0,0,0,0,0.188248729316329,0,0.0347297220865131,0.0931610881021367,0.308333377923086,0,0,0,0,0.218358872713902,0,0,0,0
X601628.CH.EQUITY,0.160702369757529,0,0,0,0,0,0,0,0,0,0,0,-0.0368784025720426,0,0,-0.265416712544589,0,0,0,0,0,0.112211156993628,0,0,0,0,-0.059975027555644,0,0,0,0,0,0,0.13732792421393,0.573069293317927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466188922977569,0,0.0269468883473747,0.153495488769782
X601988.CH.EQUITY,0.0458786949640369,0,0.0888391646005234,0.365544134962951,0,0,0,0,0,0,0,0,0.19411811050463,0,0,0,0.153769381763736,0,0.0105741126564681,0,0,0,0,0.028928170606109,0,0,0.0075826365011962,0,0,0.107430627294879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.382348021941416,0,0,0,0,0,0,0,0,-0.0380761544444359,0,0,-0.272169240423393,-0.113031537405013,0,0,0,0,0,0,0,0.214322656973074,0,0,0.162010728976094,0,0,0,0,0,0,0.012841178778637,0,0,0,0,0,0,0,0.297821809612992,0,0.0815223834445107,0,0,0,0.0783360780338198,0,0,0,0.00819744115225135,-0.0753862867391465
X388.HK.EQUITY,0,0,0,0,-0.20852662042734,0.33518935076449,-0.00869097960137279,0,0,0,0,0,0.0517006251967923,0,-0.0434609835293117,0,0,0,0,-0.197877254794395,0,0.23576822722014,0,0,0,0,0,0,0.105246127111145,0,0,0,-0.0869765239738337,0,0,0,0,0,0.057714310897222,0.0707599263977702,0,0,0,0.234937177502906,0,-0.0591260251289855,0,0,-0.0377581259594676,0,0.177036416423266,-0.0933786642613933
