,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.24421243419835,0,0.133782483494946,0,0.0384452969634441,0,0,0.250283392841215,0.0714592701135703,0,0.10748716514421,0,0,0,0,0,0,0.0598167737975415,0,0,-0.0873022665864284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059046784969054,0,0,0,0,0,0,0,0,0,0.0518173041446086,0.0131469144309374,0,0,0,0,0
X601939.CH.EQUITY,0.462086118179259,0,0,0.0176438981433075,0.00039891373299094,0,-0.0311168612037973,0,0,0,0.192508332396585,0,0,0.226277125242689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857577556324387,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0
X601288.CH.EQUITY,0.372436844123029,0,0,0,0.371526241145351,0,0,0,0,0,0.0702665158799903,0,0,0,0.0714250777965605,0,0,0,0.0610626377093052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174399547112298,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.052496064022437,0,0.318617764868233,0,0,0,0,0,0,0.181465967407664,0,0.08219969611375,0,0,0,0,0,0.199319216271683,0,0,0,0,0,0,0.0400620286082174,0,-0.00841725467924275,0,0,0.0784633625198714,0,0,0,0,0,0,0,0,0.0645644052707994,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0197141425761045,0,0,0,0,0,0,0,-3.46944695195361e-18,-6.93889390390723e-18,0.0305350767241705,0,0.178057294034429,0.0698373170412344,0,0,0.0921059128733878,0,0,0,0,0,0,0.130835697161265,0,0,0,0,0.237361243677199,0,0,0,0,0,0,0,0,0,0.022833134147555,0,0,0,0.208601882344149,0,0,0,0
X5.HK.EQUITY,0,-0.142779287996249,0,-0.160092224507346,0,0,0,0,0,1.73472347597681e-18,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0110009441203801,0,0,1.24984486614861,0,-0.787846984168889,0,0,-0.0411701536628719,0.476276332913152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425453287973692,0,0,0,0,0,0,0,0,0.12671561779794,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.109519495559187,0,0,0,0,0,0,0,0,0.229454342362145,0,0.121077035644323,0,0.196902180332468,0,0,0,0.0816858011061058,0,0,0,0,0,0,0.0161813096345681,0,0,0,0,0,0,0,0,0,0,0.0460663309996185,0,0,0,0.0522849209618046,0
X601658.CH.Equity,0,0,-0.204300148858058,0.303528889350852,0,0,0,0.116330906234347,0.0410323460493738,0,0,0,0,0,-0.234341258382816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704666560453341,0,0,0,0,0,0,0,0.00479679195762187,0,0,0,0,-0.100652948970333,0,0,0,0.620934166698419,0.0463779696474306,0,0,-0.109170965594528,0,0
