,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.443889835645835,0.0634606665125613,0,0,0,0,0,0,0,0,0,0.130834478414862,0,0.0899459344954166,0,0,0,-0.120398276156578,0,0.0104048910357523,0,0,0,0,0,0,0.047624411868005,0,0,0,0,0,0,0,0.0413727121227449,0,0,0,0,0,0,0,0,0,0.121312858304736,0.137861438049592,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0
X601939.CH.EQUITY,0.163256295581329,0,0,0,0,0,0,0,0,0,0.170604539434535,0,0,0.288590495864223,0,0,0,0,0.0431394324200812,0.177697253590049,0,0,-0.0326220016801634,0,0,0,0,0,0,0.0187554515523649,0,0,0,0,0,0.0878684869498309,0,0,0,0,0.0368248343623475,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347016411694033,0,0.0192532116117807,0,0.502087152777601,0,0,0,0,0,0.0113329233917338,0,0,0,0,0,0.0453420421200155,-0.0268176773541731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893589993951346,0,0,0
X601988.CH.EQUITY,0,0,0,0.115334771007136,0,0,0,0,0,0,0,0.47539511206347,0,0.01547797403016,0,0,0,0,0,0,0,0,0,0.0388310388944933,0,0,0,0,0,0,0,0,0,0.0895204614579039,0,0,0,0,0,0,0.0892526368123809,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.190650952195302,0,0,0,0.00383880790842478,0,0,0,0.256329017077331,0,0.269402637234192,0,0,0.414974580109353,-0.599813407664389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327466026547152,-0.148513569779403
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796957769035358,0,0,0,0,0.094702152002987,0.168243628988626,0,0,0,2.77555756156289e-17,0,0,0.0497279369677541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267165077284599,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.224630292112066,0,0,0,0,0,0.0806884028086778,0,0,0,-0.111479349450254,0,0,0,0,0,0,0.45041023486267,0,0,0,0,0,0.146995304850267,0,0,-0.1662386045116,0,0,0.139593971870035,0,0,-0.0220272698964144,0,0.57528557942726,-0.207916500809094,0,0,0,0,0.513034040491234,0,-0.230583137556626,0,0,0
X601166.CH.EQUITY,0,0,0,0.15108645764806,0,0,0.255415954801535,0,0,0,0,0,0,0.171957042330894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294499024013848,0,0,0,0.0323250600019775,0,0,0,0.114734816217592,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0976397687945336,0.183231173816411,0,0,0,0,0,0,0,0,0.197959197192916,0,0,0,0,0,0,0,0,0,0.400775977802059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593054603642884,0,0,0,0,0.0836580943073295,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0525188735075288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141781942681055,0.55880919279666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.428252916549456,0,0,0.199742705890184,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0578472633959281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484920976516115,0,0,0,0.0346099233127385,0,0,0,0,0.0839445141252328,0,0
X000001.CH.EQUITY,0,0,0.123262962880177,0,0,0,0.0370066431513694,0,0,0,0.133421266200577,0,0,0.120377359432313,0,0,0,0,0,0,0,0.0033334767073975,0,0,0,0,0,0,0.0311326526223984,0,0,0,0.0233235983725427,0.0214947988924775,0,0.0226449132392493,0,0,0,0,0.379038934824974,0.017360310721852,0,0,0,0,0,0,0,0,0,0
