,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.42843733308993,0,0,0,0,0,0.00289689011737931,0,0,0,0,0.361311199528236,0,0,0,0,-0.04518819113858,0,0,0,0,0,0,0,0,0.074540568082372,0,0,0,0,0,0,0,0.00135262955012956,0,0,0,0,0,0,0,0,0.00536096212520872,0,0.114163973693752,0,0,0,0
X601939.CH.EQUITY,0.319978615146051,0,0,0,0,0,0,0,0,0,0,0,0,0.504590255207619,0.0502345857265878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733119637062681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202613272080246,0.0631117013630804,0,0,0,0,0,0,0.0292572198437394,0,0,0,0.00452298071987942,0.00860177736763848,0,0,0,0,0,0.0242130967761248,0,0,0,0,0,0,0,0.499215330276858,0,0,0,0,0,0,0,0,0.0432353289832013,0,0
X601288.CH.EQUITY,0.359074046733152,0,0,0,0.397269754281216,0,0,0,0,0,0.0539006820785983,0.00817517941511356,0,0,0.0360669663613467,0.0772931223540258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173314226944043,0,0,0,0,0,0,0,0,0,0,0,0.0164347041616888,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.1777778437559,0,0,0,0,0,0,0.240438831466436,0,0,0.0938166217740211,0,0,0,0,0,0,0,0.0235304503975119,0,0,0,0.102402643718228,0,0,0,0.0747265937663538,0,0,0,0,0.102880250945799,0,0,0,0,0,0,0.0654190864018772,0,0,0,0.0494832538612038,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.258742337931048,0,0,0.116527872934095,0,0,0,0.519894428235998,0,0,0,0,0,0.637300964218232,0,-0.574722475159833,0,0,0,0,0,0,0,0,0,0.0918600594094364,0,0,0,0,0.0846106640712935,0,0,0,0,0,0,0,0.147884620925143,-0.0466578841802977
X600036.CH.EQUITY,0,0,0,0.00375370901851381,0,0,0,0,0,0,0,0.221229977481683,0,0,0.0546663184258599,0,0,0,0,0,0.164939747317619,0,0,0,0,0,0,0,0,0,0,0.0859273759380062,0,0,0,0.0889539940201546,0,0,0,0,0,0,0,0,0,0,0.0669792103142358,0,0,0.135342340959754,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0122544250865935,0,0,0,0,0,0,0,0,0.176384907435172,0,0,0,0.205640090312228,0,0,0.117240122126034,0,0,0,0,0,0,0.247219949045274,0,0,-2.77555756156289e-17,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342106182540049,0,0
X601628.CH.EQUITY,0.160257962772423,0.154921782647509,0,0,0,0,0,0.0384759003011724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228538412936936,0,0,0,0,0,0,0,0,0.0151875423366209,0,0,0,0,0,0,0,0,0,0,0.0258484701427008,0,0.216316381391716,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.165664123013119,0,0,0,-0.258205185313305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.245279047555881,0,0,0,0,0.442855697586536,-0.0212883602035093,1.38777878078145e-17,0,0,0,1.06850911345635,0,0,-0.150545104069283,0,-0.0374790997792887
X601328.CH.EQUITY,0,0,0,0.194694516781728,0,0,0,0,0,0,0,0,0,0.14333861610465,0,0,0,0,0,0,0,0,0,0.175112751632357,0,0,0,0,0,0,0,0,0,0,0.0963819795500196,0,0.112035645801337,0,0,0,0,0,0.160832723336965,0,0,0.178456777240164,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0975596601811547,0,0.0366571434452933,0,0,0.0627573357660608,0,0,0,0,0,0,0.225035448933075,0,0,0,-0.0729792973803274,0,0,0,0,0,0,0,0,0,0,0,0,0.34703193086013,0,0.0484935054065287,0,0,0,0,0,0,0.0618686136132825,0,0,0,0,0,0.160528753813373,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0380223077470026,0.547155471619611,0.118075345927028,0.0195539844107011,0,0,0,0,0,0.0733535898827005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
