,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0696203937643054,0,0.391699781652348,0.109181951724741,0.0989410131188248,0,0,0,0,0,0,0,0,0,0,0,0.202675221753786,0,0,0.0109647699811438,0,-0.0354284430207621,0,0,0.0448476469531921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598169967715653,0.040611560204701,0,0,0,0.0346518948697606,0,0.122275792073205,0,-0.0803805101307939,0
X601318.CH.EQUITY,0,0,0,0.0657088009394323,0,0,0,0,0.12296881709984,0,0,0.0870694597108895,0.108954840177346,0,0,0,0,0,0.113631860304103,0,0.265300695891122,0,0,0,0.0504102979866289,0,0,0,0.0969694294127847,0,0.0367960530761083,0,0,0,0,0,0.0191177077318009,0,0,0,0,0,0,0,0.0698568373612891,0,0,0,0,0,0,0.0991241744554516
X601939.CH.EQUITY,0.233148266064184,0,0,0,0.222992401287068,0,0,0,0,0,-0.0290466747423848,0.133087112655159,0,0.0547282363640908,0,0,0,0,0,0.136354029485423,0,0,0.184910271949214,0,0,0.237558829584726,0,-0.0201334127132438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342331874980365
X600036.CH.EQUITY,0,0.116307852099119,0,0,0,0.0797940382494724,0.0720371836866452,0.126764866727956,0,0,0,0,0.168083438834148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349521339083034,0,0,0,0.0770111949460923,0,0,0,0,0,0,0,0,0,0.123359016990349,0,0,0,0,0,0,0,0,0,0,0.0414675817782488
X601288.CH.EQUITY,0.102223844055755,0,0.0863523824694537,0,0,0.0699934448760679,0,0.377796009763206,0,0,0,0,0,-0.017831021766812,0,0.064843194982122,0.0415802974019906,0,0,0,0,0,0,0,0.00497483605261153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188252435278876,0,0,0,0,0,0.114014869981901,0
X601628.CH.EQUITY,0.0622359907877064,0,0,0,0,0,0,0,0,0,0.01510773501753,0,0,0,0,0,0.192581530543883,0,0,0,0,0,0,0,0.0545853863607364,0,-0.109150519918546,-0.086010973560768,0,0,0.0512476680027539,0,0.212794339540916,0,0,0.578425350149873,0,0,0,0,-0.0347006848271155,0.147749958340829,0,0,0,0,0,0,0,-0.0485447839628346,0,0.0424710279704442
X1299.HK.EQUITY,0,0,0,0,-0.0136184852894298,0,0,-4.33680868994202e-19,0,0,0.0831729512531013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155959220300185,0,0.0686525631641233,0,0.320210376404762,0.248113752738155,0,0.166796147232326,0,0,0,0,0,0.309539822487609,0,0
X601988.CH.EQUITY,0,0.121220219854128,0.00711660640966179,0.312649379960847,0.244586157284463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269668499644261,0,0,0,0,0,0,0,0,0.097939959211854,0.118485822581811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334037111927313,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.128290472954783,0,0,0,0,0,0.038560543811458,0,-0.0082270089843659,0,0,0,0,0,0,-0.0762135704657379,0,0,0,0,0,0,0.078440623996238,0,0.0187888507718808,0,0.312474406627134,0,0,0,0,0,0,0,0,0.107215101576873,0,0.220443942266553,0,0,0.234447925871825,0.117012561568983,0,0,0,0,0.0168798311048015,0,0,0,0
X601166.CH.EQUITY,0,0,0.0972579188422301,0.169664900475378,0,0,0,-0.0326444356587754,0,0,0,0.0897086921255432,0.0304230560394726,0.0141754230644046,0,0,0.0614697017920699,0,0,0,0,0,0,0,0,0,0.158759732490629,0,0,0.361638599318372,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462295080115951,0,0,0,0,-0.0340147467799603,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.148040699024643,0,0,0.101963714375777,0,0,0,0,0,0,-3.46944695195361e-18,0.202374900554859,0,0,0,0,-0.172282349734957,0,0,0,0,0.244643247267294,0,0,0.140381974308635,0,0,0.0419387339989816,0,0.188408158180242,0,0,0,0,0,0,0.259969794598349,0,0.00170838534005925,0,0,0,0,-0.346365379695362,0,0,0.1333031038351,0.156862895256741,0
X601658.CH.Equity,0.20947974829262,0,0,0.155432831441509,0,0,0,0,0,0.377399510189093,-0.0597550732213867,0,0,0.0229752087461105,0,0,0,0,0,-0.0148282447311475,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.139741495825446,0.130782180657129,0,0,0,0,0,0,0,0,0,-0.0263206118992003,-1.38777878078145e-17,0,0,-0.115484265477238,0,0,0.064028378995563,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.635078156318955,0,0.0528693664120863,0,0.0717947402330177,0,0,0.0976218271102177,0,0,0,0.0438238832252803,0,0,0,0,0,0,0,0,0,0,0,0.129502845368668,0,-0.238238335709998,0,0,-0.139366734571181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322938543999556,0,0,0
X000002.CH.EQUITY,0,0,0.25917403652118,0,0,-0.222679465003513,0,0,0,0.0286546406043074,0.0270274227608111,0.0588838575351659,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0730948187490249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00885059793179489,0.179169187035907,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444649055300358,0,0,0.247262998167703,0,0,0,0.0634130447072743,0,0,0,0,0,0,0,0,0,0.0393080849929442,0,0,0,0,0,0,0,0,0.158032790656485,0,0.0907788918940387,0,0,0,0,0,-0.00715915765682678
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.177330865293303,0,0.553359712208365,0,0,0,0,0,0,0.108604892380218,0,0,0,0,0.0687573100055472,0.0484259471180223,0,0,0,0,0,0,0,0,0,0,0,0,0.0396823675734301,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.296885582206405,0,0,0.129560928841806,0.219142887584381,0,0.0242310462167364,0.0350051254526667,0,-0.0669097680765022,0,0,0,0,0,0,0,0,0,0.286418908068561,0,0,0,0.0327570366765343,0,0.0938785726663806,0,-0.0770637547146199,0,0,0,0,0,0,0,0,0,0,0,0.071095282908883,0,0,0,0.0673156745145314,0,0,0,0,0,0,0.0826579069038312
X601066.CH.EQUITY,0,0,0.113193273770343,0,0,0,0,0,0,0,0.069131256698326,0,0,0.0246620312792706,0.389182155194049,0,-0.251736184034305,0,0,0,0,0.0858303898173678,0,0,0,0,0,-0.048375290842272,0,0,0,0,0.0634417558335643,0.160365362396092,0.0176087354653227,0,0,0,0,0.201560712456418,0,0,0,0,0,0,0,0,0,0.0828510696463393,0,0
