,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0567014811384816,0,0.138740969604731,0.176385820017567,0,0.351769210502523,0,0,0,0,0.000603353981059121,0.131824232167524,0,0,0,0,0,0,0,0,0,0.0118721441036309,0,0,0,0,0.104048098414742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601318.CH.EQUITY,0.207656778853757,0,0,0,0,0,0,0,0.224197616914051,0,0,0,-3.46944695195361e-18,0,0.0719896410669298,0.144752224530838,0,0,0,0.210530612360493,0,0,0,0,0,0,0,0,0,0.0753590016767718,-0.059894900085817,0,0,0,0,0,0.0658300800793861,0,0,0,0,0,0,0,0,0,0,0.0749612635006317,0,0,0,-0.0072478902733775
X601939.CH.EQUITY,0.263706175032283,0,0,0,0,0,0,0,0,0,0,0,0.425694145421936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191836332728818,0,0.10601317575353,0,0.00655386220884686,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0
X601288.CH.EQUITY,0.342767441634262,0,0.0423468530180727,0,0,0.467227177437155,0,0,0,0,0,0,0,0,0.035953513478152,0,0,0,2.77555756156289e-17,-0.0109457985345567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11284058165893,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.198276981476894,0,0.0394690548687517,0,0,-5.55111512312578e-17,0.310686089001472,0,0,0,0,0,0,0,0.0201437377829098,0.648270449665663,0,0,0,0.0515015152925022,0,0,0,0,0,0,0,0.0921965811772334,0,0,0.0205391459325482,0,0,0,-0.204441679845001,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.136945879339376,0,0,0.0492332784352187,0,0,0,0,0.2009060474187,0,0,0,0.143631959665014,0,0,0,0,0,0.0210428056665218,0,0.168432010329285,0,0,0,0.0277970681112556,0,0,0,0,0.049524515126253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186362611222198,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.164140278405372,0,0,0,0,0,0,0,0.325235362550973,0.0252116831515259,0,0,0,0,0.193608066822266,0.291248988526802,0,0,0,0,0,0,0.247978398024911,0,0,0,0,0,0,0,0.0275115734939839,0,0,0,0,0,0,0,0,0,0,0,0.0906801838454504,0,0,0.010487885100289
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.192337918870046,0,0,0,0,0,0,0.195030896420244,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.078595563421005,0,0,0,0,0,0,0.222619192672101,0,-0.194982329291884,0.153915416558933,0,0,0,-0.00740314993216585,0,0,0.83089186301881,0,0,0,0,0,0.337016972628296,0,-0.317321300029861,-0.245548507913177,0,0
